"fit.num","term","estimate","std.error","statistic","p.value","r.squared","migration.rates","niches","num.islands"
20,"theta",13364.925,1538381.635,0.009,0.993,0.921,0.003,20,100
20,"m0",0.035,0.003,11.032,0,0.921,0.003,20,100
20,"K",14.453,0.126,114.292,0,0.921,0.003,20,100
21,"theta",2645.52,385886.632,0.007,0.995,0.823,0.006,1,100
21,"m0",0.032,0.004,8.37,0,0.823,0.006,1,100
21,"K",0.919,0.039,23.381,0,0.823,0.006,1,100
22,"theta",1753.296,405400.857,0.004,0.997,0.939,0.006,2,100
22,"m0",0.039,0.008,4.987,0,0.939,0.006,2,100
22,"K",1.858,0.037,50.893,0,0.939,0.006,2,100
23,"theta",2591.49,527864.992,0.005,0.996,0.957,0.006,3,100
23,"m0",0.045,0.009,5.234,0,0.957,0.006,3,100
23,"K",2.664,0.076,35.244,0,0.957,0.006,3,100
24,"theta",3294.502,987602.968,0.003,0.997,0.948,0.006,4,100
24,"m0",0.052,0.013,3.951,0.001,0.948,0.006,4,100
24,"K",3.368,0.095,35.306,0,0.948,0.006,4,100
25,"theta",7148.343,1075427.844,0.007,0.995,0.948,0.006,5,100
25,"m0",0.054,0.005,10.072,0,0.948,0.006,5,100
25,"K",4.137,0.106,38.871,0,0.948,0.006,5,100
26,"theta",4955.809,1374989.685,0.004,0.997,0.949,0.006,6,100
26,"m0",0.057,0.012,4.582,0,0.949,0.006,6,100
26,"K",4.871,0.089,54.444,0,0.949,0.006,6,100
27,"theta",5924.556,1047577.749,0.006,0.996,0.961,0.006,7,100
27,"m0",0.053,0.006,8.146,0,0.961,0.006,7,100
27,"K",5.622,0.076,74.192,0,0.961,0.006,7,100
28,"theta",11610.611,1435258.827,0.008,0.994,0.925,0.006,8,100
28,"m0",0.051,0.005,10.988,0,0.925,0.006,8,100
28,"K",6.319,0.109,58.185,0,0.925,0.006,8,100
29,"theta",5862.91,1464640.362,0.004,0.997,0.934,0.006,9,100
29,"m0",0.055,0.012,4.404,0,0.934,0.006,9,100
29,"K",6.878,0.169,40.667,0,0.934,0.006,9,100
30,"theta",13921.324,1138389.385,0.012,0.99,0.956,0.006,10,100
30,"m0",0.057,0.003,16.305,0,0.956,0.006,10,100
30,"K",7.519,0.126,59.808,0,0.956,0.006,10,100
31,"theta",6202.4,1711358.371,0.004,0.997,0.934,0.006,11,100
31,"m0",0.054,0.015,3.607,0.002,0.934,0.006,11,100
31,"K",8.209,0.13,63.108,0,0.934,0.006,11,100
32,"theta",9382.354,1811507.912,0.005,0.996,0.949,0.006,12,100
32,"m0",0.059,0.008,7.57,0,0.949,0.006,12,100
32,"K",8.583,0.163,52.724,0,0.949,0.006,12,100
33,"theta",11103.814,1714751.373,0.006,0.995,0.95,0.006,13,100
33,"m0",0.061,0.006,11.01,0,0.95,0.006,13,100
33,"K",9.155,0.137,66.774,0,0.95,0.006,13,100
34,"theta",11857.544,1845712.122,0.006,0.995,0.949,0.006,14,100
34,"m0",0.057,0.006,8.871,0,0.949,0.006,14,100
34,"K",9.806,0.154,63.727,0,0.949,0.006,14,100
35,"theta",5117.348,1229780.583,0.004,0.997,0.95,0.006,15,100
35,"m0",0.052,0.018,2.873,0.011,0.95,0.006,15,100
35,"K",10.534,0.154,68.328,0,0.95,0.006,15,100
36,"theta",18783.284,2000725.379,0.009,0.993,0.946,0.006,16,100
36,"m0",0.059,0.004,14.249,0,0.946,0.006,16,100
36,"K",10.734,0.18,59.729,0,0.946,0.006,16,100
37,"theta",12503.889,2906731.97,0.004,0.997,0.946,0.006,17,100
37,"m0",0.058,0.008,7.396,0,0.946,0.006,17,100
37,"K",11.25,0.173,64.99,0,0.946,0.006,17,100
38,"theta",16630.837,1502211.983,0.011,0.991,0.953,0.006,18,100
38,"m0",0.058,0.004,15.186,0,0.953,0.006,18,100
38,"K",11.772,0.151,77.956,0,0.953,0.006,18,100
39,"theta",11012.902,1821526.775,0.006,0.995,0.959,0.006,19,100
39,"m0",0.058,0.009,6.78,0,0.959,0.006,19,100
39,"K",12.106,0.196,61.776,0,0.959,0.006,19,100
40,"theta",-3.079,0.662,-4.652,0,0.984,0.006,20,100
40,"m0",-0.057,0.012,-4.569,0,0.984,0.006,20,100
40,"K",13.045,0.12,108.945,0,0.984,0.006,20,100
41,"theta",3202.263,275948.808,0.012,0.991,0.901,0.009,1,100
41,"m0",0.042,0.004,10.742,0,0.901,0.009,1,100
41,"K",0.92,0.048,19.355,0,0.901,0.009,1,100
42,"theta",1919.222,504738.618,0.004,0.997,0.932,0.009,2,100
42,"m0",0.052,0.012,4.21,0.001,0.932,0.009,2,100
42,"K",1.803,0.05,35.717,0,0.932,0.009,2,100
43,"theta",4513.273,653240.642,0.007,0.995,0.956,0.009,3,100
43,"m0",0.059,0.005,10.876,0,0.956,0.009,3,100
43,"K",2.635,0.058,45.508,0,0.956,0.009,3,100
44,"theta",13085.473,529904.742,0.025,0.981,0.955,0.009,4,100
44,"m0",0.065,0.004,17.285,0,0.955,0.009,4,100
44,"K",3.365,0.076,44.526,0,0.955,0.009,4,100
45,"theta",17355.61,654420.51,0.027,0.979,0.939,0.009,5,100
45,"m0",0.068,0.004,15.47,0,0.939,0.009,5,100
45,"K",4.105,0.107,38.235,0,0.939,0.009,5,100
46,"theta",13156.03,1245539.311,0.011,0.992,0.967,0.009,6,100
46,"m0",0.073,0.004,19.647,0,0.967,0.009,6,100
46,"K",4.713,0.095,49.562,0,0.967,0.009,6,100
47,"theta",25873.475,672926.926,0.038,0.97,0.954,0.009,7,100
47,"m0",0.071,0.004,17.9,0,0.954,0.009,7,100
47,"K",5.471,0.114,48.076,0,0.954,0.009,7,100
48,"theta",6781.576,1331722.432,0.005,0.996,0.955,0.009,8,100
48,"m0",0.071,0.011,6.695,0,0.955,0.009,8,100
48,"K",6.067,0.118,51.415,0,0.955,0.009,8,100
49,"theta",8784.254,1330043.582,0.007,0.995,0.955,0.009,9,100
49,"m0",0.071,0.007,9.875,0,0.955,0.009,9,100
49,"K",6.694,0.131,51.192,0,0.955,0.009,9,100
50,"theta",18442.609,1790217.277,0.01,0.992,0.954,0.009,10,100
50,"m0",0.07,0.004,17.769,0,0.954,0.009,10,100
50,"K",7.292,0.139,52.469,0,0.954,0.009,10,100
51,"theta",13793.993,1773081.194,0.008,0.994,0.973,0.009,11,100
51,"m0",0.074,0.006,11.721,0,0.973,0.009,11,100
51,"K",7.751,0.122,63.617,0,0.973,0.009,11,100
52,"theta",23808.326,1086238.779,0.022,0.983,0.972,0.009,12,100
52,"m0",0.07,0.003,23.623,0,0.972,0.009,12,100
52,"K",8.342,0.151,55.306,0,0.972,0.009,12,100
53,"theta",17488.127,2846020.808,0.006,0.995,0.93,0.009,13,100
53,"m0",0.074,0.008,8.755,0,0.93,0.009,13,100
53,"K",8.685,0.244,35.55,0,0.93,0.009,13,100
54,"theta",7769.542,2761131.814,0.003,0.998,0.941,0.009,14,100
54,"m0",0.07,0.021,3.263,0.005,0.941,0.009,14,100
54,"K",9.42,0.181,51.994,0,0.941,0.009,14,100
55,"theta",9659.543,1574563.736,0.006,0.995,0.972,0.009,15,100
55,"m0",0.071,0.01,6.813,0,0.972,0.009,15,100
55,"K",9.939,0.167,59.407,0,0.972,0.009,15,100
56,"theta",14136.861,3055365.471,0.005,0.996,0.955,0.009,16,100
56,"m0",0.074,0.009,7.908,0,0.955,0.009,16,100
56,"K",10.199,0.289,35.244,0,0.955,0.009,16,100
57,"theta",20169.475,1464512.804,0.014,0.989,0.977,0.009,17,100
57,"m0",0.068,0.004,18.669,0,0.977,0.009,17,100
57,"K",10.901,0.123,88.765,0,0.977,0.009,17,100
58,"theta",25427.118,1936892.997,0.013,0.99,0.96,0.009,18,100
58,"m0",0.074,0.004,16.766,0,0.96,0.009,18,100
58,"K",11.039,0.181,61.129,0,0.96,0.009,18,100
59,"theta",11937.391,1862615.783,0.006,0.995,0.971,0.009,19,100
59,"m0",0.066,0.008,7.876,0,0.971,0.009,19,100
59,"K",11.863,0.189,62.904,0,0.971,0.009,19,100
60,"theta",13649.206,2329368.418,0.006,0.995,0.968,0.009,20,100
60,"m0",0.07,0.008,8.497,0,0.968,0.009,20,100
60,"K",12.066,0.173,69.708,0,0.968,0.009,20,100
61,"theta",1380.507,419688.559,0.003,0.997,0.931,0.012,1,100
61,"m0",0.054,0.012,4.416,0,0.931,0.012,1,100
61,"K",0.886,0.039,23.009,0,0.931,0.012,1,100
62,"theta",4667.319,877025.262,0.005,0.996,0.94,0.012,2,100
62,"m0",0.071,0.005,12.905,0,0.94,0.012,2,100
62,"K",1.702,0.102,16.62,0,0.94,0.012,2,100
63,"theta",5482.548,827059.712,0.007,0.995,0.968,0.012,3,100
63,"m0",0.074,0.007,10.386,0,0.968,0.012,3,100
63,"K",2.558,0.062,41.173,0,0.968,0.012,3,100
64,"theta",11084.828,966404.814,0.011,0.991,0.947,0.012,4,100
64,"m0",0.081,0.006,12.974,0,0.947,0.012,4,100
64,"K",3.288,0.13,25.288,0,0.947,0.012,4,100
65,"theta",17865.66,603537.508,0.03,0.977,0.954,0.012,5,100
65,"m0",0.083,0.005,18.288,0,0.954,0.012,5,100
65,"K",3.957,0.112,35.47,0,0.954,0.012,5,100
66,"theta",15775.015,620717.579,0.025,0.98,0.96,0.012,6,100
66,"m0",0.089,0.004,19.869,0,0.96,0.012,6,100
66,"K",4.651,0.131,35.537,0,0.96,0.012,6,100
67,"theta",10903.153,1075200.774,0.01,0.992,0.979,0.012,7,100
67,"m0",0.087,0.005,18.829,0,0.979,0.012,7,100
67,"K",5.257,0.092,57.214,0,0.979,0.012,7,100
68,"theta",13200.532,1946329.044,0.007,0.995,0.952,0.012,8,100
68,"m0",0.088,0.007,12.275,0,0.952,0.012,8,100
68,"K",5.937,0.239,24.792,0,0.952,0.012,8,100
69,"theta",8541.882,1729383.152,0.005,0.996,0.976,0.012,9,100
69,"m0",0.087,0.012,7.317,0,0.976,0.012,9,100
69,"K",6.498,0.141,46.026,0,0.976,0.012,9,100
70,"theta",9564.073,1957505.46,0.005,0.996,0.974,0.012,10,100
70,"m0",0.092,0.013,7.301,0,0.974,0.012,10,100
70,"K",6.871,0.133,51.795,0,0.974,0.012,10,100
71,"theta",13301.457,2494288.446,0.005,0.996,0.968,0.012,11,100
71,"m0",0.088,0.009,10.145,0,0.968,0.012,11,100
71,"K",7.555,0.151,50.041,0,0.968,0.012,11,100
72,"theta",17531.793,2078640.117,0.008,0.993,0.969,0.012,12,100
72,"m0",0.091,0.007,13.32,0,0.969,0.012,12,100
72,"K",8.023,0.198,40.473,0,0.969,0.012,12,100
73,"theta",9249.194,2773112.361,0.003,0.997,0.969,0.012,13,100
73,"m0",0.086,0.021,4.031,0.001,0.969,0.012,13,100
73,"K",8.504,0.235,36.139,0,0.969,0.012,13,100
74,"theta",30798.576,1366183.578,0.023,0.982,0.975,0.012,14,100
74,"m0",0.089,0.004,19.886,0,0.975,0.012,14,100
74,"K",9.009,0.18,50.158,0,0.975,0.012,14,100
75,"theta",23059.48,1586232.283,0.015,0.989,0.971,0.012,15,100
75,"m0",0.084,0.004,21.206,0,0.971,0.012,15,100
75,"K",9.524,0.158,60.413,0,0.971,0.012,15,100
76,"theta",18330.684,2161029.359,0.008,0.993,0.959,0.012,16,100
76,"m0",0.083,0.006,13.976,0,0.959,0.012,16,100
76,"K",10.042,0.198,50.735,0,0.959,0.012,16,100
77,"theta",33926.909,1204715.731,0.028,0.978,0.959,0.012,17,100
77,"m0",0.083,0.004,18.52,0,0.959,0.012,17,100
77,"K",10.464,0.219,47.698,0,0.959,0.012,17,100
78,"theta",13591.067,2695660.135,0.005,0.996,0.966,0.012,18,100
78,"m0",0.081,0.014,5.892,0,0.966,0.012,18,100
78,"K",10.879,0.215,50.661,0,0.966,0.012,18,100
79,"theta",23633.222,1751040.528,0.013,0.989,0.984,0.012,19,100
79,"m0",0.082,0.003,24.765,0,0.984,0.012,19,100
79,"K",11.28,0.133,84.571,0,0.984,0.012,19,100
80,"theta",19886.022,2008792.188,0.01,0.992,0.984,0.012,20,100
80,"m0",0.083,0.005,15.42,0,0.984,0.012,20,100
80,"K",11.607,0.15,77.627,0,0.984,0.012,20,100
81,"theta",4502.368,232727.448,0.019,0.985,0.948,0.015,1,100
81,"m0",0.068,0.004,16.808,0,0.948,0.015,1,100
81,"K",0.865,0.054,15.995,0,0.948,0.015,1,100
82,"theta",6633.387,419950.502,0.016,0.988,0.949,0.015,2,100
82,"m0",0.086,0.005,17.152,0,0.949,0.015,2,100
82,"K",1.676,0.077,21.704,0,0.949,0.015,2,100
83,"theta",7728.683,630866.594,0.012,0.99,0.955,0.015,3,100
83,"m0",0.092,0.007,13.078,0,0.955,0.015,3,100
83,"K",2.437,0.093,26.292,0,0.955,0.015,3,100
84,"theta",20441.384,826932.009,0.025,0.981,0.963,0.015,4,100
84,"m0",0.099,0.005,19.832,0,0.963,0.015,4,100
84,"K",3.154,0.104,30.399,0,0.963,0.015,4,100
85,"theta",16300.824,571831.017,0.029,0.978,0.958,0.015,5,100
85,"m0",0.099,0.005,19.071,0,0.958,0.015,5,100
85,"K",3.923,0.133,29.563,0,0.958,0.015,5,100
86,"theta",19420.13,1044908.043,0.019,0.985,0.967,0.015,6,100
86,"m0",0.098,0.005,21.792,0,0.967,0.015,6,100
86,"K",4.61,0.12,38.32,0,0.967,0.015,6,100
87,"theta",10203.45,1536754.398,0.007,0.995,0.965,0.015,7,100
87,"m0",0.1,0.01,9.701,0,0.965,0.015,7,100
87,"K",5.27,0.145,36.402,0,0.965,0.015,7,100
88,"theta",11616.313,1856683.809,0.006,0.995,0.977,0.015,8,100
88,"m0",0.106,0.009,12.238,0,0.977,0.015,8,100
88,"K",5.658,0.196,28.93,0,0.977,0.015,8,100
89,"theta",11177.652,1843718.658,0.006,0.995,0.971,0.015,9,100
89,"m0",0.101,0.011,9.153,0,0.971,0.015,9,100
89,"K",6.324,0.166,38.14,0,0.971,0.015,9,100
90,"theta",23197.503,1254616.255,0.018,0.985,0.966,0.015,10,100
90,"m0",0.103,0.005,20.287,0,0.966,0.015,10,100
90,"K",6.939,0.178,39.066,0,0.966,0.015,10,100
91,"theta",23328.912,808672.322,0.029,0.977,0.975,0.015,11,100
91,"m0",0.099,0.004,24.095,0,0.975,0.015,11,100
91,"K",7.513,0.168,44.8,0,0.975,0.015,11,100
92,"theta",18555.199,1723498.236,0.011,0.992,0.98,0.015,12,100
92,"m0",0.099,0.005,20.32,0,0.98,0.015,12,100
92,"K",7.964,0.138,57.867,0,0.98,0.015,12,100
93,"theta",21813.977,2468196.039,0.009,0.993,0.98,0.015,13,100
93,"m0",0.093,0.006,14.36,0,0.98,0.015,13,100
93,"K",8.621,0.202,42.662,0,0.98,0.015,13,100
94,"theta",53790.802,996221.55,0.054,0.958,0.976,0.015,14,100
94,"m0",0.096,0.004,26.16,0,0.976,0.015,14,100
94,"K",8.884,0.16,55.506,0,0.976,0.015,14,100
95,"theta",14602.347,2314081.723,0.006,0.995,0.976,0.015,15,100
95,"m0",0.099,0.009,10.985,0,0.976,0.015,15,100
95,"K",9.33,0.173,53.784,0,0.976,0.015,15,100
96,"theta",21484.469,2342139.658,0.009,0.993,0.973,0.015,16,100
96,"m0",0.096,0.005,20.485,0,0.973,0.015,16,100
96,"K",9.788,0.185,53.022,0,0.973,0.015,16,100
97,"theta",32179.79,887881.829,0.036,0.972,0.979,0.015,17,100
97,"m0",0.089,0.004,24.979,0,0.979,0.015,17,100
97,"K",10.353,0.188,55.149,0,0.979,0.015,17,100
98,"theta",20877.893,2371783.412,0.009,0.993,0.982,0.015,18,100
98,"m0",0.096,0.007,14.122,0,0.982,0.015,18,100
98,"K",10.518,0.216,48.704,0,0.982,0.015,18,100
99,"theta",56361.87,836729.519,0.067,0.947,0.984,0.015,19,100
99,"m0",0.093,0.003,32.432,0,0.984,0.015,19,100
99,"K",11.043,0.147,75.058,0,0.984,0.015,19,100
100,"theta",9492.222,2354568.345,0.004,0.997,0.969,0.015,20,100
100,"m0",0.089,0.023,3.914,0.001,0.969,0.015,20,100
100,"K",11.493,0.223,51.437,0,0.969,0.015,20,100
101,"theta",5078.812,260730.283,0.019,0.985,0.967,0.018,1,100
101,"m0",0.076,0.004,18.215,0,0.967,0.018,1,100
101,"K",0.866,0.038,23.004,0,0.967,0.018,1,100
102,"theta",4455.553,1012091.764,0.004,0.997,0.962,0.018,2,100
102,"m0",0.095,0.012,7.835,0,0.962,0.018,2,100
102,"K",1.653,0.078,21.288,0,0.962,0.018,2,100
103,"theta",9233.532,465482.728,0.02,0.984,0.971,0.018,3,100
103,"m0",0.102,0.005,22.124,0,0.971,0.018,3,100
103,"K",2.453,0.086,28.591,0,0.971,0.018,3,100
104,"theta",6418.563,1127007.541,0.006,0.996,0.97,0.018,4,100
104,"m0",0.107,0.013,7.979,0,0.97,0.018,4,100
104,"K",3.271,0.1,32.665,0,0.97,0.018,4,100
105,"theta",8171.143,1530702.082,0.005,0.996,0.97,0.018,5,100
105,"m0",0.115,0.012,9.487,0,0.97,0.018,5,100
105,"K",3.851,0.173,22.272,0,0.97,0.018,5,100
106,"theta",10570.496,1649101.397,0.006,0.995,0.974,0.018,6,100
106,"m0",0.116,0.01,11.168,0,0.974,0.018,6,100
106,"K",4.418,0.132,33.438,0,0.974,0.018,6,100
107,"theta",9640.062,1295034.291,0.007,0.994,0.978,0.018,7,100
107,"m0",0.112,0.01,10.928,0,0.978,0.018,7,100
107,"K",5.254,0.168,31.198,0,0.978,0.018,7,100
108,"theta",14832.15,1630927.314,0.009,0.993,0.976,0.018,8,100
108,"m0",0.12,0.007,17.24,0,0.976,0.018,8,100
108,"K",5.636,0.154,36.511,0,0.976,0.018,8,100
109,"theta",11260.714,1533403.139,0.007,0.994,0.979,0.018,9,100
109,"m0",0.117,0.011,10.272,0,0.979,0.018,9,100
109,"K",6.194,0.181,34.138,0,0.979,0.018,9,100
110,"theta",56286.075,929016.967,0.061,0.952,0.982,0.018,10,100
110,"m0",0.116,0.004,29.672,0,0.982,0.018,10,100
110,"K",6.679,0.168,39.662,0,0.982,0.018,10,100
111,"theta",23536.334,791511.623,0.03,0.977,0.983,0.018,11,100
111,"m0",0.115,0.004,30.118,0,0.983,0.018,11,100
111,"K",7.298,0.143,51.132,0,0.983,0.018,11,100
112,"theta",19946.128,1862507.911,0.011,0.992,0.971,0.018,12,100
112,"m0",0.114,0.007,17.184,0,0.971,0.018,12,100
112,"K",7.75,0.209,37.027,0,0.971,0.018,12,100
113,"theta",44601.726,969505.961,0.046,0.964,0.982,0.018,13,100
113,"m0",0.112,0.004,27.97,0,0.982,0.018,13,100
113,"K",8.204,0.155,52.946,0,0.982,0.018,13,100
114,"theta",24992.229,1896241.956,0.013,0.99,0.981,0.018,14,100
114,"m0",0.108,0.005,21.864,0,0.981,0.018,14,100
114,"K",8.81,0.183,48.235,0,0.981,0.018,14,100
115,"theta",35616.069,625467.182,0.057,0.955,0.99,0.018,15,100
115,"m0",0.105,0.003,38.915,0,0.99,0.018,15,100
115,"K",9.199,0.117,78.484,0,0.99,0.018,15,100
116,"theta",34083.666,1299125.426,0.026,0.979,0.975,0.018,16,100
116,"m0",0.111,0.004,25.091,0,0.975,0.018,16,100
116,"K",9.395,0.213,44.126,0,0.975,0.018,16,100
117,"theta",29293.795,2755593.764,0.011,0.992,0.982,0.018,17,100
117,"m0",0.102,0.004,23.724,0,0.982,0.018,17,100
117,"K",10.247,0.184,55.819,0,0.982,0.018,17,100
118,"theta",15959.024,1709950.605,0.009,0.993,0.986,0.018,18,100
118,"m0",0.105,0.007,15.221,0,0.986,0.018,18,100
118,"K",10.446,0.164,63.52,0,0.986,0.018,18,100
119,"theta",86964.722,1076374.456,0.081,0.937,0.98,0.018,19,100
119,"m0",0.1,0.003,28.648,0,0.98,0.018,19,100
119,"K",11.077,0.181,61.302,0,0.98,0.018,19,100
120,"theta",18937.895,1967335.94,0.01,0.992,0.985,0.018,20,100
120,"m0",0.098,0.007,14.386,0,0.985,0.018,20,100
120,"K",11.319,0.204,55.482,0,0.985,0.018,20,100
121,"theta",4502.107,264261.123,0.017,0.987,0.965,0.021,1,100
121,"m0",0.09,0.005,19.274,0,0.965,0.021,1,100
121,"K",0.842,0.053,15.775,0,0.965,0.021,1,100
122,"theta",4838.447,548801.181,0.009,0.993,0.956,0.021,2,100
122,"m0",0.108,0.009,11.393,0,0.956,0.021,2,100
122,"K",1.611,0.093,17.36,0,0.956,0.021,2,100
123,"theta",9925.854,722115.642,0.014,0.989,0.971,0.021,3,100
123,"m0",0.125,0.006,21.368,0,0.971,0.021,3,100
123,"K",2.344,0.109,21.427,0,0.971,0.021,3,100
124,"theta",17299.748,758954.38,0.023,0.982,0.97,0.021,4,100
124,"m0",0.129,0.006,22.03,0,0.97,0.021,4,100
124,"K",3.057,0.128,23.949,0,0.97,0.021,4,100
125,"theta",8572.981,1889331.149,0.005,0.996,0.967,0.021,5,100
125,"m0",0.131,0.016,8.124,0,0.967,0.021,5,100
125,"K",3.705,0.172,21.58,0,0.967,0.021,5,100
126,"theta",14173.727,556545.436,0.025,0.98,0.98,0.021,6,100
126,"m0",0.131,0.005,27.122,0,0.98,0.021,6,100
126,"K",4.407,0.161,27.407,0,0.98,0.021,6,100
127,"theta",16117.187,875950.966,0.018,0.986,0.975,0.021,7,100
127,"m0",0.127,0.006,22.747,0,0.975,0.021,7,100
127,"K",5.107,0.192,26.66,0,0.975,0.021,7,100
128,"theta",26237.95,904058.2,0.029,0.977,0.975,0.021,8,100
128,"m0",0.134,0.006,22.665,0,0.975,0.021,8,100
128,"K",5.465,0.191,28.612,0,0.975,0.021,8,100
129,"theta",26119.572,1221435.388,0.021,0.983,0.967,0.021,9,100
129,"m0",0.126,0.006,20.849,0,0.967,0.021,9,100
129,"K",6.226,0.195,31.909,0,0.967,0.021,9,100
130,"theta",38302.657,1104130.171,0.035,0.973,0.973,0.021,10,100
130,"m0",0.127,0.005,23.629,0,0.973,0.021,10,100
130,"K",6.651,0.22,30.177,0,0.973,0.021,10,100
131,"theta",12225.388,2201866.184,0.006,0.996,0.974,0.021,11,100
131,"m0",0.123,0.013,9.258,0,0.974,0.021,11,100
131,"K",7.26,0.259,28.046,0,0.974,0.021,11,100
132,"theta",22734.357,3229114.06,0.007,0.994,0.971,0.021,12,100
132,"m0",0.119,0.005,21.884,0,0.971,0.021,12,100
132,"K",7.828,0.207,37.754,0,0.971,0.021,12,100
133,"theta",25182.94,1005226.12,0.025,0.98,0.984,0.021,13,100
133,"m0",0.12,0.005,25.066,0,0.984,0.021,13,100
133,"K",8.195,0.174,47.084,0,0.984,0.021,13,100
134,"theta",18710.749,1782982.396,0.01,0.992,0.982,0.021,14,100
134,"m0",0.121,0.007,16.577,0,0.982,0.021,14,100
134,"K",8.627,0.181,47.571,0,0.982,0.021,14,100
135,"theta",13116.546,2339117.891,0.006,0.996,0.982,0.021,15,100
135,"m0",0.115,0.015,7.754,0,0.982,0.021,15,100
135,"K",9.201,0.218,42.159,0,0.982,0.021,15,100
136,"theta",16789.761,2049954.441,0.008,0.994,0.983,0.021,16,100
136,"m0",0.114,0.008,13.59,0,0.983,0.021,16,100
136,"K",9.607,0.188,51.123,0,0.983,0.021,16,100
137,"theta",27301.285,2954109.351,0.009,0.993,0.983,0.021,17,100
137,"m0",0.112,0.005,22.645,0,0.983,0.021,17,100
137,"K",10.026,0.174,57.514,0,0.983,0.021,17,100
138,"theta",19137.274,2721398.723,0.007,0.994,0.986,0.021,18,100
138,"m0",0.114,0.01,11.785,0,0.986,0.021,18,100
138,"K",10.424,0.169,61.771,0,0.986,0.021,18,100
139,"theta",26758.307,2791732.826,0.01,0.992,0.987,0.021,19,100
139,"m0",0.113,0.005,20.66,0,0.987,0.021,19,100
139,"K",10.661,0.177,60.086,0,0.987,0.021,19,100
140,"theta",41083.109,1178570.908,0.035,0.973,0.987,0.021,20,100
140,"m0",0.109,0.004,31.028,0,0.987,0.021,20,100
140,"K",11.135,0.183,60.717,0,0.987,0.021,20,100
141,"theta",2548.989,394804.011,0.006,0.995,0.947,0.024,1,100
141,"m0",0.101,0.01,10.143,0,0.947,0.024,1,100
141,"K",0.8,0.07,11.375,0,0.947,0.024,1,100
142,"theta",11609.789,685492.023,0.017,0.987,0.949,0.024,2,100
142,"m0",0.124,0.007,16.971,0,0.949,0.024,2,100
142,"K",1.572,0.117,13.416,0,0.949,0.024,2,100
143,"theta",8933.711,692216.021,0.013,0.99,0.971,0.024,3,100
143,"m0",0.13,0.008,16.468,0,0.971,0.024,3,100
143,"K",2.382,0.112,21.214,0,0.971,0.024,3,100
144,"theta",18695.039,662306.096,0.028,0.978,0.971,0.024,4,100
144,"m0",0.14,0.006,22.876,0,0.971,0.024,4,100
144,"K",3.03,0.135,22.508,0,0.971,0.024,4,100
145,"theta",35330.001,829906.894,0.043,0.967,0.979,0.024,5,100
145,"m0",0.135,0.005,27.208,0,0.979,0.024,5,100
145,"K",3.823,0.173,22.129,0,0.979,0.024,5,100
146,"theta",17586.199,440504.673,0.04,0.969,0.99,0.024,6,100
146,"m0",0.14,0.003,40.354,0,0.99,0.024,6,100
146,"K",4.421,0.105,41.961,0,0.99,0.024,6,100
147,"theta",17254.715,620815.607,0.028,0.978,0.983,0.024,7,100
147,"m0",0.138,0.005,26.651,0,0.983,0.024,7,100
147,"K",5.08,0.168,30.177,0,0.983,0.024,7,100
148,"theta",13561.496,2235746.751,0.006,0.995,0.975,0.024,8,100
148,"m0",0.145,0.014,10.073,0,0.975,0.024,8,100
148,"K",5.477,0.228,24.003,0,0.975,0.024,8,100
149,"theta",27571.404,826436.418,0.033,0.974,0.976,0.024,9,100
149,"m0",0.135,0.005,24.984,0,0.976,0.024,9,100
149,"K",6.232,0.178,35.089,0,0.976,0.024,9,100
150,"theta",11589.578,2430992.271,0.005,0.996,0.978,0.024,10,100
150,"m0",0.139,0.019,7.179,0,0.978,0.024,10,100
150,"K",6.69,0.188,35.648,0,0.978,0.024,10,100
151,"theta",17270.757,1887372.122,0.009,0.993,0.984,0.024,11,100
151,"m0",0.133,0.009,15.036,0,0.984,0.024,11,100
151,"K",7.254,0.189,38.439,0,0.984,0.024,11,100
152,"theta",20491.996,1829960.94,0.011,0.991,0.985,0.024,12,100
152,"m0",0.129,0.007,18.179,0,0.985,0.024,12,100
152,"K",7.677,0.241,31.876,0,0.985,0.024,12,100
153,"theta",48785.42,931091.325,0.052,0.959,0.985,0.024,13,100
153,"m0",0.132,0.004,33.441,0,0.985,0.024,13,100
