"","Coefficients","Estimate","Standard Error","t-value","p.value","R-Squared","Variate"
"1","(Intercept)",6.85,0.011,610.804,"$<$ 0.001",0.955,"Niche_Area_Migration"
"2","z.K_num",2.561,0.012,213.345,"$<$ 0.001",0.955,"Niche_Area_Migration"
"3","z.area",1.224,0.012,101.957,"$<$ 0.001",0.955,"Niche_Area_Migration"
"4","z.migration",0.506,0.011,45.073,"$<$ 0.001",0.955,"Niche_Area_Migration"
"5","(Intercept)",6.85,0.014,495.688,"$<$ 0.001",0.932,"Niche_Area"
"6","z.K_num",2.561,0.015,173.136,"$<$ 0.001",0.932,"Niche_Area"
"7","z.area",1.224,0.015,82.742,"$<$ 0.001",0.932,"Niche_Area"
"8","(Intercept)",6.85,0.023,299.068,"$<$ 0.001",0.814,"Niche"
"9","z.K_num",2.997,0.023,130.82,"$<$ 0.001",0.814,"Niche"
