"migration_rate","area","niches","mean_sp"
0.004,22,11,8.77
0.004,22,2,2.28
0.004,21,7,5.97
0.004,21,3,3.01
0.006,1,1,1
0.006,2,2,1.95
0.006,2,1,1
0.006,3,3,2.73
0.006,3,1,1.02
0.006,4,4,3.54
0.006,4,2,1.93
0.006,4,1,1.03
0.006,5,5,4.59
0.006,5,1,1.09
0.006,6,6,5.21
0.006,6,3,2.84
0.006,6,2,2.02
0.006,6,1,1.07
0.006,7,7,5.97
0.006,7,1,1.1
0.006,8,8,6.71
0.006,8,4,3.62
0.006,8,2,1.99
0.006,8,1,1.12
0.006,9,9,7.33
0.006,9,3,3
0.006,9,1,1.09
0.006,10,10,7.8
0.006,10,5,4.49
0.006,10,2,2.16
0.006,10,1,1.18
0.006,11,11,8.56
0.006,11,1,1.27
0.006,12,12,8.94
0.006,12,6,5.18
0.006,12,4,3.81
0.006,12,3,2.89
0.006,12,2,2.07
0.006,12,1,1.26
0.006,13,13,9.82
0.006,13,1,1.33
0.006,14,14,10.35
0.006,14,7,6.09
0.006,14,2,2.11
0.006,14,1,1.31
0.006,15,15,11.11
0.006,15,5,4.61
0.006,15,3,2.99
0.006,15,1,1.35
0.006,16,8,6.74
0.006,16,4,3.8
0.006,16,2,2.19
0.006,18,9,7.26
0.006,18,6,5.29
0.006,18,3,3.09
0.006,18,2,2.22
0.006,20,10,8.09
0.006,20,5,4.56
0.006,20,4,3.88
0.006,20,2,2.29
0.006,22,11,8.71
0.006,22,2,2.37
0.006,21,7,6.23
0.006,21,3,3.19
0.008,1,1,1
0.008,2,2,1.91
0.008,2,1,1.02
0.008,3,3,2.73
0.008,3,1,1.06
0.008,4,4,3.61
0.008,4,2,1.93
0.008,4,1,1.08
0.008,5,5,4.48
0.008,5,1,1.05
0.008,6,6,5.13
0.008,6,3,2.81
0.008,6,2,2.05
0.008,6,1,1.15
0.008,7,7,5.79
0.008,7,1,1.13
0.008,8,8,6.57
0.008,8,4,3.58
0.008,8,2,2.05
0.008,8,1,1.21
0.008,9,9,7.03
0.008,9,3,2.88
0.008,9,1,1.22
0.008,10,10,7.82
0.008,10,5,4.44
0.008,10,2,2.1
0.008,10,1,1.21
0.008,11,11,8.42
0.008,11,1,1.22
0.008,12,12,8.93
0.008,12,6,5.09
0.008,12,4,3.72
0.008,12,3,2.89
0.008,12,2,2.16
0.008,12,1,1.31
0.008,13,13,9.51
0.008,13,1,1.35
0.008,14,14,10.14
0.008,14,7,5.99
0.008,14,2,2.1
0.008,14,1,1.38
0.008,15,15,10.72
0.008,15,5,4.65
0.008,15,3,3.03
0.008,15,1,1.28
0.008,16,8,6.84
0.008,16,4,3.87
0.008,16,2,2.3
0.008,18,9,7.18
0.008,18,6,5.36
0.008,18,3,3.16
0.008,18,2,2.27
0.008,20,10,8.1
0.008,20,5,4.58
0.008,20,4,3.96
0.008,20,2,2.37
0.008,22,11,8.4
0.008,22,2,2.56
0.008,21,7,5.9
0.008,21,3,3.18
0.01,1,1,1
0.01,2,2,1.93
0.01,2,1,1.05
0.01,3,3,2.82
0.01,3,1,1.04
0.01,4,4,3.71
0.01,4,2,1.95
0.01,4,1,1.03
0.01,5,5,4.41
0.01,5,1,1.09
0.01,6,6,5.06
0.01,6,3,2.8
0.01,6,2,2.08
0.01,6,1,1.14
0.01,7,7,5.78
0.01,7,1,1.2
0.01,8,8,6.46
0.01,8,4,3.72
0.01,8,2,2.03
0.01,8,1,1.14
0.01,9,9,6.99
0.01,9,3,2.87
0.01,9,1,1.26
0.01,10,10,7.83
0.01,10,5,4.54
0.01,10,2,2.1
0.01,10,1,1.33
0.01,11,11,8.33
0.01,11,1,1.27
0.01,12,12,8.72
0.01,12,6,5.23
0.01,12,4,3.79
0.01,12,3,3.07
0.01,12,2,2.1
0.01,12,1,1.41
0.01,13,13,9.63
0.01,13,1,1.39
0.01,14,14,9.92
0.01,14,7,6.02
0.01,14,2,2.29
0.01,14,1,1.35
0.01,15,15,10.33
0.01,15,5,4.52
0.01,15,3,3.17
0.01,15,1,1.53
0.01,16,8,6.64
0.01,16,4,3.81
0.01,16,2,2.27
0.01,18,9,7.14
0.01,18,6,5.46
0.01,18,3,3.14
0.01,18,2,2.34
0.01,20,10,7.86
0.01,20,5,4.59
0.01,20,4,4
0.01,20,2,2.4
0.01,22,11,8.26
0.01,22,2,2.58
0.01,21,7,6.13
0.01,21,3,3.21
0.012,1,1,1
0.012,2,2,1.9
0.012,2,1,1.01
0.012,3,3,2.87
0.012,3,1,1.08
0.012,4,4,3.56
0.012,4,2,2.03
0.012,4,1,1.04
0.012,5,5,4.45
0.012,5,1,1.15
0.012,6,6,5.13
0.012,6,3,2.77
0.012,6,2,1.98
0.012,6,1,1.13
0.012,7,7,5.63
0.012,7,1,1.33
0.012,8,8,6.48
0.012,8,4,3.64
0.012,8,2,2.13
0.012,8,1,1.33
0.012,9,9,7.18
0.012,9,3,2.93
0.012,9,1,1.29
0.012,10,10,7.55
0.012,10,5,4.5
0.012,10,2,2.16
0.012,10,1,1.42
0.012,11,11,8.52
0.012,11,1,1.42
0.012,12,12,8.84
0.012,12,6,5.2
0.012,12,4,3.75
0.012,12,3,2.99
0.012,12,2,2.25
0.012,12,1,1.36
0.012,13,13,9.24
0.012,13,1,1.5
0.012,14,14,9.98
0.012,14,7,5.86
0.012,14,2,2.33
0.012,14,1,1.46
0.012,15,15,10.54
0.012,15,5,4.47
0.012,15,3,3.03
0.012,15,1,1.47
0.012,16,8,6.47
0.012,16,4,3.86
0.012,16,2,2.34
0.012,18,9,7.06
0.012,18,6,5.2
0.012,18,3,3.23
0.012,18,2,2.42
0.012,20,10,7.84
0.012,20,5,4.67
0.012,20,4,4
0.012,20,2,2.61
0.012,22,11,8.54
0.012,22,2,2.51
0.012,21,7,6.24
0.012,21,3,3.26
0.014,1,1,1
0.014,2,2,1.93
0.014,2,1,1.05
0.014,3,3,2.78
0.014,3,1,1.08
0.014,4,4,3.54
0.014,4,2,1.98
0.014,4,1,1.06
0.014,5,5,4.41
0.014,5,1,1.14
0.014,6,6,5.11
0.014,6,3,2.94
0.014,6,2,2.08
0.014,6,1,1.11
0.014,7,7,5.55
0.014,7,1,1.26
0.014,8,8,6.42
0.014,8,4,3.74
0.014,8,2,2.15
0.014,8,1,1.21
0.014,9,9,7.07
0.014,9,3,2.93
0.014,9,1,1.33
0.014,10,10,7.49
0.014,10,5,4.47
0.014,10,2,2.17
0.014,10,1,1.42
0.014,11,11,8.11
0.014,11,1,1.46
0.014,12,12,8.65
0.014,12,6,5.21
0.014,12,4,3.77
0.014,12,3,3.04
0.014,12,2,2.21
0.014,12,1,1.4
0.014,13,13,9.2
0.014,13,1,1.45
0.014,14,14,9.79
0.014,14,7,5.98
0.014,14,2,2.31
0.014,14,1,1.56
0.014,15,15,10.07
0.014,15,5,4.62
0.014,15,3,3.19
0.014,15,1,1.68
0.014,16,8,6.68
0.014,16,4,4.1
0.014,16,2,2.36
0.014,18,9,7.08
0.014,18,6,5.37
0.014,18,3,3.3
0.014,18,2,2.63
0.014,20,10,7.73
0.014,20,5,4.79
0.014,20,4,4.08
0.014,20,2,2.69
0.014,22,11,8.35
0.014,22,2,2.68
0.014,21,7,6.05
0.014,21,3,3.24
0.016,1,1,1
0.016,2,2,1.91
0.016,2,1,1.01
0.016,3,3,2.77
0.016,3,1,1.07
0.016,4,4,3.66
0.016,4,2,1.99
0.016,4,1,1.11
0.016,5,5,4.28
0.016,5,1,1.19
0.016,6,6,4.94
0.016,6,3,2.81
0.016,6,2,1.99
0.016,6,1,1.24
0.016,7,7,5.67
0.016,7,1,1.24
0.016,8,8,6.34
0.016,8,4,3.73
0.016,8,2,2.16
0.016,8,1,1.37
0.016,9,9,7.06
0.016,9,3,2.99
0.016,9,1,1.34
0.016,10,10,7.61
0.016,10,5,4.38
0.016,10,2,2.22
0.016,10,1,1.39
0.016,11,11,8.38
0.016,11,1,1.36
0.016,12,12,8.81
0.016,12,6,5.17
0.016,12,4,3.91
0.016,12,3,3.17
0.016,12,2,2.27
0.016,12,1,1.45
0.016,13,13,9.34
0.016,13,1,1.53
0.016,14,14,10
0.016,14,7,5.88
0.016,14,2,2.4
0.016,14,1,1.63
0.016,15,15,10.17
0.016,15,5,4.68
0.016,15,3,3.27
0.016,15,1,1.63
0.016,16,8,6.64
0.016,16,4,3.88
0.016,16,2,2.33
0.016,18,9,7.32
0.016,18,6,5.27
0.016,18,3,3.33
0.016,18,2,2.64
0.016,20,10,7.86
0.016,20,5,4.89
0.016,20,4,4.27
0.016,20,2,2.62
0.016,22,11,8.4
0.016,22,2,2.73
0.016,21,7,6.02
0.016,21,3,3.4
0.018,1,1,1
0.018,2,2,1.88
0.018,2,1,1
0.018,3,3,2.77
0.018,3,1,1.11
0.018,4,4,3.46
0.018,4,2,1.98
0.018,4,1,1.13
0.018,5,5,4.39
0.018,5,1,1.15
0.018,6,6,5.08
0.018,6,3,2.84
0.018,6,2,2.09
0.018,6,1,1.18
0.018,7,7,5.71
0.018,7,1,1.33
0.018,8,8,6.23
0.018,8,4,3.69
0.018,8,2,2.25
0.018,8,1,1.37
0.018,9,9,6.96
0.018,9,3,2.95
0.018,9,1,1.37
0.018,10,10,7.31
0.018,10,5,4.45
0.018,10,2,2.16
0.018,10,1,1.44
0.018,11,11,8
0.018,11,1,1.56
0.018,12,12,8.67
0.018,12,6,5.23
0.018,12,4,3.56
0.018,12,3,3.12
0.018,12,2,2.27
0.018,12,1,1.48
0.018,13,13,8.99
0.018,13,1,1.64
0.018,14,14,9.36
0.018,14,7,6.01
0.018,14,2,2.45
0.018,14,1,1.65
0.018,15,15,10.07
0.018,15,5,4.58
0.018,15,3,3.2
0.018,15,1,1.62
0.018,16,8,6.76
0.018,16,4,4.04
0.018,16,2,2.58
0.018,18,9,7.06
0.018,18,6,5.18
0.018,18,3,3.5
0.018,18,2,2.6
0.018,20,10,7.59
0.018,20,5,4.68
0.018,20,4,4.2
0.018,20,2,2.86
0.018,22,11,8.22
0.018,22,2,3.01
0.018,21,7,6.05
0.018,21,3,3.34
0.02,1,1,1
0.02,2,2,1.94
0.02,2,1,1.04
0.02,3,3,2.78
0.02,3,1,1.07
0.02,4,4,3.61
0.02,4,2,2.01
0.02,4,1,1.1
0.02,5,5,4.36
0.02,5,1,1.19
0.02,6,6,5.13
0.02,6,3,2.95
0.02,6,2,2.01
0.02,6,1,1.21
0.02,7,7,5.6
0.02,7,1,1.36
0.02,8,8,6.4
0.02,8,4,3.71
0.02,8,2,2.08
0.02,8,1,1.37
0.02,9,9,6.99
0.02,9,3,2.92
0.02,9,1,1.39
0.02,10,10,7.57
0.02,10,5,4.34
0.02,10,2,2.27
0.02,10,1,1.45
0.02,11,11,8.18
0.02,11,1,1.55
0.02,12,12,8.69
0.02,12,6,5.14
0.02,12,4,3.71
0.02,12,3,3.2
0.02,12,2,2.36
0.02,12,1,1.73
0.02,13,13,9.06
0.02,13,1,1.64
0.02,14,14,9.65
0.02,14,7,6.23
0.02,14,2,2.52
0.02,14,1,1.76
0.02,15,15,9.91
0.02,15,5,4.6
0.02,15,3,3.16
0.02,15,1,1.8
0.02,16,8,6.57
0.02,16,4,4.1
0.02,16,2,2.47
0.02,18,9,7.12
0.02,18,6,5.6
0.02,18,3,3.5
0.02,18,2,2.56
0.02,20,10,7.64
0.02,20,5,4.96
0.02,20,4,4.25
0.02,20,2,2.84
0.02,22,11,8.26
0.02,22,2,2.89
0.02,21,7,6.06
0.02,21,3,3.75
0.022,1,1,1
0.022,2,2,1.93
0.022,2,1,1.02
0.022,3,3,2.82
0.022,3,1,1.07
0.022,4,4,3.65
0.022,4,2,2.01
0.022,4,1,1.15
0.022,5,5,4.25
0.022,5,1,1.18
0.022,6,6,5.16
0.022,6,3,2.93
0.022,6,2,2.06
0.022,6,1,1.24
0.022,7,7,5.7
0.022,7,1,1.27
0.022,8,8,6.47
0.022,8,4,3.66
0.022,8,2,2.29
0.022,8,1,1.38
0.022,9,9,6.92
0.022,9,3,2.96
0.022,9,1,1.49
0.022,10,10,7.5
0.022,10,5,4.54
0.022,10,2,2.29
0.022,10,1,1.58
0.022,11,11,8.1
0.022,11,1,1.5
0.022,12,12,8.68
0.022,12,6,5.26
0.022,12,4,3.93
0.022,12,3,3.22
0.022,12,2,2.49
0.022,12,1,1.63
0.022,13,13,9.24
0.022,13,1,1.84
0.022,14,14,9.63
0.022,14,7,6
0.022,14,2,2.56
0.022,14,1,1.79
0.022,15,15,10.03
0.022,15,5,4.64
0.022,15,3,3.45
0.022,15,1,1.98
0.022,16,8,6.52
0.022,16,4,4.15
0.022,16,2,2.71
0.022,18,9,7.07
0.022,18,6,5.74
0.022,18,3,3.52
0.022,18,2,2.84
0.022,20,10,7.7
0.022,20,5,4.98
0.022,20,4,4.27
0.022,20,2,2.98
0.022,22,11,8.46
0.022,22,2,3.03
0.022,21,7,6.12
0.022,21,3,3.85
0.024,1,1,1
0.024,2,2,1.96
0.024,2,1,1.05
0.024,3,3,2.77
0.024,3,1,1.13
0.024,4,4,3.65
0.024,4,2,2.01
0.024,4,1,1.18
0.024,5,5,4.41
0.024,5,1,1.31
0.024,6,6,4.98
0.024,6,3,2.9
0.024,6,2,2.11
0.024,6,1,1.18
0.024,7,7,5.82
0.024,7,1,1.42
0.024,8,8,6.27
0.024,8,4,3.71
0.024,8,2,2.05
0.024,8,1,1.36
0.024,9,9,6.92
0.024,9,3,3.07
0.024,9,1,1.62
0.024,10,10,7.54
0.024,10,5,4.48
0.024,10,2,2.36
0.024,10,1,1.57
0.024,11,11,8.2
0.024,11,1,1.57
0.024,12,12,8.61
0.024,12,6,5.21
0.024,12,4,3.93
0.024,12,3,3.2
0.024,12,2,2.57
0.024,12,1,1.77
0.024,13,13,9.24
0.024,13,1,1.78
0.024,14,14,9.61
0.024,14,7,5.75
0.024,14,2,2.61
0.024,14,1,1.89
0.024,15,15,9.92
0.024,15,5,4.57
0.024,15,3,3.25
0.024,15,1,1.85
0.024,16,8,6.63
0.024,16,4,3.96
0.024,16,2,2.68
0.024,18,9,7.27
0.024,18,6,5.43
0.024,18,3,3.75
0.024,18,2,2.96
0.024,20,10,7.76
0.024,20,5,5.05
0.024,20,4,4.26
0.024,20,2,3.05
0.024,22,11,8.38
0.024,22,2,3.05
0.024,21,7,6.19
0.024,21,3,3.68
0.026,1,1,1
0.026,2,2,1.88
0.026,2,1,1.06
0.026,3,3,2.78
0.026,3,1,1.1
0.026,4,4,3.49
0.026,4,2,1.99
0.026,4,1,1.17
0.026,5,5,4.27
0.026,5,1,1.27
0.026,6,6,4.99
0.026,6,3,2.92
0.026,6,2,2.11
0.026,6,1,1.28
0.026,7,7,5.65
0.026,7,1,1.42
0.026,8,8,6.33
0.026,8,4,3.67
0.026,8,2,2.2
0.026,8,1,1.58
0.026,9,9,6.91
0.026,9,3,3.09
0.026,9,1,1.44
0.026,10,10,7.29
0.026,10,5,4.51
0.026,10,2,2.36
0.026,10,1,1.55
0.026,11,11,8.07
0.026,11,1,1.72
0.026,12,12,8.36
0.026,12,6,5.25
0.026,12,4,3.96
0.026,12,3,3.3
0.026,12,2,2.36
0.026,12,1,1.73
0.026,13,13,8.94
0.026,13,1,1.84
0.026,14,14,9.62
0.026,14,7,6.01
0.026,14,2,2.53
0.026,14,1,1.94
0.026,15,15,10.25
0.026,15,5,4.69
0.026,15,3,3.37
0.026,15,1,1.84
0.026,16,8,6.68
0.026,16,4,4.05
0.026,16,2,2.73
0.026,18,9,7.35
0.026,18,6,5.65
0.026,18,3,3.54
0.026,18,2,2.94
0.026,20,10,7.64
0.026,20,5,4.98
0.026,20,4,4.48
0.026,20,2,3.03
0.026,22,11,8.3
0.026,22,2,3.31
0.026,21,7,6.38
0.026,21,3,3.78
0.028,1,1,1
0.028,2,2,1.93
0.028,2,1,1.08
0.028,3,3,2.83
0.028,3,1,1.09
0.028,4,4,3.61
0.028,4,2,2.04
0.028,4,1,1.24
0.028,5,5,4.39
0.028,5,1,1.27
0.028,6,6,5.04
0.028,6,3,2.89
0.028,6,2,2.19
0.028,6,1,1.27
0.028,7,7,5.67
0.028,7,1,1.47
0.028,8,8,6.35
0.028,8,4,3.7
0.028,8,2,2.22
0.028,8,1,1.49
0.028,9,9,7.03
0.028,9,3,3
0.028,9,1,1.71
0.028,10,10,7.59
0.028,10,5,4.61
0.028,10,2,2.49
0.028,10,1,1.64
0.028,11,11,7.96
0.028,11,1,1.79
0.028,12,12,8.45
0.028,12,6,5.24
0.028,12,4,3.87
0.028,12,3,3.23
0.028,12,2,2.57
0.028,12,1,1.89
0.028,13,13,9.13
0.028,13,1,1.89
0.028,14,14,9.62
0.028,14,7,6.01
0.028,14,2,2.6
0.028,14,1,2.05
0.028,15,15,9.88
0.028,15,5,4.74
0.028,15,3,3.51
0.028,15,1,2.12
0.028,16,8,6.43
0.028,16,4,4.14
0.028,16,2,2.74
0.028,18,9,6.91
0.028,18,6,5.48
0.028,18,3,3.56
0.028,18,2,2.95
0.028,20,10,7.76
0.028,20,5,4.95
0.028,20,4,4.27
0.028,20,2,3.05
0.028,22,11,8.32
0.028,22,2,3.27
0.028,21,7,6.22
0.028,21,3,3.75
0.03,1,1,1
0.03,2,2,1.89
0.03,2,1,1.03
0.03,3,3,2.76
0.03,3,1,1.16
0.03,4,4,3.48
0.03,4,2,1.96
0.03,4,1,1.26
0.03,5,5,4.23
0.03,5,1,1.27
0.03,6,6,5.07
0.03,6,3,2.89
0.03,6,2,2.15
0.03,6,1,1.3
0.03,7,7,5.73
0.03,7,1,1.49
0.03,8,8,6.3
0.03,8,4,3.8
0.03,8,2,2.31
0.03,8,1,1.47
0.03,9,9,7.01
0.03,9,3,3.23
0.03,9,1,1.66
0.03,10,10,7.49
0.03,10,5,4.39
0.03,10,2,2.43
0.03,10,1,1.69
0.03,11,11,7.96
0.03,11,1,1.82
0.03,12,12,8.32
0.03,12,6,5.28
0.03,12,4,4.07
0.03,12,3,3.35
0.03,12,2,2.52
0.03,12,1,1.8
0.03,13,13,9.07
0.03,13,1,2.21
0.03,14,14,9.6
0.03,14,7,5.82
0.03,14,2,2.7
0.03,14,1,2.08
0.03,15,15,9.95
0.03,15,5,4.9
0.03,15,3,3.44
0.03,15,1,2.02
0.03,16,8,6.73
0.03,16,4,4.07
0.03,16,2,2.71
0.03,18,9,7.02
0.03,18,6,5.49
0.03,18,3,3.6
0.03,18,2,3.07
0.03,20,10,7.61
0.03,20,5,5.17
0.03,20,4,4.61
0.03,20,2,3.08
0.03,22,11,8.51
0.03,22,2,3.51
0.03,21,7,6.22
0.03,21,3,3.9
