"Mean Difference","Solman_Sim Mean","Chisholm_Model Mean","t-value","p-value","df","conf. low","conf. high","method","alternative"
-0.47,6.37,6.85,-44.12,"$<$ 0.001",596788.59,-0.5,-0.45,"Welch Two Sample t-test","two.sided"
