"","Coefficients","Estimate","Standard Error","t-value","p.value","R-Squared","Variate"
"1","(Intercept)",4.986,0.011,458.655,"$<$ 0.001",0.974,"Niche_Area_Migration"
"2","z.K_num",2.697,0.011,238.023,"$<$ 0.001",0.974,"Niche_Area_Migration"
"3","z.area",0.568,0.011,50.119,"$<$ 0.001",0.974,"Niche_Area_Migration"
"4","z.migration",0.222,0.011,20.382,"$<$ 0.001",0.974,"Niche_Area_Migration"
"5","(Intercept)",4.986,0.012,416.279,"$<$ 0.001",0.968,"Niche_Area"
"6","z.K_num",2.697,0.012,216.032,"$<$ 0.001",0.968,"Niche_Area"
"7","z.area",0.568,0.012,45.488,"$<$ 0.001",0.968,"Niche_Area"
"8","(Intercept)",4.986,0.017,289.532,"$<$ 0.001",0.934,"Niche"
"9","z.K_num",2.857,0.017,165.844,"$<$ 0.001",0.934,"Niche"
