"migration_rate","area","niches","mean_sp"
0.003,32,8,7.08
0.003,32,4,4.03
0.003,32,2,2.3
0.003,34,17,13.25
0.003,34,2,2.36
0.003,36,18,13.41
0.003,36,12,9.99
0.003,36,9,7.8
0.003,36,6,5.79
0.003,36,4,4.06
0.003,36,3,3.3
0.003,36,2,2.32
0.003,38,19,14.17
0.003,38,2,2.45
0.003,40,20,14.84
0.003,40,10,8.49
0.003,40,8,7.06
0.003,40,5,4.97
0.003,40,4,4.16
0.003,40,2,2.38
0.003,21,7,6.3
0.003,21,3,3.02
0.003,27,9,7.93
0.003,27,3,3.17
0.003,33,11,9.06
0.003,33,3,3.29
0.003,39,13,10.69
0.003,39,3,3.28
0.003,42,14,11.2
0.003,42,7,6.2
0.003,42,6,5.59
0.003,42,3,3.11
0.003,45,15,11.88
0.003,45,9,7.94
0.003,45,5,4.97
0.003,45,3,3.32
0.003,48,16,12.45
0.003,48,12,10
0.003,48,8,7.31
0.003,48,6,5.69
0.003,48,4,4.11
0.003,48,3,3.4
0.003,51,17,13.1
0.003,51,3,3.36
0.003,54,18,13.91
0.003,54,9,7.93
0.003,54,6,5.99
0.003,54,3,3.49
0.003,57,19,14.19
0.003,57,3,3.61
0.003,60,20,15
0.003,60,15,11.7
0.003,60,12,10.03
0.003,60,10,8.68
0.003,60,6,5.97
0.003,60,5,5.16
0.003,60,4,4.33
0.003,60,3,3.7
0.003,44,11,9.26
0.003,44,4,4.31
0.003,52,13,10.76
0.003,52,4,4.29
0.003,56,14,11.36
0.003,56,8,7.04
0.003,56,7,6.69
0.003,56,4,4.29
0.003,64,16,12.51
0.003,64,8,7.37
0.003,64,4,4.48
0.003,68,17,12.9
0.003,68,4,4.43
0.003,72,18,13.73
0.003,72,12,10.12
0.003,72,9,8.21
0.003,72,8,7.41
0.003,72,6,5.96
0.003,72,4,4.46
0.003,76,19,14.29
0.003,76,4,4.72
0.003,80,20,15.43
0.003,80,16,12.55
0.003,80,10,8.89
0.003,80,8,7.31
0.003,80,5,5.44
0.003,80,4,4.67
0.003,25,5,4.81
0.003,35,7,6.51
0.003,35,5,4.81
0.003,50,10,8.5
0.003,50,5,5.2
0.003,55,11,9.29
0.003,55,5,5.17
0.003,65,13,10.72
0.003,65,5,5.15
0.003,70,14,11.5
0.003,70,10,8.75
0.003,70,7,6.75
0.003,70,5,5.32
0.003,75,15,12.06
0.003,75,5,5.4
0.003,85,17,13.3
0.003,85,5,5.51
0.003,90,18,13.82
0.003,90,15,12.4
0.003,90,10,8.9
0.003,90,9,8.35
0.003,90,6,6.36
0.003,90,5,5.4
0.003,95,19,14.61
0.003,95,5,5.46
0.003,100,20,15.06
0.003,100,10,9.09
0.003,100,5,5.71
0.003,66,11,9.31
0.003,66,6,5.99
0.003,78,13,10.69
0.003,78,6,6.05
0.003,84,14,11.74
0.003,84,12,10.14
0.003,84,7,6.91
0.003,84,6,6.12
0.003,96,16,12.77
0.003,96,12,10.52
0.003,96,8,7.55
0.003,96,6,6.39
0.003,102,17,13.5
0.003,102,6,6.44
0.003,108,18,14.09
0.003,108,12,10.74
0.003,108,9,8.78
0.003,108,6,6.51
0.003,114,19,15.02
0.003,114,6,6.48
0.003,120,20,15.53
0.003,120,15,12.13
0.003,120,12,10.59
0.003,120,10,9.48
0.003,120,8,7.86
0.003,120,6,6.55
0.003,49,7,6.54
0.003,63,9,8.19
0.003,63,7,6.73
0.003,77,11,9.43
0.003,77,7,6.88
0.003,91,13,10.84
0.003,91,7,7.11
0.003,98,14,11.58
0.003,98,7,6.91
0.003,105,15,12.12
0.003,105,7,7.04
0.003,112,16,12.88
0.003,112,14,11.76
0.003,112,8,7.99
0.003,112,7,7.5
0.003,119,17,13.51
0.003,119,7,7.21
0.003,126,18,14.07
0.003,126,14,11.93
0.003,126,9,8.7
0.003,126,7,7.46
0.003,133,19,14.38
0.003,133,7,7.31
0.003,140,20,15.4
0.003,140,14,11.93
0.003,140,10,9.48
0.003,140,7,7.48
0.003,88,11,9.73
0.003,88,8,7.62
0.003,104,13,11.13
0.003,104,8,7.9
0.003,128,16,12.93
0.003,128,8,8.25
0.003,136,17,13.59
0.003,136,8,8.39
0.003,144,18,14.28
0.003,144,16,13.36
0.003,144,12,10.82
0.003,144,9,8.98
0.003,144,8,8.45
0.003,152,19,14.84
0.003,152,8,8.29
0.003,160,20,15.34
0.003,160,16,12.91
0.003,160,10,9.59
0.003,160,8,8.43
0.003,81,9,8.41
0.003,99,11,9.7
0.003,99,9,8.44
0.003,117,13,11.19
0.003,117,9,8.73
0.003,135,15,12.57
0.003,135,9,8.69
0.003,153,17,14.03
0.003,153,9,9.13
0.003,162,18,14.37
0.003,162,9,9.37
0.003,171,19,15.38
0.003,171,9,9.27
0.003,180,20,15.7
0.003,180,18,14.28
0.003,180,15,12.81
0.003,180,12,11.25
0.003,180,10,9.92
0.003,180,9,9.28
0.003,110,11,9.74
0.003,110,10,9.14
0.003,130,13,11.43
0.003,130,10,9.28
0.003,150,15,12.74
0.003,150,10,9.66
0.003,170,17,14
0.003,170,10,9.59
0.003,190,19,15.04
0.003,190,10,10.3
0.003,200,20,15.64
0.003,200,10,10.27
0.003,121,11,9.93
0.003,132,12,10.53
0.003,132,11,10.2
0.003,143,13,11.32
0.003,143,11,10.21
0.003,154,14,12.08
0.003,154,11,10.49
0.003,165,15,12.69
0.003,165,11,10.73
0.003,176,16,13.25
0.003,176,11,10.45
0.003,187,17,14.13
0.003,187,11,10.23
0.003,198,18,14.73
0.003,198,11,10.73
0.003,156,13,11.77
0.003,156,12,11.01
0.003,168,14,12.24
0.003,168,12,10.97
0.003,192,16,13.8
0.003,192,12,11.41
0.003,169,13,11.79
0.003,182,14,12.49
0.003,182,13,11.91
0.003,195,15,13.22
0.003,195,13,12.14
0.003,196,14,12.57
0.006,1,1,1
0.006,2,2,1.95
0.006,2,1,1
0.006,3,3,2.77
0.006,3,1,1.04
0.006,4,4,3.72
0.006,4,2,1.96
0.006,4,1,1.05
0.006,5,5,4.4
0.006,5,1,1.05
0.006,6,6,5.18
0.006,6,3,2.86
0.006,6,2,2.04
0.006,6,1,1.09
0.006,7,7,5.89
0.006,7,1,1.1
0.006,8,8,6.54
0.006,8,4,3.51
0.006,8,2,2.03
0.006,8,1,1.18
0.006,9,9,7.28
0.006,9,3,2.84
0.006,9,1,1.14
0.006,10,10,7.8
0.006,10,5,4.48
0.006,10,2,2.04
0.006,10,1,1.18
0.006,11,11,8.68
0.006,11,1,1.16
0.006,12,12,9.12
0.006,12,6,5.27
0.006,12,4,3.67
0.006,12,3,3.05
0.006,12,2,2.12
0.006,12,1,1.06
0.006,13,13,9.62
0.006,13,1,1.23
0.006,14,14,10.48
0.006,14,7,5.86
0.006,14,2,2.27
0.006,14,1,1.27
0.006,15,15,10.91
0.006,15,5,4.56
0.006,15,3,3.05
0.006,15,1,1.27
0.006,16,16,11.34
0.006,16,8,6.89
0.006,16,4,3.77
0.006,16,2,2.32
0.006,16,1,1.36
0.006,17,17,11.71
0.006,17,1,1.4
0.006,18,18,12.39
0.006,18,9,7.52
0.006,18,6,5.3
0.006,18,3,3.08
0.006,18,2,2.23
0.006,18,1,1.35
0.006,19,19,12.85
0.006,19,1,1.46
0.006,20,20,13.46
0.006,20,10,8.15
0.006,20,5,4.63
0.006,20,4,3.72
0.006,20,2,2.28
0.006,20,1,1.57
0.006,22,11,8.7
0.006,22,2,2.24
0.006,24,12,8.98
0.006,24,8,6.94
0.006,24,6,5.46
0.006,24,4,3.92
0.006,24,3,3.11
0.006,24,2,2.47
0.006,26,13,10.05
0.006,26,2,2.47
0.006,28,14,10.4
0.006,28,7,6.2
0.006,28,4,3.96
0.006,28,2,2.52
0.006,30,15,11.15
0.006,30,10,8.15
0.006,30,6,5.48
0.006,30,5,4.63
0.006,30,3,3.38
0.006,30,2,2.54
0.006,32,16,11.56
0.006,32,8,6.82
0.006,32,4,4.16
0.006,32,2,2.62
0.006,34,17,12.08
0.006,34,2,2.58
0.006,36,18,12.49
0.006,36,12,9.17
0.006,36,9,7.49
0.006,36,6,5.69
0.006,36,4,4.19
0.006,36,3,3.36
0.006,36,2,2.56
0.006,38,19,12.61
0.006,38,2,2.72
0.006,40,20,13.11
0.006,40,10,8.25
0.006,40,8,7
0.006,40,5,5
0.006,40,4,4.29
0.006,40,2,2.81
0.006,21,7,6.06
0.006,21,3,3.13
0.006,27,9,7.43
0.006,27,3,3.28
0.006,33,11,8.69
0.006,33,3,3.43
0.006,39,13,9.84
0.006,39,3,3.44
0.006,42,14,10.53
0.006,42,7,6.32
0.006,42,6,5.69
0.006,42,3,3.53
0.006,45,15,11.29
0.006,45,9,7.62
0.006,45,5,5
0.006,45,3,3.59
0.006,48,16,11.55
0.006,48,12,9.17
0.006,48,8,7.17
0.006,48,6,5.85
0.006,48,4,4.35
0.006,48,3,3.8
0.006,51,17,12.21
0.006,51,3,3.74
0.006,54,18,12.42
0.006,54,9,7.73
0.006,54,6,5.92
0.006,54,3,3.94
0.006,57,19,13.38
0.006,57,3,3.89
0.006,60,20,13.66
0.006,60,15,11.02
0.006,60,12,9.71
0.006,60,10,8.44
0.006,60,6,5.87
0.006,60,5,5.38
0.006,60,4,4.58
0.006,60,3,3.95
0.006,44,11,8.89
0.006,44,4,4.34
0.006,52,13,9.93
0.006,52,4,4.43
0.006,56,14,10.67
0.006,56,8,7.06
0.006,56,7,6.67
0.006,56,4,4.66
0.006,64,16,11.66
0.006,64,8,7.18
0.006,64,4,4.74
0.006,68,17,12.25
0.006,68,4,5.01
0.006,72,18,13.13
0.006,72,12,9.99
0.006,72,9,7.97
0.006,72,8,7.31
0.006,72,6,6.17
0.006,72,4,4.91
0.006,76,19,13.11
0.006,76,4,4.97
0.006,80,20,13.72
0.006,80,16,11.98
0.006,80,10,8.85
0.006,80,8,7.62
0.006,80,5,6.01
0.006,80,4,5.15
0.006,25,5,4.63
0.006,35,7,6.35
0.006,35,5,4.87
0.006,50,10,8.41
0.006,50,5,5.17
0.006,55,11,9.13
0.006,55,5,5.3
0.006,65,13,10.25
0.006,65,5,5.62
0.006,70,14,10.74
0.006,70,10,8.61
0.006,70,7,6.82
0.006,70,5,5.6
0.006,75,15,11.66
0.006,75,5,5.54
0.006,85,17,12.58
0.006,85,5,5.91
0.006,90,18,12.95
0.006,90,15,11.9
0.006,90,10,9.01
0.006,90,9,8.3
0.006,90,6,6.58
0.006,90,5,5.9
0.006,95,19,13.43
0.006,95,5,5.94
0.006,100,20,13.84
0.006,100,10,9.2
0.006,100,5,6.31
0.006,66,11,9.25
0.006,66,6,6.36
0.006,78,13,10.48
0.006,78,6,6.52
0.006,84,14,11.06
0.006,84,12,10.08
0.006,84,7,6.93
0.006,84,6,6.51
0.006,96,16,11.97
0.006,96,12,10.13
0.006,96,8,7.74
0.006,96,6,6.79
0.006,102,17,12.37
0.006,102,6,6.85
0.006,108,18,13.53
0.006,108,12,10.55
0.006,108,9,8.75
0.006,108,6,7.06
0.006,114,19,13.3
0.006,114,6,7.39
0.006,120,20,14.44
0.006,120,15,12.33
0.006,120,12,10.39
0.006,120,10,9.11
0.006,120,8,8.11
0.006,120,6,7.21
0.006,49,7,6.7
0.006,63,9,7.79
0.006,63,7,6.64
0.006,77,11,9.13
0.006,77,7,6.79
0.006,91,13,10.66
0.006,91,7,7.34
0.006,98,14,11.27
0.006,98,7,7.49
0.006,105,15,11.53
0.006,105,7,7.37
0.006,112,16,12.36
0.006,112,14,11.5
0.006,112,8,8.05
0.006,112,7,7.48
0.006,119,17,13
0.006,119,7,7.55
0.006,126,18,13.52
0.006,126,14,11.47
0.006,126,9,8.82
0.006,126,7,7.74
0.006,133,19,13.92
0.006,133,7,7.84
0.006,140,20,14.31
0.006,140,14,11.58
0.006,140,10,9.59
0.006,140,7,8.14
0.006,88,11,9.39
0.006,88,8,7.53
0.006,104,13,10.56
0.006,104,8,8.16
0.006,128,16,12.63
0.006,128,8,8.61
0.006,136,17,12.64
0.006,136,8,8.75
0.006,144,18,13.44
0.006,144,16,12.52
0.006,144,12,10.58
0.006,144,9,9.49
0.006,144,8,8.43
0.006,152,19,14.11
0.006,152,8,8.59
0.006,160,20,14.65
0.006,160,16,12.97
0.006,160,10,10.05
0.006,160,8,8.79
0.006,81,9,8.07
0.006,99,11,9.81
0.006,99,9,8.4
0.006,117,13,11.21
0.006,117,9,8.93
0.006,135,15,12.33
0.006,135,9,8.83
0.006,153,17,13.55
0.006,153,9,9.19
0.006,162,18,13.6
0.006,162,9,9.51
0.006,171,19,14.29
0.006,171,9,9.43
0.006,180,20,15.02
0.006,180,18,13.71
0.006,180,15,12.57
0.006,180,12,10.9
0.006,180,10,10.58
0.006,180,9,9.98
0.006,110,11,10
0.006,110,10,9.18
0.006,130,13,10.98
0.006,130,10,9.82
0.006,150,15,12.47
0.006,150,10,10.1
0.006,170,17,13.56
0.006,170,10,10.11
0.006,190,19,14.52
0.006,190,10,10.43
0.006,200,20,15.2
0.006,200,10,10.64
0.006,121,11,9.69
0.006,132,12,10.52
0.006,132,11,10.44
0.006,143,13,11.11
0.006,143,11,10.61
0.006,154,14,12
0.006,154,11,10.56
0.006,165,15,12.72
0.006,165,11,10.64
0.006,176,16,13.18
0.006,176,11,10.44
0.006,187,17,13.61
0.006,187,11,10.87
0.006,198,18,14.26
0.006,198,11,10.97
0.006,156,13,11.63
0.006,156,12,11.05
0.006,168,14,12.14
0.006,168,12,11.06
0.006,192,16,13.08
0.006,192,12,11.5
0.006,169,13,11.57
0.006,182,14,12.25
0.006,182,13,11.72
0.006,195,15,12.7
0.006,195,13,12.28
0.006,196,14,12.11
0.009,1,1,1
0.009,2,2,1.95
0.009,2,1,1.04
0.009,3,3,2.8
0.009,3,1,1.03
0.009,4,4,3.64
0.009,4,2,1.99
0.009,4,1,1.05
0.009,5,5,4.39
0.009,5,1,1.07
0.009,6,6,5.04
0.009,6,3,2.85
0.009,6,2,2.02
0.009,6,1,1.19
0.009,7,7,5.88
0.009,7,1,1.17
0.009,8,8,6.51
0.009,8,4,3.68
0.009,8,2,2.06
0.009,8,1,1.22
0.009,9,9,7.3
0.009,9,3,2.99
0.009,9,1,1.23
0.009,10,10,7.79
0.009,10,5,4.46
0.009,10,2,2.01
0.009,10,1,1.19
0.009,11,11,8.17
0.009,11,1,1.33
0.009,12,12,8.78
0.009,12,6,5.03
0.009,12,4,3.77
0.009,12,3,3.06
0.009,12,2,2.1
0.009,12,1,1.34
0.009,13,13,9.56
0.009,13,1,1.34
0.009,14,14,10.37
0.009,14,7,5.87
0.009,14,2,2.29
0.009,14,1,1.32
0.009,15,15,10.36
0.009,15,5,4.8
0.009,15,3,3.09
0.009,15,1,1.49
0.009,16,16,11.02
0.009,16,8,6.68
0.009,16,4,3.87
0.009,16,2,2.29
0.009,16,1,1.43
0.009,17,17,11.31
0.009,17,1,1.51
0.009,18,18,11.65
0.009,18,9,7.26
0.009,18,6,5.35
0.009,18,3,3.19
0.009,18,2,2.42
0.009,18,1,1.51
0.009,19,19,12.55
0.009,19,1,1.48
0.009,20,20,12.81
0.009,20,10,7.99
0.009,20,5,4.7
0.009,20,4,3.97
0.009,20,2,2.29
0.009,20,1,1.75
0.009,22,11,8.49
0.009,22,2,2.6
0.009,24,12,8.84
0.009,24,8,6.58
0.009,24,6,5.44
0.009,24,4,3.99
0.009,24,3,3.26
0.009,24,2,2.53
0.009,26,13,9.61
0.009,26,2,2.7
0.009,28,14,10.05
0.009,28,7,6.33
0.009,28,4,4.13
0.009,28,2,2.61
0.009,30,15,10.88
0.009,30,10,8.05
0.009,30,6,5.44
0.009,30,5,4.84
0.009,30,3,3.41
0.009,30,2,2.6
0.009,32,16,11.33
0.009,32,8,6.88
0.009,32,4,4.23
0.009,32,2,2.72
0.009,34,17,11.78
0.009,34,2,2.72
0.009,36,18,12.22
0.009,36,12,9.14
0.009,36,9,7.46
0.009,36,6,5.74
0.009,36,4,4.38
0.009,36,3,3.64
0.009,36,2,2.93
0.009,38,19,12.82
0.009,38,2,2.86
0.009,40,20,12.79
0.009,40,10,8.01
0.009,40,8,6.99
0.009,40,5,5.09
0.009,40,4,4.6
0.009,40,2,3.08
0.009,21,7,5.96
0.009,21,3,3.21
0.009,27,9,7.37
0.009,27,3,3.35
0.009,33,11,8.59
0.009,33,3,3.65
0.009,39,13,9.5
0.009,39,3,3.66
0.009,42,14,10.24
0.009,42,7,6.56
0.009,42,6,6.09
0.009,42,3,3.73
0.009,45,15,10.82
0.009,45,9,7.59
0.009,45,5,5.11
0.009,45,3,3.99
0.009,48,16,11.05
0.009,48,12,9.42
0.009,48,8,7.14
0.009,48,6,5.98
0.009,48,4,4.49
0.009,48,3,4.2
0.009,51,17,12.05
0.009,51,3,4.08
0.009,54,18,12.18
0.009,54,9,8.02
0.009,54,6,6.05
0.009,54,3,4.12
0.009,57,19,12.73
0.009,57,3,4.27
0.009,60,20,13.46
0.009,60,15,11.16
0.009,60,12,9.57
0.009,60,10,8.46
0.009,60,6,6.27
0.009,60,5,5.71
0.009,60,4,4.89
0.009,60,3,4.19
0.009,44,11,8.82
0.009,44,4,4.53
0.009,52,13,9.94
0.009,52,4,4.9
0.009,56,14,10.55
0.009,56,8,7.27
0.009,56,7,6.89
0.009,56,4,4.74
0.009,64,16,11.5
0.009,64,8,7.57
0.009,64,4,5.24
0.009,68,17,12.22
0.009,68,4,5.32
0.009,72,18,12.71
0.009,72,12,10.02
0.009,72,9,8.22
0.009,72,8,7.86
0.009,72,6,6.75
0.009,72,4,5.24
0.009,76,19,13.41
0.009,76,4,5.46
0.009,80,20,13.72
0.009,80,16,11.63
0.009,80,10,8.98
0.009,80,8,7.63
0.009,80,5,6.24
0.009,80,4,5.58
0.009,25,5,4.82
0.009,35,7,6.37
0.009,35,5,5.07
0.009,50,10,8.6
0.009,50,5,5.31
0.009,55,11,9.08
0.009,55,5,5.5
0.009,65,13,9.9
0.009,65,5,5.66
0.009,70,14,10.5
0.009,70,10,8.54
0.009,70,7,7.13
0.009,70,5,5.7
0.009,75,15,11.16
0.009,75,5,6.19
0.009,85,17,12.26
0.009,85,5,6.32
0.009,90,18,12.5
0.009,90,15,11.62
0.009,90,10,9.05
0.009,90,9,8.41
0.009,90,6,7.22
0.009,90,5,6.39
0.009,95,19,13.24
0.009,95,5,6.34
0.009,100,20,13.69
0.009,100,10,9.46
0.009,100,5,6.93
0.009,66,11,9.18
0.009,66,6,6.36
0.009,78,13,10.2
0.009,78,6,6.39
0.009,84,14,10.91
0.009,84,12,10.18
0.009,84,7,7.24
0.009,84,6,6.93
0.009,96,16,12.08
0.009,96,12,10.3
0.009,96,8,8.17
0.009,96,6,7.09
0.009,102,17,12.54
0.009,102,6,7.38
0.009,108,18,13.01
0.009,108,12,10.28
0.009,108,9,9.19
0.009,108,6,7.43
0.009,114,19,13.48
0.009,114,6,7.57
0.009,120,20,14.11
0.009,120,15,11.97
0.009,120,12,10.32
0.009,120,10,9.69
0.009,120,8,9.14
0.009,120,6,7.69
0.009,49,7,6.77
0.009,63,9,7.85
0.009,63,7,6.96
0.009,77,11,9.38
0.009,77,7,7.18
0.009,91,13,10.46
0.009,91,7,7.37
0.009,98,14,11.31
0.009,98,7,7.57
0.009,105,15,12
0.009,105,7,7.94
0.009,112,16,11.87
0.009,112,14,11.16
0.009,112,8,8.52
0.009,112,7,7.92
0.009,119,17,12.72
0.009,119,7,8.57
0.009,126,18,13.25
0.009,126,14,11.92
0.009,126,9,9.14
0.009,126,7,8.49
0.009,133,19,13.68
0.009,133,7,8.7
0.009,140,20,14.2
0.009,140,14,11.49
0.009,140,10,9.81
0.009,140,7,8.47
0.009,88,11,9.36
0.009,88,8,7.84
0.009,104,13,10.79
0.009,104,8,8.47
0.009,128,16,12.49
0.009,128,8,9.04
0.009,136,17,13.09
0.009,136,8,9.01
0.009,144,18,13.53
0.009,144,16,12.74
0.009,144,12,10.93
0.009,144,9,9.75
0.009,144,8,8.94
0.009,152,19,14.18
0.009,152,8,9.14
0.009,160,20,14.4
0.009,160,16,12.97
0.009,160,10,10.53
0.009,160,8,9.57
0.009,81,9,8.51
0.009,99,11,9.86
0.009,99,9,8.69
0.009,117,13,10.88
0.009,117,9,9.27
0.009,135,15,12.2
0.009,135,9,9.67
0.009,153,17,13.44
0.009,153,9,10.1
0.009,162,18,13.61
0.009,162,9,10.2
0.009,171,19,14.27
0.009,171,9,9.96
0.009,180,20,14.99
0.009,180,18,13.73
0.009,180,15,12.69
0.009,180,12,11.68
0.009,180,10,10.97
0.009,180,9,10.24
0.009,110,11,9.8
0.009,110,10,9.53
0.009,130,13,11.15
0.009,130,10,9.69
0.009,150,15,12.79
0.009,150,10,10.37
0.009,170,17,13.38
0.009,170,10,10.24
0.009,190,19,14.61
0.009,190,10,11
0.009,200,20,14.79
0.009,200,10,11.38
0.009,121,11,9.94
0.009,132,12,10.77
0.009,132,11,10.47
0.009,143,13,10.99
0.009,143,11,10.75
0.009,154,14,12.09
0.009,154,11,10.91
0.009,165,15,12.93
0.009,165,11,10.98
0.009,176,16,13.19
0.009,176,11,11.06
0.009,187,17,13.8
0.009,187,11,11.37
0.009,198,18,14.18
0.009,198,11,11.72
0.009,156,13,11.4
0.009,156,12,11.31
0.009,168,14,12.33
0.009,168,12,11.15
0.009,192,16,13.34
0.009,192,12,11.9
0.009,169,13,11.64
0.009,182,14,12.71
0.009,182,13,11.84
0.009,195,15,13.38
0.009,195,13,12.44
0.009,196,14,12.68
0.012,1,1,1
0.012,2,2,1.93
0.012,2,1,1.02
0.012,3,3,2.75
0.012,3,1,1.04
0.012,4,4,3.65
0.012,4,2,2.03
0.012,4,1,1.04
0.012,5,5,4.28
0.012,5,1,1.11
0.012,6,6,5.13
0.012,6,3,2.85
0.012,6,2,1.99
0.012,6,1,1.15
0.012,7,7,5.68
0.012,7,1,1.25
0.012,8,8,6.67
0.012,8,4,3.78
0.012,8,2,2.03
0.012,8,1,1.22
0.012,9,9,6.94
0.012,9,3,2.97
0.012,9,1,1.23
0.012,10,10,7.66
0.012,10,5,4.47
0.012,10,2,2.14
0.012,10,1,1.27
0.012,11,11,8.26
0.012,11,1,1.33
0.012,12,12,8.73
0.012,12,6,5.17
0.012,12,4,3.7
0.012,12,3,3.05
0.012,12,2,2.22
0.012,12,1,1.48
0.012,13,13,9.29
0.012,13,1,1.47
0.012,14,14,9.87
0.012,14,7,5.83
0.012,14,2,2.14
0.012,14,1,1.61
0.012,15,15,10.26
0.012,15,5,4.64
0.012,15,3,3.1
0.012,15,1,1.41
0.012,16,16,11.1
0.012,16,8,6.6
0.012,16,4,3.98
0.012,16,2,2.28
0.012,16,1,1.58
0.012,17,17,11.36
0.012,17,1,1.56
0.012,18,18,11.75
0.012,18,9,7.26
0.012,18,6,5.27
0.012,18,3,3.26
0.012,18,2,2.49
0.012,18,1,1.71
0.012,19,19,11.9
0.012,19,1,1.73
0.012,20,20,12.41
0.012,20,10,7.56
0.012,20,5,4.58
0.012,20,4,4
0.012,20,2,2.52
0.012,20,1,1.71
0.012,22,11,8.18
0.012,22,2,2.51
0.012,24,12,8.9
0.012,24,8,6.72
0.012,24,6,5.61
0.012,24,4,4.06
0.012,24,3,3.35
0.012,24,2,2.8
0.012,26,13,9.45
0.012,26,2,2.71
0.012,28,14,9.85
0.012,28,7,6.2
0.012,28,4,4.24
0.012,28,2,2.74
0.012,30,15,10.32
0.012,30,10,7.71
0.012,30,6,5.55
0.012,30,5,5.03
0.012,30,3,3.68
0.012,30,2,2.94
0.012,32,16,10.74
0.012,32,8,6.96
0.012,32,4,4.18
0.012,32,2,3.06
0.012,34,17,11.51
0.012,34,2,3.13
0.012,36,18,11.64
0.012,36,12,9.19
0.012,36,9,7.5
0.012,36,6,5.87
0.012,36,4,4.31
0.012,36,3,3.72
0.012,36,2,3.12
0.012,38,19,12.18
0.012,38,2,3.35
0.012,40,20,12.78
0.012,40,10,7.96
0.012,40,8,7.27
0.012,40,5,5.35
0.012,40,4,4.69
0.012,40,2,3.25
0.012,21,7,5.98
0.012,21,3,3.39
0.012,27,9,7.57
0.012,27,3,3.5
0.012,33,11,8.74
0.012,33,3,3.75
0.012,39,13,9.28
0.012,39,3,3.86
0.012,42,14,10.01
0.012,42,7,6.57
0.012,42,6,6.11
0.012,42,3,4.13
0.012,45,15,10.68
0.012,45,9,7.68
0.012,45,5,5.44
0.012,45,3,4.23
0.012,48,16,11.62
0.012,48,12,9.47
0.012,48,8,7.16
0.012,48,6,6.24
0.012,48,4,4.94
0.012,48,3,4.26
0.012,51,17,11.92
0.012,51,3,4.36
0.012,54,18,12.26
0.012,54,9,7.89
0.012,54,6,6.21
0.012,54,3,4.23
0.012,57,19,12.59
0.012,57,3,4.56
0.012,60,20,12.82
0.012,60,15,11.04
0.012,60,12,9.47
0.012,60,10,8.64
0.012,60,6,6.51
0.012,60,5,6.07
0.012,60,4,5.44
0.012,60,3,4.74
0.012,44,11,8.82
0.012,44,4,5.02
0.012,52,13,9.95
0.012,52,4,4.91
0.012,56,14,10.47
0.012,56,8,7.29
0.012,56,7,6.93
0.012,56,4,5.15
0.012,64,16,11.39
0.012,64,8,7.73
0.012,64,4,5.35
0.012,68,17,11.83
0.012,68,4,5.74
0.012,72,18,12.54
0.012,72,12,9.81
0.012,72,9,8.43
0.012,72,8,7.89
0.012,72,6,6.97
0.012,72,4,5.82
0.012,76,19,13.02
0.012,76,4,5.8
0.012,80,20,13.18
0.012,80,16,11.46
0.012,80,10,8.97
0.012,80,8,7.78
0.012,80,5,6.21
0.012,80,4,5.79
0.012,25,5,4.74
0.012,35,7,6.29
0.012,35,5,5.15
0.012,50,10,8.54
