"","Coefficients","Estimate","Standard Error","t-value","p.value","R-Squared","Variate"
"1","(Intercept)",5.428,0.011,478.237,"$<$ 0.001",0.968,"Niche_Area_Migration"
"2","z.K_num",2.741,0.012,229.987,"$<$ 0.001",0.968,"Niche_Area_Migration"
"3","z.area",0.69,0.012,57.938,"$<$ 0.001",0.968,"Niche_Area_Migration"
"4","z.migration",0.277,0.011,24.428,"$<$ 0.001",0.968,"Niche_Area_Migration"
"5","(Intercept)",5.428,0.013,427.28,"$<$ 0.001",0.96,"Niche_Area"
"6","z.K_num",2.741,0.013,205.481,"$<$ 0.001",0.96,"Niche_Area"
"7","z.area",0.69,0.013,51.765,"$<$ 0.001",0.96,"Niche_Area"
"8","(Intercept)",5.428,0.019,292.359,"$<$ 0.001",0.915,"Niche"
"9","z.K_num",2.95,0.019,158.878,"$<$ 0.001",0.915,"Niche"
