"","Coefficients","Estimate","Standard Error","t-value","p.value","R-Squared","Variate"
"1","(Intercept)",5.428,0.055,98.269,"$<$ 0.001",0.244,"Area"
"2","z.area",1.523,0.055,27.573,"$<$ 0.001",0.244,"Area"
"3","(Intercept)",5.428,0.019,292.359,"$<$ 0.001",0.915,"Niches"
"4","z.K_num",2.95,0.019,158.878,"$<$ 0.001",0.915,"Niches"
