"","Coefficients","Estimate","Standard Error","t-value","p.value","R-Squared","Variate"
"1","(Intercept)",4.586,0.012,393.986,"$<$ 0.001",0.976,"Niche_Area_Migration"
"2","z.K_num",2.747,0.012,225.406,"$<$ 0.001",0.976,"Niche_Area_Migration"
"3","z.area",0.435,0.012,35.657,"$<$ 0.001",0.976,"Niche_Area_Migration"
"4","z.migration",0.163,0.012,13.985,"$<$ 0.001",0.976,"Niche_Area_Migration"
"5","(Intercept)",4.586,0.012,371.19,"$<$ 0.001",0.973,"Niche_Area"
"6","z.K_num",2.747,0.013,212.364,"$<$ 0.001",0.973,"Niche_Area"
"7","z.area",0.435,0.013,33.594,"$<$ 0.001",0.973,"Niche_Area"
"8","(Intercept)",4.586,0.016,281.956,"$<$ 0.001",0.953,"Niche"
"9","z.K_num",2.876,0.016,176.765,"$<$ 0.001",0.953,"Niche"
