"","Coefficients","Estimate","Standard Error","t-value","p.value","R-Squared","Variate"
"1","(Intercept)",4.419,0.013,342.973,"$<$ 0.001",0.977,"Niche_Area_Migration"
"2","z.K_num",2.876,0.014,208.599,"$<$ 0.001",0.977,"Niche_Area_Migration"
"3","z.area",0.343,0.014,24.881,"$<$ 0.001",0.977,"Niche_Area_Migration"
"4","z.migration",0.13,0.013,10.06,"$<$ 0.001",0.977,"Niche_Area_Migration"
"5","(Intercept)",4.419,0.013,330.626,"$<$ 0.001",0.975,"Niche_Area"
"6","z.K_num",2.876,0.014,201.089,"$<$ 0.001",0.975,"Niche_Area"
"7","z.area",0.343,0.014,23.986,"$<$ 0.001",0.975,"Niche_Area"
"8","(Intercept)",4.419,0.016,275.93,"$<$ 0.001",0.964,"Niche"
"9","z.K_num",2.998,0.016,187.161,"$<$ 0.001",0.964,"Niche"
