"","Coefficients","Estimate","Standard Error","t-value","p.value","R-Squared","Variate"
"1","(Intercept)",5.53,0.011,497.354,"$<$ 0.001",0.968,"Niche_Area_Migration"
"2","z.K_num",2.707,0.012,232.269,"$<$ 0.001",0.968,"Niche_Area_Migration"
"3","z.area",0.736,0.012,63.115,"$<$ 0.001",0.968,"Niche_Area_Migration"
"4","z.migration",0.295,0.011,26.553,"$<$ 0.001",0.968,"Niche_Area_Migration"
"5","(Intercept)",5.53,0.013,438.875,"$<$ 0.001",0.958,"Niche_Area"
"6","z.K_num",2.707,0.013,204.959,"$<$ 0.001",0.958,"Niche_Area"
"7","z.area",0.736,0.013,55.694,"$<$ 0.001",0.958,"Niche_Area"
"8","(Intercept)",5.53,0.019,292.495,"$<$ 0.001",0.906,"Niche"
"9","z.K_num",2.926,0.019,154.739,"$<$ 0.001",0.906,"Niche"
