"migration_rate","area","niches","mean_sp"
0.051,19,19,11.73
0.051,19,1,3.09
0.051,20,20,11.83
0.051,20,10,7.94
0.051,20,5,5.45
0.051,20,4,5.03
0.051,20,2,3.82
0.051,20,1,3.35
0.051,21,7,6.54
0.051,21,3,4.35
0.054,1,1,1
0.054,2,2,1.92
0.054,2,1,1.08
0.054,3,3,2.75
0.054,3,1,1.25
0.054,4,4,3.48
0.054,4,2,2.06
0.054,4,1,1.4
0.054,5,5,4.33
0.054,5,1,1.46
0.054,6,6,5.07
0.054,6,3,3.06
0.054,6,2,2.25
0.054,6,1,1.54
0.054,7,7,5.52
0.054,7,1,1.92
0.054,8,8,6.28
0.054,8,4,3.92
0.054,8,2,2.41
0.054,8,1,1.9
0.054,9,9,6.93
0.054,9,3,3.4
0.054,9,1,2.1
0.054,10,10,7.39
0.054,10,5,4.54
0.054,10,2,2.87
0.054,10,1,2.1
0.054,11,11,7.8
0.054,11,1,2.37
0.054,12,12,8.42
0.054,12,6,5.46
0.054,12,4,4.08
0.054,12,3,3.68
0.054,12,2,2.84
0.054,12,1,2.39
0.054,13,13,8.91
0.054,13,1,2.4
0.054,14,14,9.19
0.054,14,7,6.11
0.054,14,2,3.34
0.054,14,1,2.57
0.054,15,15,10.01
0.054,15,5,5.1
0.054,15,3,4.05
0.054,15,1,2.94
0.054,16,16,10.3
0.054,16,8,6.93
0.054,16,4,4.65
0.054,16,2,3.39
0.054,16,1,3.03
0.054,17,17,10.38
0.054,17,1,3.09
0.054,18,18,11.51
0.054,18,9,7.31
0.054,18,6,5.9
0.054,18,3,4.27
0.054,18,2,3.71
0.054,18,1,3.3
0.054,19,19,11.55
0.054,19,1,3.38
0.054,20,20,11.3
0.054,20,10,7.92
0.054,20,5,5.5
0.054,20,4,5.04
0.054,20,2,3.81
0.054,20,1,3.53
0.054,21,7,6.33
0.054,21,3,4.69
0.057,1,1,1
0.057,2,2,1.94
0.057,2,1,1.12
0.057,3,3,2.74
0.057,3,1,1.25
0.057,4,4,3.49
0.057,4,2,2.07
0.057,4,1,1.38
0.057,5,5,4.44
0.057,5,1,1.51
0.057,6,6,5.11
0.057,6,3,2.97
0.057,6,2,2.24
0.057,6,1,1.73
0.057,7,7,5.68
0.057,7,1,1.83
0.057,8,8,6.05
0.057,8,4,3.78
0.057,8,2,2.57
0.057,8,1,1.78
0.057,9,9,6.67
0.057,9,3,3.25
0.057,9,1,2.06
0.057,10,10,7.38
0.057,10,5,4.61
0.057,10,2,2.81
0.057,10,1,2.17
0.057,11,11,7.94
0.057,11,1,2.29
0.057,12,12,8.36
0.057,12,6,5.42
0.057,12,4,4.19
0.057,12,3,3.73
0.057,12,2,3.13
0.057,12,1,2.52
0.057,13,13,8.89
0.057,13,1,2.64
0.057,14,14,9.42
0.057,14,7,6.2
0.057,14,2,3.06
0.057,14,1,2.87
0.057,15,15,9.59
0.057,15,5,5.26
0.057,15,3,3.94
0.057,15,1,2.73
0.057,16,16,10.15
0.057,16,8,6.87
0.057,16,4,4.52
0.057,16,2,3.44
0.057,16,1,3.16
0.057,17,17,10.53
0.057,17,1,3.33
0.057,18,18,10.87
0.057,18,9,7.22
0.057,18,6,5.92
0.057,18,3,4.09
0.057,18,2,3.74
0.057,18,1,3.27
0.057,19,19,11.58
0.057,19,1,3.31
0.057,20,20,11.8
0.057,20,10,7.89
0.057,20,5,5.37
0.057,20,4,5.11
0.057,20,2,4.1
0.057,20,1,3.37
0.057,21,7,6.38
0.057,21,3,4.65
0.06,1,1,1
0.06,2,2,1.88
0.06,2,1,1.11
0.06,3,3,2.77
0.06,3,1,1.26
0.06,4,4,3.37
0.06,4,2,2.01
0.06,4,1,1.3
0.06,5,5,4.31
0.06,5,1,1.6
0.06,6,6,4.98
0.06,6,3,3.04
0.06,6,2,2.45
0.06,6,1,1.7
0.06,7,7,5.59
0.06,7,1,1.98
0.06,8,8,6.27
0.06,8,4,3.97
0.06,8,2,2.74
0.06,8,1,1.94
0.06,9,9,6.98
0.06,9,3,3.43
0.06,9,1,2.11
0.06,10,10,7.48
0.06,10,5,4.53
0.06,10,2,2.83
0.06,10,1,2.15
0.06,11,11,7.65
0.06,11,1,2.42
0.06,12,12,8.43
0.06,12,6,5.49
0.06,12,4,4.14
0.06,12,3,3.62
0.06,12,2,3.07
0.06,12,1,2.56
0.06,13,13,8.84
0.06,13,1,2.74
0.06,14,14,9.21
0.06,14,7,5.97
0.06,14,2,3.27
0.06,14,1,2.98
0.06,15,15,10
0.06,15,5,5.09
0.06,15,3,4.1
0.06,15,1,2.97
0.06,16,16,10.33
0.06,16,8,6.7
0.06,16,4,4.61
0.06,16,2,3.46
0.06,16,1,3.02
0.06,17,17,10.41
0.06,17,1,3.21
0.06,18,18,11.12
0.06,18,9,7.45
0.06,18,6,5.89
0.06,18,3,4.45
0.06,18,2,3.71
0.06,18,1,3.11
0.06,19,19,11.2
0.06,19,1,3.42
0.06,20,20,11.79
0.06,20,10,8.06
0.06,20,5,5.62
0.06,20,4,5.17
0.06,20,2,3.97
0.06,20,1,3.78
0.06,21,7,6.62
0.06,21,3,4.71
