Year,Author,Title,Experiment/Investigation Number,Size of Island,Distance,Number of Species,Terrestrial/Aquatic,Lab/In-Situ
2005,Smith et al,Phytoplankton species richness scales consistently from laboratory microcosms to the world’s oceans,,,,,Aquatic,Lab + In-Situ
,,,,,,,,
EMAILED 15TH APRIL 2020,,,,,,,,
