Year,Author,Title,Experiment/Investigation Number,Size of Island,Day,Location,Number of Speciess,Terrestrial/Aquatic,Lab/In-Situ
2015,Jean et al,An equilibrium theory signature in the island biogeography of human parasites and pathogens,,,,,,NA,NA
,,,,,,,,,
EMAILED 13TH APRIL 2020,,,,,,,,,
