Year,Author,Title,Experiment/Investigation Number,Size of Island,Distance,Number of Species,Terrestrial/Aquatic,Lab/In-Situ
2016,Bolgovics et al,Species area relationship (SAR) for benthic diatoms: a study on aquatic islands,,,,,Aquatic,In-Situ
,,,,,,,,
EMAILED 7TH APRIL 2020,,,,,,,,
