"fit.num","term","estimate","std.error","statistic","p.value","r.squared","migration.rates","niches","num.islands"
330,"K",9.353,0.266,35.145,0,0.996,0.051,10,20
331,"theta",-9.171,0.233,-39.295,0,0.996,0.051,11,20
331,"m0",-0.004,0.002,-1.599,0.128,0.996,0.051,11,20
331,"K",10.314,0.281,36.679,0,0.996,0.051,11,20
332,"theta",-9.994,0.21,-47.516,0,0.997,0.051,12,20
332,"m0",-0.004,0.002,-2.055,0.056,0.997,0.051,12,20
332,"K",11.315,0.251,45.143,0,0.997,0.051,12,20
333,"theta",-10.686,0.24,-44.464,0,0.997,0.051,13,20
333,"m0",-0.005,0.002,-1.99,0.063,0.997,0.051,13,20
333,"K",12.158,0.296,41.132,0,0.997,0.051,13,20
334,"theta",-11.42,0.297,-38.457,0,0.996,0.051,14,20
334,"m0",-0.006,0.003,-1.912,0.073,0.996,0.051,14,20
334,"K",13.157,0.355,37.013,0,0.996,0.051,14,20
335,"theta",220864.507,2350239.478,0.094,0.926,0.991,0.051,15,20
335,"m0",0.468,0.012,38.819,0,0.991,0.051,15,20
335,"K",12.471,0.503,24.777,0,0.991,0.051,15,20
336,"theta",270390.553,3329808.698,0.081,0.936,0.99,0.051,16,20
336,"m0",0.482,0.013,37.708,0,0.99,0.051,16,20
336,"K",13.304,0.837,15.897,0,0.99,0.051,16,20
337,"theta",232101.203,2828477.133,0.082,0.936,0.991,0.051,17,20
337,"m0",0.499,0.012,40.104,0,0.991,0.051,17,20
337,"K",14.128,0.622,22.7,0,0.991,0.051,17,20
338,"theta",242775.361,3105896.54,0.078,0.939,0.989,0.051,18,20
338,"m0",0.524,0.015,35.25,0,0.989,0.051,18,20
338,"K",14.732,0.764,19.276,0,0.989,0.051,18,20
339,"theta",179965.539,3281271.382,0.055,0.957,0.99,0.051,19,20
339,"m0",0.526,0.013,38.998,0,0.99,0.051,19,20
339,"K",15.842,0.644,24.607,0,0.99,0.051,19,20
340,"theta",267677.807,3140261.252,0.085,0.933,0.991,0.051,20,20
340,"m0",0.539,0.014,38.716,0,0.991,0.051,20,20
340,"K",16.762,0.649,25.84,0,0.991,0.051,20,20
341,"theta",20447.027,187332.633,0.109,0.914,0.979,0.054,1,20
341,"m0",0.121,0.005,25.7,0,0.979,0.054,1,20
341,"K",0.88,0.054,16.185,0,0.979,0.054,1,20
342,"theta",195350.381,494628.526,0.395,0.698,0.98,0.054,2,20
342,"m0",0.182,0.007,24.763,0,0.98,0.054,2,20
342,"K",1.6,0.121,13.224,0,0.98,0.054,2,20
343,"theta",90737.744,690191.905,0.131,0.897,0.981,0.054,3,20
343,"m0",0.21,0.008,27.626,0,0.981,0.054,3,20
343,"K",2.482,0.144,17.204,0,0.981,0.054,3,20
344,"theta",123099.729,1199994.651,0.103,0.919,0.98,0.054,4,20
344,"m0",0.256,0.011,22.805,0,0.98,0.054,4,20
344,"K",3.246,0.294,11.028,0,0.98,0.054,4,20
345,"theta",-4.228,0.103,-41.208,0,0.996,0.054,5,20
345,"m0",-0.003,0.002,-1.672,0.113,0.996,0.054,5,20
345,"K",4.753,0.124,38.295,0,0.996,0.054,5,20
346,"theta",-4.953,0.142,-34.944,0,0.995,0.054,6,20
346,"m0",-0.003,0.002,-1.555,0.138,0.995,0.054,6,20
346,"K",5.638,0.185,30.538,0,0.995,0.054,6,20
347,"theta",90557.771,1154063.15,0.078,0.938,0.992,0.054,7,20
347,"m0",0.328,0.008,40.819,0,0.992,0.054,7,20
347,"K",5.882,0.283,20.804,0,0.992,0.054,7,20
348,"theta",88044.374,1185968.273,0.074,0.942,0.989,0.054,8,20
348,"m0",0.357,0.01,35.992,0,0.989,0.054,8,20
348,"K",6.56,0.293,22.38,0,0.989,0.054,8,20
349,"theta",101722.154,2764912.496,0.037,0.971,0.988,0.054,9,20
349,"m0",0.379,0.011,34.031,0,0.988,0.054,9,20
349,"K",7.397,0.355,20.831,0,0.988,0.054,9,20
350,"theta",160086.665,1923040.159,0.083,0.935,0.989,0.054,10,20
350,"m0",0.396,0.011,35.927,0,0.989,0.054,10,20
350,"K",8.311,0.369,22.549,0,0.989,0.054,10,20
351,"theta",209994.702,2228069.032,0.094,0.926,0.988,0.054,11,20
351,"m0",0.421,0.014,29.335,0,0.988,0.054,11,20
351,"K",9.097,0.559,16.278,0,0.988,0.054,11,20
352,"theta",-9.966,0.184,-54.217,0,0.998,0.054,12,20
352,"m0",-0.004,0.002,-2.286,0.035,0.998,0.054,12,20
352,"K",11.271,0.24,46.98,0,0.998,0.054,12,20
353,"theta",-10.57,0.162,-65.416,0,0.999,0.054,13,20
353,"m0",-0.007,0.002,-3.597,0.002,0.999,0.054,13,20
353,"K",12.355,0.199,62.209,0,0.999,0.054,13,20
354,"theta",-11.443,0.23,-49.794,0,0.997,0.054,14,20
354,"m0",-0.006,0.002,-2.357,0.031,0.997,0.054,14,20
354,"K",13.133,0.303,43.293,0,0.997,0.054,14,20
355,"theta",258866.413,2066226.373,0.125,0.902,0.992,0.054,15,20
355,"m0",0.49,0.012,40.277,0,0.992,0.054,15,20
355,"K",12.515,0.494,25.345,0,0.992,0.054,15,20
356,"theta",211083.349,3228062.211,0.065,0.949,0.989,0.054,16,20
356,"m0",0.505,0.014,36.432,0,0.989,0.054,16,20
356,"K",13.205,0.612,21.58,0,0.989,0.054,16,20
357,"theta",208197.498,2065480.74,0.101,0.921,0.992,0.054,17,20
357,"m0",0.515,0.012,43.226,0,0.992,0.054,17,20
357,"K",14.334,0.515,27.811,0,0.992,0.054,17,20
358,"theta",200109.606,3858007.108,0.052,0.959,0.99,0.054,18,20
358,"m0",0.541,0.016,33.992,0,0.99,0.054,18,20
358,"K",14.687,0.674,21.781,0,0.99,0.054,18,20
359,"theta",312142.715,5398585.637,0.058,0.955,0.99,0.054,19,20
359,"m0",0.548,0.014,38.039,0,0.99,0.054,19,20
359,"K",15.782,0.679,23.25,0,0.99,0.054,19,20
360,"theta",325360.488,4198118.411,0.078,0.939,0.991,0.054,20,20
360,"m0",0.565,0.015,38.712,0,0.991,0.054,20,20
360,"K",16.611,0.714,23.259,0,0.991,0.054,20,20
361,"theta",79640.185,239616.232,0.332,0.744,0.977,0.057,1,20
361,"m0",0.127,0.005,24.862,0,0.977,0.057,1,20
361,"K",0.858,0.053,16.293,0,0.977,0.057,1,20
362,"theta",188198.619,405070.319,0.465,0.648,0.985,0.057,2,20
362,"m0",0.179,0.006,30.178,0,0.985,0.057,2,20
362,"K",1.682,0.092,18.323,0,0.985,0.057,2,20
363,"theta",310724.858,599610.294,0.518,0.611,0.99,0.057,3,20
363,"m0",0.227,0.006,36.894,0,0.99,0.057,3,20
363,"K",2.44,0.113,21.595,0,0.99,0.057,3,20
364,"theta",-3.289,0.093,-35.462,0,0.994,0.057,4,20
364,"m0",-0.003,0.002,-1.537,0.143,0.994,0.057,4,20
364,"K",3.738,0.134,27.813,0,0.994,0.057,4,20
365,"theta",-4.307,0.111,-38.774,0,0.995,0.057,5,20
365,"m0",-0.001,0.001,-1.03,0.318,0.995,0.057,5,20
365,"K",4.657,0.161,28.854,0,0.995,0.057,5,20
366,"theta",-4.812,0.125,-38.489,0,0.996,0.057,6,20
366,"m0",-0.006,0.002,-2.348,0.031,0.996,0.057,6,20
366,"K",5.721,0.16,35.682,0,0.996,0.057,6,20
367,"theta",95477.139,1124210.002,0.085,0.933,0.991,0.057,7,20
367,"m0",0.348,0.009,40.435,0,0.991,0.057,7,20
367,"K",5.717,0.248,23.032,0,0.991,0.057,7,20
368,"theta",70480.828,1035357.598,0.068,0.947,0.992,0.057,8,20
368,"m0",0.365,0.009,40.772,0,0.992,0.057,8,20
368,"K",6.655,0.269,24.78,0,0.992,0.057,8,20
369,"theta",121028.504,1831583.639,0.066,0.948,0.989,0.057,9,20
369,"m0",0.388,0.011,35.319,0,0.989,0.057,9,20
369,"K",7.449,0.377,19.765,0,0.989,0.057,9,20
370,"theta",-8.402,0.169,-49.711,0,0.997,0.057,10,20
370,"m0",-0.003,0.002,-1.688,0.11,0.997,0.057,10,20
370,"K",9.291,0.254,36.642,0,0.997,0.057,10,20
371,"theta",-9.049,0.223,-40.58,0,0.996,0.057,11,20
371,"m0",-0.005,0.003,-1.852,0.082,0.996,0.057,11,20
371,"K",10.345,0.308,33.573,0,0.996,0.057,11,20
372,"theta",-9.97,0.227,-43.971,0,0.996,0.057,12,20
372,"m0",-0.004,0.002,-1.678,0.112,0.996,0.057,12,20
372,"K",11.165,0.335,33.311,0,0.996,0.057,12,20
373,"theta",-10.843,0.221,-49.144,0,0.997,0.057,13,20
373,"m0",-0.004,0.002,-1.985,0.064,0.997,0.057,13,20
373,"K",12.218,0.318,38.457,0,0.997,0.057,13,20
374,"theta",-11.774,0.252,-46.711,0,0.996,0.057,14,20
374,"m0",-0.004,0.002,-1.709,0.106,0.996,0.057,14,20
374,"K",13.121,0.372,35.279,0,0.996,0.057,14,20
375,"theta",161701.795,2039749.984,0.079,0.938,0.993,0.057,15,20
375,"m0",0.504,0.011,45.196,0,0.993,0.057,15,20
375,"K",12.632,0.498,25.358,0,0.993,0.057,15,20
376,"theta",179168.112,2226239.992,0.08,0.937,0.993,0.057,16,20
376,"m0",0.517,0.012,44.835,0,0.993,0.057,16,20
376,"K",13.379,0.49,27.299,0,0.993,0.057,16,20
377,"theta",358427.511,3687538.249,0.097,0.924,0.991,0.057,17,20
377,"m0",0.541,0.014,39.228,0,0.991,0.057,17,20
377,"K",14.02,0.589,23.819,0,0.991,0.057,17,20
378,"theta",232689.776,2777234.39,0.084,0.934,0.99,0.057,18,20
378,"m0",0.561,0.015,37.869,0,0.99,0.057,18,20
378,"K",14.729,0.676,21.774,0,0.99,0.057,18,20
379,"theta",386615.69,3531834.673,0.109,0.914,0.993,0.057,19,20
379,"m0",0.563,0.012,45.099,0,0.993,0.057,19,20
379,"K",15.878,0.624,25.457,0,0.993,0.057,19,20
380,"theta",209411.097,3676242.257,0.057,0.955,0.992,0.057,20,20
380,"m0",0.586,0.014,42.257,0,0.992,0.057,20,20
380,"K",16.482,0.69,23.876,0,0.992,0.057,20,20
381,"theta",-0.788,0.047,-16.82,0,0.981,0.06,1,20
381,"m0",-0.003,0.003,-1.256,0.226,0.981,0.06,1,20
381,"K",0.968,0.058,16.669,0,0.981,0.06,1,20
382,"theta",103323.129,572960.383,0.18,0.859,0.983,0.06,2,20
382,"m0",0.19,0.007,28.327,0,0.983,0.06,2,20
382,"K",1.667,0.1,16.669,0,0.983,0.06,2,20
383,"theta",-2.468,0.105,-23.583,0,0.987,0.06,3,20
383,"m0",-0.002,0.002,-1.018,0.323,0.987,0.06,3,20
383,"K",2.805,0.153,18.386,0,0.987,0.06,3,20
384,"theta",162104.226,1034347.676,0.157,0.877,0.987,0.06,4,20
384,"m0",0.268,0.009,30.457,0,0.987,0.06,4,20
384,"K",3.319,0.181,18.32,0,0.987,0.06,4,20
385,"theta",-4.309,0.12,-36.008,0,0.994,0.06,5,20
385,"m0",-0.001,0.001,-0.979,0.341,0.994,0.06,5,20
385,"K",4.664,0.184,25.284,0,0.994,0.06,5,20
386,"theta",-5.019,0.143,-35.139,0,0.994,0.06,6,20
386,"m0",-0.003,0.002,-1.471,0.16,0.994,0.06,6,20
386,"K",5.681,0.209,27.177,0,0.994,0.06,6,20
387,"theta",96826.556,979842.192,0.099,0.922,0.993,0.06,7,20
387,"m0",0.349,0.008,45.483,0,0.993,0.06,7,20
387,"K",5.901,0.223,26.437,0,0.993,0.06,7,20
388,"theta",83782.364,2356172.148,0.036,0.972,0.99,0.06,8,20
388,"m0",0.386,0.011,36.053,0,0.99,0.06,8,20
388,"K",6.561,0.453,14.473,0,0.99,0.06,8,20
389,"theta",126077.782,1131892.967,0.111,0.913,0.992,0.06,9,20
389,"m0",0.403,0.009,42.47,0,0.992,0.06,9,20
389,"K",7.565,0.3,25.178,0,0.992,0.06,9,20
390,"theta",200974.06,1988925.078,0.101,0.921,0.99,0.06,10,20
390,"m0",0.43,0.012,36.024,0,0.99,0.06,10,20
390,"K",8.298,0.389,21.344,0,0.99,0.06,10,20
391,"theta",125315.52,1986513.812,0.063,0.95,0.992,0.06,11,20
391,"m0",0.452,0.011,39.645,0,0.992,0.06,11,20
391,"K",9.086,0.389,23.347,0,0.992,0.06,11,20
392,"theta",-9.913,0.163,-60.818,0,0.998,0.06,12,20
392,"m0",-0.006,0.002,-3.087,0.007,0.998,0.06,12,20
392,"K",11.49,0.223,51.421,0,0.998,0.06,12,20
393,"theta",-10.958,0.203,-54.098,0,0.997,0.06,13,20
393,"m0",-0.004,0.002,-2.075,0.053,0.997,0.06,13,20
393,"K",12.276,0.307,39.963,0,0.997,0.06,13,20
394,"theta",-11.876,0.251,-47.376,0,0.996,0.06,14,20
394,"m0",-0.004,0.002,-1.678,0.112,0.996,0.06,14,20
394,"K",13.187,0.378,34.854,0,0.996,0.06,14,20
395,"theta",180746.714,2763871.156,0.065,0.949,0.991,0.06,15,20
395,"m0",0.517,0.013,39.846,0,0.991,0.06,15,20
395,"K",12.488,0.528,23.66,0,0.991,0.06,15,20
396,"theta",144200.715,3141145.945,0.046,0.964,0.992,0.06,16,20
396,"m0",0.54,0.017,30.921,0,0.992,0.06,16,20
396,"K",13.246,0.662,20.013,0,0.992,0.06,16,20
397,"theta",247287.235,2583028.892,0.096,0.925,0.992,0.06,17,20
397,"m0",0.556,0.013,41.291,0,0.992,0.06,17,20
397,"K",14.001,0.596,23.479,0,0.992,0.06,17,20
398,"theta",213871.012,2519709.58,0.085,0.933,0.993,0.06,18,20
398,"m0",0.574,0.013,45.629,0,0.993,0.06,18,20
398,"K",15.028,0.554,27.111,0,0.993,0.06,18,20
399,"theta",219295.246,2830728.897,0.077,0.939,0.993,0.06,19,20
399,"m0",0.589,0.014,42.487,0,0.993,0.06,19,20
399,"K",15.766,0.606,26.033,0,0.993,0.06,19,20
400,"theta",388530.121,4283083.714,0.091,0.929,0.991,0.06,20,20
400,"m0",0.616,0.016,37.429,0,0.991,0.06,20,20
400,"K",16.21,0.797,20.327,0,0.991,0.06,20,20
