"simulation","date","timesteps","m0","area","Js","nu","K","sp_rich"
88,260520,39420,0.004,40,40,0.01,4,5
88,260520,39420,0.006,60,60,0.01,6,11
88,260520,39420,0.008,80,80,0.01,8,10
88,260520,39420,0.01,100,100,0.01,10,13
88,260520,39420,0.012,120,120,0.01,12,17
88,260520,39420,0.014,140,140,0.01,14,18
88,260520,39420,0.016,160,160,0.01,16,23
88,260520,39420,0.018,180,180,0.01,18,30
88,260520,39420,0.02,200,200,0.01,20,30
88,260520,39420,0.022,220,220,0.01,22,42
88,260520,39420,0.024,240,240,0.01,24,45
88,260520,39420,0.026,260,260,0.01,26,51
88,260520,39420,0.028,280,280,0.01,28,49
88,260520,39420,0.03,300,300,0.01,30,58
88,260520,39420,0.032,320,320,0.01,32,59
88,260520,39420,0.034,340,340,0.01,34,74
88,260520,39420,0.036,360,360,0.01,36,81
88,260520,39420,0.038,380,380,0.01,38,76
88,260520,39420,0.04,400,400,0.01,40,74
89,260520,39420,0.002,20,20,0.01,2,3
89,260520,39420,0.004,40,40,0.01,4,4
89,260520,39420,0.006,60,60,0.01,6,9
89,260520,39420,0.008,80,80,0.01,8,13
89,260520,39420,0.01,100,100,0.01,10,13
89,260520,39420,0.012,120,120,0.01,12,20
89,260520,39420,0.014,140,140,0.01,14,19
89,260520,39420,0.016,160,160,0.01,16,28
89,260520,39420,0.018,180,180,0.01,18,26
89,260520,39420,0.02,200,200,0.01,20,35
89,260520,39420,0.022,220,220,0.01,22,39
89,260520,39420,0.024,240,240,0.01,24,40
89,260520,39420,0.026,260,260,0.01,26,48
89,260520,39420,0.028,280,280,0.01,28,47
89,260520,39420,0.03,300,300,0.01,30,58
89,260520,39420,0.032,320,320,0.01,32,63
89,260520,39420,0.034,340,340,0.01,34,64
89,260520,39420,0.036,360,360,0.01,36,80
89,260520,39420,0.038,380,380,0.01,38,80
89,260520,39420,0.04,400,400,0.01,40,92
90,260520,39420,0.002,20,20,0.01,2,3
90,260520,39420,0.004,40,40,0.01,4,4
90,260520,39420,0.006,60,60,0.01,6,7
90,260520,39420,0.008,80,80,0.01,8,11
90,260520,39420,0.01,100,100,0.01,10,16
90,260520,39420,0.012,120,120,0.01,12,18
90,260520,39420,0.014,140,140,0.01,14,27
90,260520,39420,0.016,160,160,0.01,16,27
90,260520,39420,0.018,180,180,0.01,18,30
90,260520,39420,0.02,200,200,0.01,20,35
90,260520,39420,0.022,220,220,0.01,22,37
90,260520,39420,0.024,240,240,0.01,24,41
90,260520,39420,0.026,260,260,0.01,26,50
90,260520,39420,0.028,280,280,0.01,28,42
90,260520,39420,0.03,300,300,0.01,30,67
90,260520,39420,0.032,320,320,0.01,32,61
90,260520,39420,0.034,340,340,0.01,34,69
90,260520,39420,0.036,360,360,0.01,36,75
90,260520,39420,0.038,380,380,0.01,38,84
90,260520,39420,0.04,400,400,0.01,40,99
91,260520,39420,0.002,20,20,0.01,2,3
91,260520,39420,0.004,40,40,0.01,4,4
91,260520,39420,0.006,60,60,0.01,6,6
91,260520,39420,0.008,80,80,0.01,8,11
91,260520,39420,0.01,100,100,0.01,10,18
91,260520,39420,0.012,120,120,0.01,12,22
91,260520,39420,0.014,140,140,0.01,14,21
91,260520,39420,0.016,160,160,0.01,16,25
91,260520,39420,0.018,180,180,0.01,18,27
91,260520,39420,0.02,200,200,0.01,20,35
91,260520,39420,0.022,220,220,0.01,22,37
91,260520,39420,0.024,240,240,0.01,24,41
91,260520,39420,0.026,260,260,0.01,26,41
91,260520,39420,0.028,280,280,0.01,28,50
91,260520,39420,0.03,300,300,0.01,30,63
91,260520,39420,0.032,320,320,0.01,32,66
91,260520,39420,0.034,340,340,0.01,34,62
91,260520,39420,0.036,360,360,0.01,36,65
91,260520,39420,0.038,380,380,0.01,38,80
91,260520,39420,0.04,400,400,0.01,40,90
92,260520,39420,0.002,20,20,0.01,2,4
92,260520,39420,0.004,40,40,0.01,4,5
92,260520,39420,0.006,60,60,0.01,6,8
92,260520,39420,0.008,80,80,0.01,8,11
92,260520,39420,0.01,100,100,0.01,10,16
92,260520,39420,0.012,120,120,0.01,12,17
92,260520,39420,0.014,140,140,0.01,14,18
92,260520,39420,0.016,160,160,0.01,16,25
92,260520,39420,0.018,180,180,0.01,18,27
92,260520,39420,0.02,200,200,0.01,20,41
92,260520,39420,0.022,220,220,0.01,22,41
92,260520,39420,0.024,240,240,0.01,24,37
92,260520,39420,0.026,260,260,0.01,26,52
92,260520,39420,0.028,280,280,0.01,28,52
92,260520,39420,0.03,300,300,0.01,30,57
92,260520,39420,0.032,320,320,0.01,32,65
92,260520,39420,0.034,340,340,0.01,34,63
92,260520,39420,0.036,360,360,0.01,36,64
92,260520,39420,0.038,380,380,0.01,38,71
92,260520,39420,0.04,400,400,0.01,40,81
93,260520,39420,0.002,20,20,0.01,2,3
93,260520,39420,0.004,40,40,0.01,4,6
93,260520,39420,0.006,60,60,0.01,6,10
93,260520,39420,0.008,80,80,0.01,8,15
93,260520,39420,0.01,100,100,0.01,10,17
93,260520,39420,0.012,120,120,0.01,12,21
93,260520,39420,0.014,140,140,0.01,14,22
93,260520,39420,0.016,160,160,0.01,16,28
93,260520,39420,0.018,180,180,0.01,18,30
93,260520,39420,0.02,200,200,0.01,20,41
93,260520,39420,0.022,220,220,0.01,22,36
93,260520,39420,0.024,240,240,0.01,24,39
93,260520,39420,0.026,260,260,0.01,26,52
93,260520,39420,0.028,280,280,0.01,28,56
93,260520,39420,0.03,300,300,0.01,30,59
93,260520,39420,0.032,320,320,0.01,32,65
93,260520,39420,0.034,340,340,0.01,34,68
93,260520,39420,0.036,360,360,0.01,36,77
93,260520,39420,0.038,380,380,0.01,38,79
93,260520,39420,0.04,400,400,0.01,40,94
94,260520,39420,0.002,20,20,0.01,2,3
94,260520,39420,0.004,40,40,0.01,4,5
94,260520,39420,0.006,60,60,0.01,6,8
94,260520,39420,0.008,80,80,0.01,8,11
94,260520,39420,0.01,100,100,0.01,10,16
94,260520,39420,0.012,120,120,0.01,12,13
94,260520,39420,0.014,140,140,0.01,14,24
94,260520,39420,0.016,160,160,0.01,16,28
94,260520,39420,0.018,180,180,0.01,18,36
94,260520,39420,0.02,200,200,0.01,20,37
94,260520,39420,0.022,220,220,0.01,22,44
94,260520,39420,0.024,240,240,0.01,24,38
94,260520,39420,0.026,260,260,0.01,26,44
94,260520,39420,0.028,280,280,0.01,28,54
94,260520,39420,0.03,300,300,0.01,30,64
94,260520,39420,0.032,320,320,0.01,32,65
94,260520,39420,0.034,340,340,0.01,34,65
94,260520,39420,0.036,360,360,0.01,36,67
94,260520,39420,0.038,380,380,0.01,38,68
94,260520,39420,0.04,400,400,0.01,40,73
95,260520,39420,0.002,20,20,0.01,2,2
95,260520,39420,0.004,40,40,0.01,4,5
95,260520,39420,0.006,60,60,0.01,6,8
95,260520,39420,0.008,80,80,0.01,8,15
95,260520,39420,0.01,100,100,0.01,10,15
95,260520,39420,0.012,120,120,0.01,12,17
95,260520,39420,0.014,140,140,0.01,14,25
95,260520,39420,0.016,160,160,0.01,16,23
95,260520,39420,0.018,180,180,0.01,18,33
95,260520,39420,0.02,200,200,0.01,20,29
95,260520,39420,0.022,220,220,0.01,22,37
95,260520,39420,0.024,240,240,0.01,24,47
95,260520,39420,0.026,260,260,0.01,26,51
95,260520,39420,0.028,280,280,0.01,28,58
95,260520,39420,0.03,300,300,0.01,30,61
95,260520,39420,0.032,320,320,0.01,32,61
95,260520,39420,0.034,340,340,0.01,34,69
95,260520,39420,0.036,360,360,0.01,36,74
95,260520,39420,0.038,380,380,0.01,38,78
95,260520,39420,0.04,400,400,0.01,40,88
96,260520,39420,0.002,20,20,0.01,2,1
96,260520,39420,0.004,40,40,0.01,4,5
96,260520,39420,0.006,60,60,0.01,6,6
96,260520,39420,0.008,80,80,0.01,8,11
96,260520,39420,0.01,100,100,0.01,10,11
96,260520,39420,0.012,120,120,0.01,12,20
96,260520,39420,0.014,140,140,0.01,14,24
96,260520,39420,0.016,160,160,0.01,16,25
96,260520,39420,0.018,180,180,0.01,18,31
96,260520,39420,0.02,200,200,0.01,20,40
96,260520,39420,0.022,220,220,0.01,22,42
96,260520,39420,0.024,240,240,0.01,24,50
96,260520,39420,0.026,260,260,0.01,26,51
96,260520,39420,0.028,280,280,0.01,28,54
96,260520,39420,0.03,300,300,0.01,30,62
96,260520,39420,0.032,320,320,0.01,32,67
96,260520,39420,0.034,340,340,0.01,34,74
96,260520,39420,0.036,360,360,0.01,36,71
96,260520,39420,0.038,380,380,0.01,38,72
96,260520,39420,0.04,400,400,0.01,40,86
97,260520,39420,0.002,20,20,0.01,2,3
97,260520,39420,0.004,40,40,0.01,4,8
97,260520,39420,0.006,60,60,0.01,6,6
97,260520,39420,0.008,80,80,0.01,8,13
97,260520,39420,0.01,100,100,0.01,10,12
97,260520,39420,0.012,120,120,0.01,12,18
97,260520,39420,0.014,140,140,0.01,14,19
97,260520,39420,0.016,160,160,0.01,16,31
97,260520,39420,0.018,180,180,0.01,18,34
97,260520,39420,0.02,200,200,0.01,20,32
97,260520,39420,0.022,220,220,0.01,22,36
97,260520,39420,0.024,240,240,0.01,24,40
97,260520,39420,0.026,260,260,0.01,26,40
97,260520,39420,0.028,280,280,0.01,28,55
97,260520,39420,0.03,300,300,0.01,30,67
97,260520,39420,0.032,320,320,0.01,32,71
97,260520,39420,0.034,340,340,0.01,34,64
97,260520,39420,0.036,360,360,0.01,36,70
97,260520,39420,0.038,380,380,0.01,38,88
97,260520,39420,0.04,400,400,0.01,40,88
98,260520,39420,0.002,20,20,0.01,2,2
98,260520,39420,0.004,40,40,0.01,4,4
98,260520,39420,0.006,60,60,0.01,6,13
98,260520,39420,0.008,80,80,0.01,8,14
98,260520,39420,0.01,100,100,0.01,10,15
98,260520,39420,0.012,120,120,0.01,12,17
98,260520,39420,0.014,140,140,0.01,14,23
98,260520,39420,0.016,160,160,0.01,16,28
98,260520,39420,0.018,180,180,0.01,18,32
98,260520,39420,0.02,200,200,0.01,20,31
98,260520,39420,0.022,220,220,0.01,22,39
98,260520,39420,0.024,240,240,0.01,24,46
98,260520,39420,0.026,260,260,0.01,26,40
98,260520,39420,0.028,280,280,0.01,28,43
98,260520,39420,0.03,300,300,0.01,30,64
98,260520,39420,0.032,320,320,0.01,32,65
98,260520,39420,0.034,340,340,0.01,34,74
98,260520,39420,0.036,360,360,0.01,36,80
98,260520,39420,0.038,380,380,0.01,38,70
98,260520,39420,0.04,400,400,0.01,40,93
99,260520,39420,0.002,20,20,0.01,2,4
99,260520,39420,0.004,40,40,0.01,4,6
99,260520,39420,0.006,60,60,0.01,6,11
99,260520,39420,0.008,80,80,0.01,8,12
99,260520,39420,0.01,100,100,0.01,10,14
99,260520,39420,0.012,120,120,0.01,12,17
99,260520,39420,0.014,140,140,0.01,14,26
99,260520,39420,0.016,160,160,0.01,16,24
99,260520,39420,0.018,180,180,0.01,18,27
99,260520,39420,0.02,200,200,0.01,20,34
99,260520,39420,0.022,220,220,0.01,22,33
99,260520,39420,0.024,240,240,0.01,24,41
99,260520,39420,0.026,260,260,0.01,26,45
99,260520,39420,0.028,280,280,0.01,28,51
99,260520,39420,0.03,300,300,0.01,30,64
99,260520,39420,0.032,320,320,0.01,32,63
99,260520,39420,0.034,340,340,0.01,34,69
99,260520,39420,0.036,360,360,0.01,36,70
99,260520,39420,0.038,380,380,0.01,38,77
99,260520,39420,0.04,400,400,0.01,40,75
100,260520,39420,0.002,20,20,0.01,2,4
100,260520,39420,0.004,40,40,0.01,4,6
100,260520,39420,0.006,60,60,0.01,6,7
100,260520,39420,0.008,80,80,0.01,8,8
100,260520,39420,0.01,100,100,0.01,10,18
100,260520,39420,0.012,120,120,0.01,12,20
100,260520,39420,0.014,140,140,0.01,14,20
100,260520,39420,0.016,160,160,0.01,16,25
100,260520,39420,0.018,180,180,0.01,18,30
100,260520,39420,0.02,200,200,0.01,20,35
100,260520,39420,0.022,220,220,0.01,22,37
100,260520,39420,0.024,240,240,0.01,24,46
100,260520,39420,0.026,260,260,0.01,26,47
100,260520,39420,0.028,280,280,0.01,28,53
100,260520,39420,0.03,300,300,0.01,30,64
100,260520,39420,0.032,320,320,0.01,32,59
100,260520,39420,0.034,340,340,0.01,34,66
100,260520,39420,0.036,360,360,0.01,36,79
100,260520,39420,0.038,380,380,0.01,38,75
100,260520,39420,0.04,400,400,0.01,40,85
