"simulation","date","timesteps","m0","area","Js","nu","K","sp_rich"
29,260520,39420,0.036,360,360,0.01,36,83
29,260520,39420,0.038,380,380,0.01,38,80
29,260520,39420,0.04,400,400,0.01,40,91
30,260520,39420,0.002,20,20,0.01,2,2
30,260520,39420,0.004,40,40,0.01,4,4
30,260520,39420,0.006,60,60,0.01,6,8
30,260520,39420,0.008,80,80,0.01,8,12
30,260520,39420,0.01,100,100,0.01,10,13
30,260520,39420,0.012,120,120,0.01,12,23
30,260520,39420,0.014,140,140,0.01,14,26
30,260520,39420,0.016,160,160,0.01,16,22
30,260520,39420,0.018,180,180,0.01,18,31
30,260520,39420,0.02,200,200,0.01,20,29
30,260520,39420,0.022,220,220,0.01,22,44
30,260520,39420,0.024,240,240,0.01,24,46
30,260520,39420,0.026,260,260,0.01,26,52
30,260520,39420,0.028,280,280,0.01,28,57
30,260520,39420,0.03,300,300,0.01,30,53
30,260520,39420,0.032,320,320,0.01,32,61
30,260520,39420,0.034,340,340,0.01,34,74
30,260520,39420,0.036,360,360,0.01,36,80
30,260520,39420,0.038,380,380,0.01,38,78
30,260520,39420,0.04,400,400,0.01,40,81
31,260520,39420,0.002,20,20,0.01,2,2
31,260520,39420,0.004,40,40,0.01,4,4
31,260520,39420,0.006,60,60,0.01,6,8
31,260520,39420,0.008,80,80,0.01,8,12
31,260520,39420,0.01,100,100,0.01,10,14
31,260520,39420,0.012,120,120,0.01,12,22
31,260520,39420,0.014,140,140,0.01,14,25
31,260520,39420,0.016,160,160,0.01,16,28
31,260520,39420,0.018,180,180,0.01,18,33
31,260520,39420,0.02,200,200,0.01,20,37
31,260520,39420,0.022,220,220,0.01,22,44
31,260520,39420,0.024,240,240,0.01,24,36
31,260520,39420,0.026,260,260,0.01,26,43
31,260520,39420,0.028,280,280,0.01,28,55
31,260520,39420,0.03,300,300,0.01,30,56
31,260520,39420,0.032,320,320,0.01,32,65
31,260520,39420,0.034,340,340,0.01,34,64
31,260520,39420,0.036,360,360,0.01,36,72
31,260520,39420,0.038,380,380,0.01,38,82
31,260520,39420,0.04,400,400,0.01,40,76
32,260520,39420,0.002,20,20,0.01,2,3
32,260520,39420,0.004,40,40,0.01,4,5
32,260520,39420,0.006,60,60,0.01,6,8
32,260520,39420,0.008,80,80,0.01,8,13
32,260520,39420,0.01,100,100,0.01,10,19
32,260520,39420,0.012,120,120,0.01,12,16
32,260520,39420,0.014,140,140,0.01,14,25
32,260520,39420,0.016,160,160,0.01,16,24
32,260520,39420,0.018,180,180,0.01,18,31
32,260520,39420,0.02,200,200,0.01,20,35
32,260520,39420,0.022,220,220,0.01,22,33
32,260520,39420,0.024,240,240,0.01,24,39
32,260520,39420,0.026,260,260,0.01,26,44
32,260520,39420,0.028,280,280,0.01,28,46
32,260520,39420,0.03,300,300,0.01,30,59
32,260520,39420,0.032,320,320,0.01,32,61
32,260520,39420,0.034,340,340,0.01,34,71
32,260520,39420,0.036,360,360,0.01,36,70
32,260520,39420,0.038,380,380,0.01,38,80
32,260520,39420,0.04,400,400,0.01,40,80
33,260520,39420,0.002,20,20,0.01,2,2
33,260520,39420,0.004,40,40,0.01,4,5
33,260520,39420,0.006,60,60,0.01,6,8
33,260520,39420,0.008,80,80,0.01,8,13
33,260520,39420,0.01,100,100,0.01,10,13
33,260520,39420,0.012,120,120,0.01,12,18
33,260520,39420,0.014,140,140,0.01,14,26
33,260520,39420,0.016,160,160,0.01,16,27
33,260520,39420,0.018,180,180,0.01,18,29
33,260520,39420,0.02,200,200,0.01,20,32
33,260520,39420,0.022,220,220,0.01,22,37
33,260520,39420,0.024,240,240,0.01,24,42
33,260520,39420,0.026,260,260,0.01,26,49
33,260520,39420,0.028,280,280,0.01,28,50
33,260520,39420,0.03,300,300,0.01,30,64
33,260520,39420,0.032,320,320,0.01,32,66
33,260520,39420,0.034,340,340,0.01,34,72
33,260520,39420,0.036,360,360,0.01,36,81
33,260520,39420,0.038,380,380,0.01,38,65
33,260520,39420,0.04,400,400,0.01,40,97
34,260520,39420,0.002,20,20,0.01,2,3
34,260520,39420,0.004,40,40,0.01,4,5
34,260520,39420,0.006,60,60,0.01,6,8
34,260520,39420,0.008,80,80,0.01,8,17
34,260520,39420,0.01,100,100,0.01,10,15
34,260520,39420,0.012,120,120,0.01,12,19
34,260520,39420,0.014,140,140,0.01,14,23
34,260520,39420,0.016,160,160,0.01,16,28
34,260520,39420,0.018,180,180,0.01,18,34
34,260520,39420,0.02,200,200,0.01,20,30
34,260520,39420,0.022,220,220,0.01,22,44
34,260520,39420,0.024,240,240,0.01,24,39
34,260520,39420,0.026,260,260,0.01,26,41
34,260520,39420,0.028,280,280,0.01,28,57
34,260520,39420,0.03,300,300,0.01,30,55
34,260520,39420,0.032,320,320,0.01,32,64
34,260520,39420,0.034,340,340,0.01,34,71
34,260520,39420,0.036,360,360,0.01,36,70
34,260520,39420,0.038,380,380,0.01,38,63
34,260520,39420,0.04,400,400,0.01,40,83
35,260520,39420,0.002,20,20,0.01,2,2
35,260520,39420,0.004,40,40,0.01,4,6
35,260520,39420,0.006,60,60,0.01,6,7
35,260520,39420,0.008,80,80,0.01,8,14
35,260520,39420,0.01,100,100,0.01,10,15
35,260520,39420,0.012,120,120,0.01,12,22
35,260520,39420,0.014,140,140,0.01,14,21
35,260520,39420,0.016,160,160,0.01,16,30
35,260520,39420,0.018,180,180,0.01,18,31
35,260520,39420,0.02,200,200,0.01,20,37
35,260520,39420,0.022,220,220,0.01,22,32
35,260520,39420,0.024,240,240,0.01,24,47
35,260520,39420,0.026,260,260,0.01,26,43
35,260520,39420,0.028,280,280,0.01,28,58
35,260520,39420,0.03,300,300,0.01,30,67
35,260520,39420,0.032,320,320,0.01,32,58
35,260520,39420,0.034,340,340,0.01,34,77
35,260520,39420,0.036,360,360,0.01,36,73
35,260520,39420,0.038,380,380,0.01,38,91
35,260520,39420,0.04,400,400,0.01,40,83
36,260520,39420,0.002,20,20,0.01,2,2
36,260520,39420,0.004,40,40,0.01,4,6
36,260520,39420,0.006,60,60,0.01,6,8
36,260520,39420,0.008,80,80,0.01,8,11
36,260520,39420,0.01,100,100,0.01,10,11
36,260520,39420,0.012,120,120,0.01,12,18
36,260520,39420,0.014,140,140,0.01,14,26
36,260520,39420,0.016,160,160,0.01,16,25
36,260520,39420,0.018,180,180,0.01,18,23
36,260520,39420,0.02,200,200,0.01,20,34
36,260520,39420,0.022,220,220,0.01,22,37
36,260520,39420,0.024,240,240,0.01,24,38
36,260520,39420,0.026,260,260,0.01,26,42
36,260520,39420,0.028,280,280,0.01,28,61
36,260520,39420,0.03,300,300,0.01,30,53
36,260520,39420,0.032,320,320,0.01,32,76
36,260520,39420,0.034,340,340,0.01,34,64
36,260520,39420,0.036,360,360,0.01,36,66
36,260520,39420,0.038,380,380,0.01,38,74
36,260520,39420,0.04,400,400,0.01,40,79
37,260520,39420,0.002,20,20,0.01,2,3
37,260520,39420,0.004,40,40,0.01,4,5
37,260520,39420,0.006,60,60,0.01,6,9
37,260520,39420,0.008,80,80,0.01,8,13
37,260520,39420,0.01,100,100,0.01,10,16
37,260520,39420,0.012,120,120,0.01,12,18
37,260520,39420,0.014,140,140,0.01,14,26
37,260520,39420,0.016,160,160,0.01,16,26
37,260520,39420,0.018,180,180,0.01,18,26
37,260520,39420,0.02,200,200,0.01,20,31
37,260520,39420,0.022,220,220,0.01,22,33
37,260520,39420,0.024,240,240,0.01,24,39
37,260520,39420,0.026,260,260,0.01,26,49
37,260520,39420,0.028,280,280,0.01,28,48
37,260520,39420,0.03,300,300,0.01,30,57
37,260520,39420,0.032,320,320,0.01,32,61
37,260520,39420,0.034,340,340,0.01,34,76
37,260520,39420,0.036,360,360,0.01,36,70
37,260520,39420,0.038,380,380,0.01,38,79
37,260520,39420,0.04,400,400,0.01,40,71
38,260520,39420,0.002,20,20,0.01,2,2
38,260520,39420,0.004,40,40,0.01,4,6
38,260520,39420,0.006,60,60,0.01,6,9
38,260520,39420,0.008,80,80,0.01,8,12
38,260520,39420,0.01,100,100,0.01,10,18
38,260520,39420,0.012,120,120,0.01,12,19
38,260520,39420,0.014,140,140,0.01,14,21
38,260520,39420,0.016,160,160,0.01,16,27
38,260520,39420,0.018,180,180,0.01,18,32
38,260520,39420,0.02,200,200,0.01,20,38
38,260520,39420,0.022,220,220,0.01,22,37
38,260520,39420,0.024,240,240,0.01,24,47
38,260520,39420,0.026,260,260,0.01,26,56
38,260520,39420,0.028,280,280,0.01,28,53
38,260520,39420,0.03,300,300,0.01,30,57
38,260520,39420,0.032,320,320,0.01,32,56
38,260520,39420,0.034,340,340,0.01,34,62
38,260520,39420,0.036,360,360,0.01,36,75
38,260520,39420,0.038,380,380,0.01,38,72
38,260520,39420,0.04,400,400,0.01,40,86
39,260520,39420,0.002,20,20,0.01,2,3
39,260520,39420,0.004,40,40,0.01,4,4
39,260520,39420,0.006,60,60,0.01,6,9
39,260520,39420,0.008,80,80,0.01,8,10
39,260520,39420,0.01,100,100,0.01,10,16
39,260520,39420,0.012,120,120,0.01,12,17
39,260520,39420,0.014,140,140,0.01,14,25
39,260520,39420,0.016,160,160,0.01,16,25
39,260520,39420,0.018,180,180,0.01,18,32
39,260520,39420,0.02,200,200,0.01,20,30
39,260520,39420,0.022,220,220,0.01,22,36
39,260520,39420,0.024,240,240,0.01,24,47
39,260520,39420,0.026,260,260,0.01,26,52
39,260520,39420,0.028,280,280,0.01,28,53
39,260520,39420,0.03,300,300,0.01,30,60
39,260520,39420,0.032,320,320,0.01,32,59
39,260520,39420,0.034,340,340,0.01,34,77
39,260520,39420,0.036,360,360,0.01,36,67
39,260520,39420,0.038,380,380,0.01,38,66
39,260520,39420,0.04,400,400,0.01,40,90
40,260520,39420,0.002,20,20,0.01,2,4
40,260520,39420,0.004,40,40,0.01,4,4
40,260520,39420,0.006,60,60,0.01,6,10
40,260520,39420,0.008,80,80,0.01,8,11
40,260520,39420,0.01,100,100,0.01,10,16
40,260520,39420,0.012,120,120,0.01,12,20
40,260520,39420,0.014,140,140,0.01,14,20
40,260520,39420,0.016,160,160,0.01,16,28
40,260520,39420,0.018,180,180,0.01,18,32
40,260520,39420,0.02,200,200,0.01,20,37
40,260520,39420,0.022,220,220,0.01,22,40
40,260520,39420,0.024,240,240,0.01,24,45
40,260520,39420,0.026,260,260,0.01,26,52
40,260520,39420,0.028,280,280,0.01,28,54
40,260520,39420,0.03,300,300,0.01,30,64
40,260520,39420,0.032,320,320,0.01,32,67
40,260520,39420,0.034,340,340,0.01,34,73
40,260520,39420,0.036,360,360,0.01,36,78
40,260520,39420,0.038,380,380,0.01,38,76
40,260520,39420,0.04,400,400,0.01,40,80
41,260520,39420,0.002,20,20,0.01,2,2
41,260520,39420,0.004,40,40,0.01,4,5
41,260520,39420,0.006,60,60,0.01,6,9
41,260520,39420,0.008,80,80,0.01,8,11
41,260520,39420,0.01,100,100,0.01,10,17
41,260520,39420,0.012,120,120,0.01,12,20
41,260520,39420,0.014,140,140,0.01,14,23
41,260520,39420,0.016,160,160,0.01,16,27
41,260520,39420,0.018,180,180,0.01,18,28
41,260520,39420,0.02,200,200,0.01,20,33
41,260520,39420,0.022,220,220,0.01,22,46
41,260520,39420,0.024,240,240,0.01,24,44
41,260520,39420,0.026,260,260,0.01,26,51
41,260520,39420,0.028,280,280,0.01,28,51
41,260520,39420,0.03,300,300,0.01,30,52
41,260520,39420,0.032,320,320,0.01,32,63
41,260520,39420,0.034,340,340,0.01,34,70
41,260520,39420,0.036,360,360,0.01,36,81
41,260520,39420,0.038,380,380,0.01,38,77
41,260520,39420,0.04,400,400,0.01,40,80
42,260520,39420,0.002,20,20,0.01,2,3
42,260520,39420,0.004,40,40,0.01,4,9
42,260520,39420,0.006,60,60,0.01,6,6
42,260520,39420,0.008,80,80,0.01,8,13
42,260520,39420,0.01,100,100,0.01,10,15
42,260520,39420,0.012,120,120,0.01,12,19
42,260520,39420,0.014,140,140,0.01,14,30
42,260520,39420,0.016,160,160,0.01,16,24
42,260520,39420,0.018,180,180,0.01,18,28
42,260520,39420,0.02,200,200,0.01,20,31
42,260520,39420,0.022,220,220,0.01,22,36
42,260520,39420,0.024,240,240,0.01,24,43
42,260520,39420,0.026,260,260,0.01,26,48
42,260520,39420,0.028,280,280,0.01,28,55
42,260520,39420,0.03,300,300,0.01,30,62
42,260520,39420,0.032,320,320,0.01,32,68
42,260520,39420,0.034,340,340,0.01,34,74
42,260520,39420,0.036,360,360,0.01,36,71
42,260520,39420,0.038,380,380,0.01,38,81
42,260520,39420,0.04,400,400,0.01,40,83
43,260520,39420,0.002,20,20,0.01,2,2
43,260520,39420,0.004,40,40,0.01,4,9
43,260520,39420,0.006,60,60,0.01,6,9
43,260520,39420,0.008,80,80,0.01,8,14
43,260520,39420,0.01,100,100,0.01,10,15
43,260520,39420,0.012,120,120,0.01,12,20
43,260520,39420,0.014,140,140,0.01,14,24
43,260520,39420,0.016,160,160,0.01,16,26
43,260520,39420,0.018,180,180,0.01,18,30
43,260520,39420,0.02,200,200,0.01,20,31
43,260520,39420,0.022,220,220,0.01,22,44
43,260520,39420,0.024,240,240,0.01,24,39
43,260520,39420,0.026,260,260,0.01,26,47
43,260520,39420,0.028,280,280,0.01,28,59
43,260520,39420,0.03,300,300,0.01,30,56
43,260520,39420,0.032,320,320,0.01,32,51
43,260520,39420,0.034,340,340,0.01,34,70
43,260520,39420,0.036,360,360,0.01,36,78
43,260520,39420,0.038,380,380,0.01,38,81
43,260520,39420,0.04,400,400,0.01,40,79
44,260520,39420,0.002,20,20,0.01,2,5
44,260520,39420,0.004,40,40,0.01,4,4
44,260520,39420,0.006,60,60,0.01,6,7
44,260520,39420,0.008,80,80,0.01,8,14
44,260520,39420,0.01,100,100,0.01,10,16
44,260520,39420,0.012,120,120,0.01,12,18
44,260520,39420,0.014,140,140,0.01,14,18
44,260520,39420,0.016,160,160,0.01,16,28
44,260520,39420,0.018,180,180,0.01,18,31
44,260520,39420,0.02,200,200,0.01,20,38
44,260520,39420,0.022,220,220,0.01,22,37
44,260520,39420,0.024,240,240,0.01,24,42
44,260520,39420,0.026,260,260,0.01,26,55
44,260520,39420,0.028,280,280,0.01,28,47
44,260520,39420,0.03,300,300,0.01,30,64
44,260520,39420,0.032,320,320,0.01,32,65
44,260520,39420,0.034,340,340,0.01,34,66
44,260520,39420,0.036,360,360,0.01,36,77
44,260520,39420,0.038,380,380,0.01,38,84
44,260520,39420,0.04,400,400,0.01,40,91
45,260520,39420,0.002,20,20,0.01,2,4
45,260520,39420,0.004,40,40,0.01,4,5
45,260520,39420,0.006,60,60,0.01,6,7
45,260520,39420,0.008,80,80,0.01,8,10
45,260520,39420,0.01,100,100,0.01,10,13
45,260520,39420,0.012,120,120,0.01,12,18
45,260520,39420,0.014,140,140,0.01,14,21
45,260520,39420,0.016,160,160,0.01,16,28
45,260520,39420,0.018,180,180,0.01,18,37
45,260520,39420,0.02,200,200,0.01,20,34
45,260520,39420,0.022,220,220,0.01,22,40
45,260520,39420,0.024,240,240,0.01,24,48
45,260520,39420,0.026,260,260,0.01,26,43
45,260520,39420,0.028,280,280,0.01,28,55
45,260520,39420,0.03,300,300,0.01,30,60
45,260520,39420,0.032,320,320,0.01,32,63
45,260520,39420,0.034,340,340,0.01,34,73
45,260520,39420,0.036,360,360,0.01,36,73
45,260520,39420,0.038,380,380,0.01,38,64
45,260520,39420,0.04,400,400,0.01,40,78
46,260520,39420,0.002,20,20,0.01,2,2
46,260520,39420,0.004,40,40,0.01,4,7
46,260520,39420,0.006,60,60,0.01,6,8
46,260520,39420,0.008,80,80,0.01,8,16
46,260520,39420,0.01,100,100,0.01,10,15
46,260520,39420,0.012,120,120,0.01,12,17
46,260520,39420,0.014,140,140,0.01,14,25
46,260520,39420,0.016,160,160,0.01,16,25
46,260520,39420,0.018,180,180,0.01,18,29
46,260520,39420,0.02,200,200,0.01,20,30
46,260520,39420,0.022,220,220,0.01,22,36
46,260520,39420,0.024,240,240,0.01,24,46
46,260520,39420,0.026,260,260,0.01,26,45
46,260520,39420,0.028,280,280,0.01,28,52
46,260520,39420,0.03,300,300,0.01,30,59
46,260520,39420,0.032,320,320,0.01,32,60
46,260520,39420,0.034,340,340,0.01,34,70
46,260520,39420,0.036,360,360,0.01,36,70
46,260520,39420,0.038,380,380,0.01,38,80
46,260520,39420,0.04,400,400,0.01,40,84
47,260520,39420,0.002,20,20,0.01,2,2
47,260520,39420,0.004,40,40,0.01,4,6
47,260520,39420,0.006,60,60,0.01,6,8
47,260520,39420,0.008,80,80,0.01,8,16
47,260520,39420,0.01,100,100,0.01,10,17
47,260520,39420,0.012,120,120,0.01,12,14
47,260520,39420,0.014,140,140,0.01,14,21
47,260520,39420,0.016,160,160,0.01,16,23
47,260520,39420,0.018,180,180,0.01,18,30
47,260520,39420,0.02,200,200,0.01,20,33
47,260520,39420,0.022,220,220,0.01,22,37
47,260520,39420,0.024,240,240,0.01,24,44
47,260520,39420,0.026,260,260,0.01,26,42
47,260520,39420,0.028,280,280,0.01,28,50
47,260520,39420,0.03,300,300,0.01,30,50
47,260520,39420,0.032,320,320,0.01,32,57
47,260520,39420,0.034,340,340,0.01,34,59
47,260520,39420,0.036,360,360,0.01,36,72
47,260520,39420,0.038,380,380,0.01,38,82
47,260520,39420,0.04,400,400,0.01,40,86
48,260520,39420,0.002,20,20,0.01,2,5
48,260520,39420,0.004,40,40,0.01,4,5
48,260520,39420,0.006,60,60,0.01,6,8
48,260520,39420,0.008,80,80,0.01,8,12
48,260520,39420,0.01,100,100,0.01,10,13
48,260520,39420,0.012,120,120,0.01,12,17
48,260520,39420,0.014,140,140,0.01,14,25
48,260520,39420,0.016,160,160,0.01,16,23
48,260520,39420,0.018,180,180,0.01,18,33
48,260520,39420,0.02,200,200,0.01,20,32
48,260520,39420,0.022,220,220,0.01,22,40
48,260520,39420,0.024,240,240,0.01,24,42
48,260520,39420,0.026,260,260,0.01,26,47
48,260520,39420,0.028,280,280,0.01,28,55
48,260520,39420,0.03,300,300,0.01,30,55
48,260520,39420,0.032,320,320,0.01,32,59
48,260520,39420,0.034,340,340,0.01,34,66
48,260520,39420,0.036,360,360,0.01,36,77
48,260520,39420,0.038,380,380,0.01,38,70
48,260520,39420,0.04,400,400,0.01,40,89
49,260520,39420,0.002,20,20,0.01,2,3
49,260520,39420,0.004,40,40,0.01,4,6
49,260520,39420,0.006,60,60,0.01,6,9
49,260520,39420,0.008,80,80,0.01,8,10
49,260520,39420,0.01,100,100,0.01,10,18
49,260520,39420,0.012,120,120,0.01,12,20
49,260520,39420,0.014,140,140,0.01,14,20
49,260520,39420,0.016,160,160,0.01,16,28
49,260520,39420,0.018,180,180,0.01,18,34
49,260520,39420,0.02,200,200,0.01,20,35
49,260520,39420,0.022,220,220,0.01,22,45
49,260520,39420,0.024,240,240,0.01,24,42
49,260520,39420,0.026,260,260,0.01,26,48
49,260520,39420,0.028,280,280,0.01,28,50
49,260520,39420,0.03,300,300,0.01,30,67
49,260520,39420,0.032,320,320,0.01,32,63
49,260520,39420,0.034,340,340,0.01,34,77
49,260520,39420,0.036,360,360,0.01,36,76
49,260520,39420,0.038,380,380,0.01,38,78
49,260520,39420,0.04,400,400,0.01,40,87
50,260520,39420,0.002,20,20,0.01,2,4
50,260520,39420,0.004,40,40,0.01,4,5
50,260520,39420,0.006,60,60,0.01,6,9
50,260520,39420,0.008,80,80,0.01,8,14
50,260520,39420,0.01,100,100,0.01,10,17
50,260520,39420,0.012,120,120,0.01,12,21
50,260520,39420,0.014,140,140,0.01,14,21
50,260520,39420,0.016,160,160,0.01,16,29
50,260520,39420,0.018,180,180,0.01,18,30
50,260520,39420,0.02,200,200,0.01,20,29
50,260520,39420,0.022,220,220,0.01,22,43
50,260520,39420,0.024,240,240,0.01,24,49
50,260520,39420,0.026,260,260,0.01,26,54
50,260520,39420,0.028,280,280,0.01,28,50
50,260520,39420,0.03,300,300,0.01,30,61
50,260520,39420,0.032,320,320,0.01,32,65
50,260520,39420,0.034,340,340,0.01,34,66
50,260520,39420,0.036,360,360,0.01,36,71
50,260520,39420,0.038,380,380,0.01,38,70
50,260520,39420,0.04,400,400,0.01,40,83
51,260520,39420,0.002,20,20,0.01,2,2
51,260520,39420,0.004,40,40,0.01,4,7
51,260520,39420,0.006,60,60,0.01,6,9
51,260520,39420,0.008,80,80,0.01,8,9
51,260520,39420,0.01,100,100,0.01,10,16
51,260520,39420,0.012,120,120,0.01,12,20
51,260520,39420,0.014,140,140,0.01,14,17
51,260520,39420,0.016,160,160,0.01,16,27
51,260520,39420,0.018,180,180,0.01,18,29
51,260520,39420,0.02,200,200,0.01,20,38
51,260520,39420,0.022,220,220,0.01,22,40
51,260520,39420,0.024,240,240,0.01,24,43
51,260520,39420,0.026,260,260,0.01,26,42
51,260520,39420,0.028,280,280,0.01,28,47
51,260520,39420,0.03,300,300,0.01,30,51
51,260520,39420,0.032,320,320,0.01,32,66
51,260520,39420,0.034,340,340,0.01,34,67
51,260520,39420,0.036,360,360,0.01,36,68
51,260520,39420,0.038,380,380,0.01,38,79
51,260520,39420,0.04,400,400,0.01,40,92
52,260520,39420,0.002,20,20,0.01,2,2
52,260520,39420,0.004,40,40,0.01,4,8
52,260520,39420,0.006,60,60,0.01,6,9
52,260520,39420,0.008,80,80,0.01,8,13
52,260520,39420,0.01,100,100,0.01,10,20
52,260520,39420,0.012,120,120,0.01,12,17
52,260520,39420,0.014,140,140,0.01,14,28
52,260520,39420,0.016,160,160,0.01,16,27
52,260520,39420,0.018,180,180,0.01,18,31
52,260520,39420,0.02,200,200,0.01,20,39
52,260520,39420,0.022,220,220,0.01,22,37
52,260520,39420,0.024,240,240,0.01,24,47
52,260520,39420,0.026,260,260,0.01,26,38
52,260520,39420,0.028,280,280,0.01,28,57
52,260520,39420,0.03,300,300,0.01,30,52
52,260520,39420,0.032,320,320,0.01,32,66
52,260520,39420,0.034,340,340,0.01,34,64
52,260520,39420,0.036,360,360,0.01,36,71
52,260520,39420,0.038,380,380,0.01,38,72
52,260520,39420,0.04,400,400,0.01,40,77
53,260520,39420,0.002,20,20,0.01,2,3
53,260520,39420,0.004,40,40,0.01,4,6
53,260520,39420,0.006,60,60,0.01,6,7
53,260520,39420,0.008,80,80,0.01,8,10
53,260520,39420,0.01,100,100,0.01,10,14
53,260520,39420,0.012,120,120,0.01,12,24
53,260520,39420,0.014,140,140,0.01,14,20
53,260520,39420,0.016,160,160,0.01,16,28
53,260520,39420,0.018,180,180,0.01,18,27
53,260520,39420,0.02,200,200,0.01,20,30
53,260520,39420,0.022,220,220,0.01,22,39
53,260520,39420,0.024,240,240,0.01,24,47
53,260520,39420,0.026,260,260,0.01,26,47
53,260520,39420,0.028,280,280,0.01,28,53
53,260520,39420,0.03,300,300,0.01,30,56
53,260520,39420,0.032,320,320,0.01,32,62
53,260520,39420,0.034,340,340,0.01,34,76
53,260520,39420,0.036,360,360,0.01,36,69
53,260520,39420,0.038,380,380,0.01,38,81
53,260520,39420,0.04,400,400,0.01,40,89
54,260520,39420,0.002,20,20,0.01,2,2
54,260520,39420,0.004,40,40,0.01,4,5
54,260520,39420,0.006,60,60,0.01,6,9
54,260520,39420,0.008,80,80,0.01,8,14
54,260520,39420,0.01,100,100,0.01,10,16
54,260520,39420,0.012,120,120,0.01,12,15
54,260520,39420,0.014,140,140,0.01,14,21
54,260520,39420,0.016,160,160,0.01,16,28
54,260520,39420,0.018,180,180,0.01,18,33
54,260520,39420,0.02,200,200,0.01,20,45
54,260520,39420,0.022,220,220,0.01,22,38
54,260520,39420,0.024,240,240,0.01,24,39
54,260520,39420,0.026,260,260,0.01,26,44
54,260520,39420,0.028,280,280,0.01,28,48
54,260520,39420,0.03,300,300,0.01,30,59
54,260520,39420,0.032,320,320,0.01,32,62
54,260520,39420,0.034,340,340,0.01,34,64
54,260520,39420,0.036,360,360,0.01,36,79
54,260520,39420,0.038,380,380,0.01,38,86
54,260520,39420,0.04,400,400,0.01,40,82
55,260520,39420,0.002,20,20,0.01,2,3
55,260520,39420,0.004,40,40,0.01,4,5
55,260520,39420,0.006,60,60,0.01,6,6
55,260520,39420,0.008,80,80,0.01,8,11
55,260520,39420,0.01,100,100,0.01,10,13
55,260520,39420,0.012,120,120,0.01,12,24
55,260520,39420,0.014,140,140,0.01,14,23
55,260520,39420,0.016,160,160,0.01,16,22
55,260520,39420,0.018,180,180,0.01,18,24
55,260520,39420,0.02,200,200,0.01,20,30
55,260520,39420,0.022,220,220,0.01,22,44
55,260520,39420,0.024,240,240,0.01,24,45
55,260520,39420,0.026,260,260,0.01,26,46
55,260520,39420,0.028,280,280,0.01,28,51
55,260520,39420,0.03,300,300,0.01,30,48
55,260520,39420,0.032,320,320,0.01,32,67
55,260520,39420,0.034,340,340,0.01,34,69
55,260520,39420,0.036,360,360,0.01,36,67
55,260520,39420,0.038,380,380,0.01,38,78
55,260520,39420,0.04,400,400,0.01,40,92
56,260520,39420,0.002,20,20,0.01,2,3
56,260520,39420,0.004,40,40,0.01,4,7
56,260520,39420,0.006,60,60,0.01,6,8
56,260520,39420,0.008,80,80,0.01,8,12
56,260520,39420,0.01,100,100,0.01,10,16
56,260520,39420,0.012,120,120,0.01,12,19
56,260520,39420,0.014,140,140,0.01,14,22
56,260520,39420,0.016,160,160,0.01,16,24
56,260520,39420,0.018,180,180,0.01,18,29
56,260520,39420,0.02,200,200,0.01,20,34
56,260520,39420,0.022,220,220,0.01,22,44
56,260520,39420,0.024,240,240,0.01,24,52
56,260520,39420,0.026,260,260,0.01,26,46
56,260520,39420,0.028,280,280,0.01,28,55
56,260520,39420,0.03,300,300,0.01,30,63
56,260520,39420,0.032,320,320,0.01,32,62
56,260520,39420,0.034,340,340,0.01,34,63
56,260520,39420,0.036,360,360,0.01,36,65
56,260520,39420,0.038,380,380,0.01,38,67
56,260520,39420,0.04,400,400,0.01,40,78
57,260520,39420,0.002,20,20,0.01,2,3
57,260520,39420,0.004,40,40,0.01,4,6
57,260520,39420,0.006,60,60,0.01,6,9
57,260520,39420,0.008,80,80,0.01,8,17
57,260520,39420,0.01,100,100,0.01,10,17
57,260520,39420,0.012,120,120,0.01,12,20
57,260520,39420,0.014,140,140,0.01,14,21
57,260520,39420,0.016,160,160,0.01,16,29
57,260520,39420,0.018,180,180,0.01,18,29
57,260520,39420,0.02,200,200,0.01,20,41
57,260520,39420,0.022,220,220,0.01,22,48
57,260520,39420,0.024,240,240,0.01,24,40
57,260520,39420,0.026,260,260,0.01,26,52
57,260520,39420,0.028,280,280,0.01,28,55
57,260520,39420,0.03,300,300,0.01,30,59
57,260520,39420,0.032,320,320,0.01,32,59
57,260520,39420,0.034,340,340,0.01,34,63
57,260520,39420,0.036,360,360,0.01,36,71
57,260520,39420,0.038,380,380,0.01,38,72
57,260520,39420,0.04,400,400,0.01,40,84
58,260520,39420,0.002,20,20,0.01,2,3
58,260520,39420,0.004,40,40,0.01,4,6
58,260520,39420,0.006,60,60,0.01,6,10
58,260520,39420,0.008,80,80,0.01,8,12
58,260520,39420,0.01,100,100,0.01,10,15
58,260520,39420,0.012,120,120,0.01,12,15
58,260520,39420,0.014,140,140,0.01,14,29
58,260520,39420,0.016,160,160,0.01,16,27
58,260520,39420,0.018,180,180,0.01,18,33
58,260520,39420,0.02,200,200,0.01,20,37
58,260520,39420,0.022,220,220,0.01,22,40
58,260520,39420,0.024,240,240,0.01,24,44
58,260520,39420,0.026,260,260,0.01,26,49
58,260520,39420,0.028,280,280,0.01,28,54
58,260520,39420,0.03,300,300,0.01,30,62
58,260520,39420,0.032,320,320,0.01,32,56
58,260520,39420,0.034,340,340,0.01,34,67
58,260520,39420,0.036,360,360,0.01,36,73
58,260520,39420,0.038,380,380,0.01,38,74
