"","Coefficients","Estimate","Standard Error","t-value","p.value","R-Squared","Variate"
"1","(Intercept)",12.927,0.018,736.329,"$<$ 0.001",0.965,"Niche_Area_Migration"
"2","z.K_num",5.071,0.021,245.11,"$<$ 0.001",0.965,"Niche_Area_Migration"
"3","z.area",3.179,0.021,153.648,"$<$ 0.001",0.965,"Niche_Area_Migration"
"4","z.migration",1.769,0.018,100.762,"$<$ 0.001",0.965,"Niche_Area_Migration"
"5","(Intercept)",12.927,0.028,462.115,"$<$ 0.001",0.911,"Niche_Area"
"6","z.K_num",5.071,0.033,153.829,"$<$ 0.001",0.911,"Niche_Area"
"7","z.area",3.179,0.033,96.429,"$<$ 0.001",0.911,"Niche_Area"
"8","(Intercept)",12.927,0.043,297.728,"$<$ 0.001",0.786,"Niche"
"9","z.K_num",6.752,0.043,155.482,"$<$ 0.001",0.786,"Niche"
