"Mean Difference","Solman_Sim Mean","Chisholm_Model Mean","t-value","p-value","df","conf. low","conf. high","method","alternative"
-0.1,5.5,5.6,-5.4,"$<$ 0.001",271940.18,-0.14,-0.06,"Welch Two Sample t-test","two.sided"
