"Mean Difference","Solman_Sim Mean","Chisholm_Model Mean","t-value","p-value","df","conf. low","conf. high","method","alternative"
-0.1,5.49,5.59,-5.06,"$<$ 0.001",263944.31,-0.14,-0.06,"Welch Two Sample t-test","two.sided"
