"","ID","t","LogN","Model"
"1",29,0,-5.31024865115946,"Gompertz"
"2",29,0.5,-5.25054213121043,"Gompertz"
"3",29,1,-5.19090849689403,"Gompertz"
"4",29,1.5,-5.1313891535875,"Gompertz"
"5",29,2,-5.07202415830028,"Gompertz"
"6",29,2.5,-5.01285217851032,"Gompertz"
"7",29,3,-4.95391045800806,"Gompertz"
"8",29,3.5,-4.89523478943264,"Gompertz"
"9",29,4,-4.83685949317238,"Gompertz"
"10",29,4.5,-4.77881740229117,"Gompertz"
"11",29,5,-4.72113985313669,"Gompertz"
"12",29,5.5,-4.66385668128211,"Gompertz"
"13",29,6,-4.60699622245258,"Gompertz"
"14",29,6.5,-4.55058531808893,"Gompertz"
"15",29,7,-4.49464932520483,"Gompertz"
"16",29,7.5,-4.43921213019907,"Gompertz"
"17",29,8,-4.38429616629168,"Gompertz"
"18",29,8.5,-4.32992243426131,"Gompertz"
"19",29,9,-4.27611052617106,"Gompertz"
"20",29,9.5,-4.22287865178038,"Gompertz"
"21",29,10,-4.17024366735287,"Gompertz"
"22",29,10.5,-4.11822110658141,"Gompertz"
"23",29,11,-4.06682521336537,"Gompertz"
"24",29,11.5,-4.01606897618725,"Gompertz"
"25",29,12,-3.96596416385,"Gompertz"
"26",29,12.5,-3.91652136234915,"Gompertz"
"27",29,13,-3.86775001266793,"Gompertz"
"28",29,13.5,-3.8196584492964,"Gompertz"
"29",29,14,-3.77225393928925,"Gompertz"
"30",29,14.5,-3.72554272168982,"Gompertz"
"31",29,15,-3.67953004716048,"Gompertz"
"32",29,15.5,-3.63422021767191,"Gompertz"
"33",29,16,-3.58961662611606,"Gompertz"
"34",29,16.5,-3.5457217957187,"Gompertz"
"35",29,17,-3.50253741913889,"Gompertz"
"36",29,17.5,-3.46006439715337,"Gompertz"
"37",29,18,-3.41830287683363,"Gompertz"
"38",29,18.5,-3.37725228913371,"Gompertz"
"39",29,19,-3.33691138581532,"Gompertz"
"40",29,19.5,-3.29727827564596,"Gompertz"
"41",29,20,-3.2583504598137,"Gompertz"
"42",29,20.5,-3.22012486650985,"Gompertz"
"43",29,21,-3.18259788463825,"Gompertz"
"44",29,21.5,-3.14576539661615,"Gompertz"
"45",29,22,-3.10962281023837,"Gompertz"
"46",29,22.5,-3.0741650895817,"Gompertz"
"47",29,23,-3.03938678493241,"Gompertz"
"48",29,23.5,-3.00528206172406,"Gompertz"
"49",29,24,-2.97184472847786,"Gompertz"
"50",29,24.5,-2.93906826374163,"Gompertz"
"51",29,25,-2.90694584202724,"Gompertz"
"52",29,25.5,-2.87547035874999,"Gompertz"
"53",29,26,-2.84463445417626,"Gompertz"
"54",29,26.5,-2.81443053638872,"Gompertz"
"55",29,27,-2.78485080328072,"Gompertz"
"56",29,27.5,-2.75588726359383,"Gompertz"
"57",29,28,-2.72753175701432,"Gompertz"
"58",29,28.5,-2.69977597334629,"Gompertz"
"59",29,29,-2.67261147078025,"Gompertz"
"60",29,29.5,-2.64602969327771,"Gompertz"
"61",29,30,-2.620021987093,"Gompertz"
