"","ID","t","LogN","Model"
"1",37,0,-5.2598208059718,"Gompertz"
"2",37,0.5,-5.2598208059718,"Gompertz"
"3",37,1,-5.2598208059718,"Gompertz"
"4",37,1.5,-5.2598208059718,"Gompertz"
"5",37,2,-5.2598208059718,"Gompertz"
"6",37,2.5,-5.2598208059718,"Gompertz"
"7",37,3,-5.2598208059718,"Gompertz"
"8",37,3.5,-5.2598208059718,"Gompertz"
"9",37,4,-5.2598208059718,"Gompertz"
"10",37,4.5,-5.2598208059718,"Gompertz"
"11",37,5,-5.2598208059718,"Gompertz"
"12",37,5.5,-5.2598208059718,"Gompertz"
"13",37,6,-5.2598208059718,"Gompertz"
"14",37,6.5,-5.2598208059718,"Gompertz"
"15",37,7,-5.2598208059718,"Gompertz"
"16",37,7.5,-5.2598208059718,"Gompertz"
"17",37,8,-5.2598208059718,"Gompertz"
"18",37,8.5,-5.25982080597179,"Gompertz"
"19",37,9,-5.25982080597158,"Gompertz"
"20",37,9.5,-5.25982080596793,"Gompertz"
"21",37,10,-5.25982080591965,"Gompertz"
"22",37,10.5,-5.25982080542107,"Gompertz"
"23",37,11,-5.25982080130628,"Gompertz"
"24",37,11.5,-5.25982077360819,"Gompertz"
"25",37,12,-5.25982061867515,"Gompertz"
"26",37,12.5,-5.25981988620032,"Gompertz"
"27",37,13,-5.25981691392199,"Gompertz"
"28",37,13.5,-5.25980641556765,"Gompertz"
"29",37,14,-5.25977372497397,"Gompertz"
"30",37,14.5,-5.25968293732327,"Gompertz"
"31",37,15,-5.25945568491914,"Gompertz"
"32",37,15.5,-5.25893804587944,"Gompertz"
"33",37,16,-5.25785570892231,"Gompertz"
"34",37,16.5,-5.25576183781012,"Gompertz"
"35",37,17,-5.25198689501286,"Gompertz"
"36",37,17.5,-5.24560310041238,"Gompertz"
"37",37,18,-5.23541646972476,"Gompertz"
"38",37,18.5,-5.21999578155737,"Gompertz"
"39",37,19,-5.19774108365508,"Gompertz"
"40",37,19.5,-5.166986350955,"Gompertz"
"41",37,20,-5.12612392001299,"Gompertz"
"42",37,20.5,-5.07373415305869,"Gompertz"
"43",37,21,-5.00870323072988,"Gompertz"
"44",37,21.5,-4.9303147465717,"Gompertz"
"45",37,22,-4.83830579966402,"Gompertz"
"46",37,22.5,-4.73288415767693,"Gompertz"
"47",37,23,-4.61470851502693,"Gompertz"
"48",37,23.5,-4.48483802065954,"Gompertz"
"49",37,24,-4.34465970302401,"Gompertz"
"50",37,24.5,-4.19580320576636,"Gompertz"
"51",37,25,-4.04005168116533,"Gompertz"
"52",37,25.5,-3.87925621539337,"Gompertz"
"53",37,26,-3.71525923192932,"Gompertz"
"54",37,26.5,-3.54983031355577,"Gompertz"
"55",37,27,-3.38461606502149,"Gompertz"
"56",37,27.5,-3.2211041600843,"Gompertz"
"57",37,28,-3.06060063562257,"Gompertz"
"58",37,28.5,-2.90421880070721,"Gompertz"
"59",37,29,-2.75287776725664,"Gompertz"
"60",37,29.5,-2.6073085092487,"Gompertz"
"61",37,30,-2.46806544452048,"Gompertz"
