"","ID","t","LogN","Model"
"1",98,0,1.28063407576082,"Gompertz"
"2",98,0.5,1.28063407655793,"Gompertz"
"3",98,1,1.28063407799623,"Gompertz"
"4",98,1.5,1.28063408054722,"Gompertz"
"5",98,2,1.28063408499663,"Gompertz"
"6",98,2.5,1.2806340926321,"Gompertz"
"7",98,3,1.28063410552948,"Gompertz"
"8",98,3.5,1.28063412698271,"Gompertz"
"9",98,4,1.28063416213825,"Gompertz"
"10",98,4.5,1.28063421891696,"Gompertz"
"11",98,5,1.2806343093325,"Gompertz"
"12",98,5.5,1.28063445134844,"Gompertz"
"13",98,6,1.28063467145513,"Gompertz"
"14",98,6.5,1.28063500819358,"Gompertz"
"15",98,7,1.28063551690579,"Gompertz"
"16",98,7.5,1.28063627604946,"Gompertz"
"17",98,8,1.28063739547767,"Gompertz"
"18",98,8.5,1.28063902715013,"Gompertz"
"19",98,9,1.28064137880834,"Gompertz"
"20",98,9.5,1.28064473120978,"Gompertz"
"21",98,10,1.28064945957247,"Gompertz"
"22",98,10.5,1.28065605992545,"Gompertz"
"23",98,11,1.28066518108931,"Gompertz"
"24",98,11.5,1.2806776630179,"Gompertz"
"25",98,12,1.28069458221377,"Gompertz"
"26",98,12.5,1.28071730488031,"Gompertz"
"27",98,13,1.28074754839049,"Gompertz"
"28",98,13.5,1.28078745153184,"Gompertz"
"29",98,14,1.2808396538292,"Gompertz"
"30",98,14.5,1.28090738405104,"Gompertz"
"31",98,15,1.28099455777362,"Gompertz"
"32",98,15.5,1.28110588361441,"Gompertz"
"33",98,16,1.28124697745697,"Gompertz"
"34",98,16.5,1.28142448368264,"Gompertz"
"35",98,17,1.28164620210726,"Gompertz"
"36",98,17.5,1.28192121900604,"Gompertz"
"37",98,18,1.28226004030558,"Gompertz"
"38",98,18.5,1.28267472474158,"Gompertz"
"39",98,19,1.28317901453525,"Gompertz"
"40",98,19.5,1.28378846094033,"Gompertz"
"41",98,20,1.28452054186669,"Gompertz"
"42",98,20.5,1.28539476870308,"Gompertz"
"43",98,21,1.28643277944653,"Gompertz"
"44",98,21.5,1.28765841530353,"Gompertz"
"45",98,22,1.28909777805924,"Gompertz"
"46",98,22.5,1.29077926571548,"Gompertz"
"47",98,23,1.29273358417102,"Gompertz"
"48",98,23.5,1.29499373305526,"Gompertz"
"49",98,24,1.29759496421825,"Gompertz"
"50",98,24.5,1.30057471181901,"Gompertz"
"51",98,25,1.30397249342729,"Gompertz"
"52",98,25.5,1.30782978205037,"Gompertz"
"53",98,26,1.31218984950328,"Gompertz"
"54",98,26.5,1.31709758204543,"Gompertz"
"55",98,27,1.32259926969601,"Gompertz"
"56",98,27.5,1.32874237110442,"Gompertz"
"57",98,28,1.33557525627815,"Gompertz"
"58",98,28.5,1.34314692985072,"Gompertz"
"59",98,29,1.35150673789864,"Gompertz"
"60",98,29.5,1.36070406158235,"Gompertz"
"61",98,30,1.3707880010882,"Gompertz"
"62",98,30.5,1.38180705348368,"Gompertz"
"63",98,31,1.39380878816624,"Gompertz"
"64",98,31.5,1.40683952358777,"Gompertz"
"65",98,32,1.42094400887499,"Gompertz"
"66",98,32.5,1.43616511384456,"Gompertz"
"67",98,33,1.45254353073567,"Gompertz"
"68",98,33.5,1.47011749075831,"Gompertz"
"69",98,34,1.48892249828918,"Gompertz"
"70",98,34.5,1.50899108524672,"Gompertz"
"71",98,35,1.53035258784867,"Gompertz"
"72",98,35.5,1.55303294760899,"Gompertz"
"73",98,36,1.5770545380715,"Gompertz"
