"m0_true","K_true","theta_true","area","sim_1","sim_2","sim_3","sim_4","sim_5","sim_6","sim_7","sim_8","sim_9","sim_10","sim_11","sim_12","sim_13","sim_14","sim_15","sim_16","sim_17","sim_18","sim_19","sim_20","sim_21","sim_22","sim_23","sim_24","sim_25","sim_26","sim_27","sim_28","sim_29","sim_30","sim_31","sim_32","sim_33","sim_34","sim_35","sim_36","sim_37","sim_38","sim_39","sim_40","sim_41","sim_42","sim_43","sim_44","sim_45","sim_46","sim_47","sim_48","sim_49","sim_50","sim_51","sim_52","sim_53","sim_54","sim_55","sim_56","sim_57","sim_58","sim_59","sim_60","sim_61","sim_62","sim_63","sim_64","sim_65","sim_66","sim_67","sim_68","sim_69","sim_70","sim_71","sim_72","sim_73","sim_74","sim_75","sim_76","sim_77","sim_78","sim_79","sim_80","sim_81","sim_82","sim_83","sim_84","sim_85","sim_86","sim_87","sim_88","sim_89","sim_90","sim_91","sim_92","sim_93","sim_94","sim_95","sim_96","sim_97","sim_98","sim_99","sim_100","species","st_error"
0.1,10,2.00002000040001,1210,13,13,12,11,10,10,13,12,12,10,12,13,12,13,12,12,12,13,12,10,12,13,13,12,11,13,15,12,15,11,13,12,11,12,12,10,12,13,13,11,11,14,11,10,15,10,12,13,11,14,12,12,12,11,14,17,11,13,11,10,12,10,16,12,12,10,13,13,12,11,11,11,14,12,17,12,11,14,12,15,12,13,15,11,12,11,13,13,12,10,11,13,12,12,12,12,12,13,15,14,12.2424242424242,0.150646862695284
0.1,10,2.00002000040001,1440,10,12,12,15,11,12,11,12,13,10,11,15,10,12,11,13,12,11,13,12,13,13,11,12,10,12,16,10,13,12,14,14,12,10,12,13,12,12,11,10,10,13,12,11,16,11,12,12,10,15,15,13,14,15,14,12,14,15,10,13,10,11,14,15,11,12,13,14,11,14,14,11,15,10,14,15,11,14,13,14,14,14,11,13,14,12,14,13,11,12,11,11,14,11,12,11,11,12,13,13,12.4242424242424,0.158644867548127
0.1,10,2.00002000040001,1690,11,14,13,13,11,11,11,11,13,12,12,12,12,12,12,13,10,13,14,10,12,13,11,13,11,14,16,12,13,12,14,15,14,11,10,11,13,12,11,11,12,13,11,11,16,11,13,14,11,14,13,14,11,12,13,17,13,16,10,13,13,11,17,14,12,11,14,14,14,14,12,12,15,13,16,12,13,13,13,14,11,15,11,12,12,10,14,14,12,11,11,12,13,13,12,10,13,13,11,11,12.5656565656566,0.158690799265472
0.1,10,2.00002000040001,1960,13,11,14,12,11,14,11,10,11,12,12,13,12,10,12,10,11,14,13,10,12,14,13,13,12,13,17,12,14,13,15,12,12,12,13,14,11,11,11,13,11,14,10,10,17,12,11,15,12,12,16,12,14,12,12,14,12,15,11,15,10,11,16,16,12,12,16,14,13,12,14,11,15,11,14,14,12,14,14,14,15,11,12,14,12,11,14,15,10,14,12,12,12,12,12,11,13,14,14,12,12.6666666666667,0.168664586482928
0.1,10,2.00002000040001,2250,11,12,14,11,12,13,14,12,14,13,12,14,12,12,12,12,13,13,14,11,13,15,13,12,12,13,16,13,13,14,13,12,12,11,13,15,12,13,11,11,12,13,10,11,17,12,12,15,11,13,14,11,12,14,12,16,14,16,10,13,11,11,14,16,12,12,15,16,12,14,11,16,13,13,15,15,14,16,16,12,13,11,15,12,13,11,12,13,12,12,13,11,15,12,15,11,13,12,14,15,12.969696969697,0.159528361668297
0.1,10,2.00002000040001,2560,13,12,12,13,13,13,14,12,12,13,15,13,12,13,10,14,11,12,14,10,11,14,13,14,11,13,16,12,11,13,13,15,14,12,12,12,12,12,11,13,14,14,11,11,16,13,11,15,12,15,15,15,12,14,14,16,13,13,10,13,11,11,15,13,16,12,15,15,13,13,13,14,14,12,12,15,12,16,14,16,12,17,13,12,13,11,14,15,12,11,13,11,12,13,13,10,16,12,14,14,13.020202020202,0.160510804634489
0.1,10,2.00002000040001,2890,11,13,14,12,13,12,14,14,12,12,14,14,12,13,12,14,12,15,14,10,12,14,15,14,12,15,14,13,17,12,15,13,13,15,16,12,14,12,13,13,11,13,11,11,17,14,12,18,13,14,15,13,13,14,14,17,14,14,12,13,11,11,14,15,15,14,16,17,14,15,10,11,16,14,16,16,12,14,13,14,15,16,10,14,12,12,12,12,13,13,12,12,11,11,13,10,14,13,13,13,13.3535353535354,0.171280077168071
0.1,10,2.00002000040001,3240,12,10,16,11,13,15,15,12,14,13,12,11,11,13,12,14,12,13,12,11,12,15,12,14,14,15,16,11,16,13,15,13,12,13,14,15,13,12,12,12,12,13,11,10,16,13,12,15,11,14,16,12,14,14,14,14,14,15,12,15,13,11,16,16,14,14,14,17,14,15,12,12,13,13,16,16,14,14,18,12,12,17,11,11,16,10,12,13,12,14,14,12,11,11,14,12,14,16,15,14,13.3434343434343,0.178267629693851
0.1,10,2.00002000040001,3610,12,13,14,14,11,12,12,14,13,12,13,15,14,13,11,12,13,12,16,10,16,11,15,13,12,16,18,11,14,13,15,12,16,16,16,15,14,13,13,11,14,14,14,11,18,13,14,14,13,13,15,12,16,14,13,15,14,15,11,16,11,12,16,14,13,12,16,15,14,15,12,14,13,13,16,15,13,14,14,13,14,14,13,12,15,12,16,15,10,15,11,15,14,11,14,11,15,13,15,15,13.6161616161616,0.171516974985323
0.1,10,2.00002000040001,4000,14,12,16,14,13,14,14,14,14,13,14,15,11,12,13,13,12,14,13,10,14,15,14,11,12,14,20,12,16,12,13,13,14,12,14,15,14,13,13,12,13,13,11,12,17,12,14,14,12,14,14,14,13,14,11,15,14,12,11,15,12,11,15,14,14,10,17,14,13,17,11,14,14,12,15,15,12,14,14,13,16,15,14,13,14,11,13,16,11,13,13,11,13,14,13,10,14,16,15,14,13.4242424242424,0.169329932602666
