"m0_true","K_true","theta_true","area","sim_1","sim_2","sim_3","sim_4","sim_5","sim_6","sim_7","sim_8","sim_9","sim_10","sim_11","sim_12","sim_13","sim_14","sim_15","sim_16","sim_17","sim_18","sim_19","sim_20","sim_21","sim_22","sim_23","sim_24","sim_25","sim_26","sim_27","sim_28","sim_29","sim_30","sim_31","sim_32","sim_33","sim_34","sim_35","sim_36","sim_37","sim_38","sim_39","sim_40","sim_41","sim_42","sim_43","sim_44","sim_45","sim_46","sim_47","sim_48","sim_49","sim_50","sim_51","sim_52","sim_53","sim_54","sim_55","sim_56","sim_57","sim_58","sim_59","sim_60","sim_61","sim_62","sim_63","sim_64","sim_65","sim_66","sim_67","sim_68","sim_69","sim_70","sim_71","sim_72","sim_73","sim_74","sim_75","sim_76","sim_77","sim_78","sim_79","sim_80","sim_81","sim_82","sim_83","sim_84","sim_85","sim_86","sim_87","sim_88","sim_89","sim_90","sim_91","sim_92","sim_93","sim_94","sim_95","sim_96","sim_97","sim_98","sim_99","sim_100","species","st_error"
0.1,10,2.00002000040001,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
0.1,10,2.00002000040001,40,10,11,10,10,11,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,10,10,10,10,10,11,10,10,10,10,11,11,10,10,10,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,10,10,10.1616161616162,0.0511808018786961
0.1,10,2.00002000040001,90,12,11,12,11,10,10,10,10,10,10,10,10,10,11,10,10,10,10,10,11,10,10,11,10,10,10,10,10,11,10,10,11,11,10,10,10,10,11,10,10,10,11,10,10,12,11,10,10,10,10,10,10,10,10,10,10,11,10,10,10,10,10,10,11,10,10,10,11,10,11,10,10,10,11,10,11,11,11,10,10,10,10,11,10,10,10,10,11,11,10,10,11,10,12,10,10,10,10,11,10,10.3030303030303,0.0526646106519326
0.1,10,2.00002000040001,160,10,10,11,12,10,10,12,12,10,12,11,10,10,10,10,10,11,10,11,10,10,11,11,11,10,10,13,10,11,10,11,12,10,11,11,10,11,10,10,10,10,12,11,10,11,11,12,10,10,12,10,10,12,10,10,12,10,13,10,10,12,10,14,11,10,10,11,11,10,10,10,10,11,10,10,10,12,13,10,10,11,10,11,11,10,10,11,11,11,10,10,10,10,10,10,10,10,11,10,11,10.6464646464646,0.088870615239035
0.1,10,2.00002000040001,250,11,10,11,10,10,10,12,11,10,10,12,12,10,10,11,10,11,12,12,10,11,14,10,11,10,10,11,11,11,10,13,11,11,10,10,10,11,11,11,11,10,11,10,10,11,10,11,13,13,12,12,10,11,12,10,12,10,11,10,12,10,12,10,12,10,10,10,11,12,11,10,10,11,10,11,12,10,10,12,10,10,11,10,12,11,10,11,12,10,10,11,10,11,10,10,10,13,12,10,13,10.8484848484848,0.0967026316176999
0.1,10,2.00002000040001,360,12,10,12,10,10,11,12,11,11,10,11,10,10,10,10,12,12,11,11,10,12,12,10,11,10,10,13,10,11,11,13,12,10,11,10,12,10,12,12,12,10,11,10,11,13,10,10,11,10,12,13,12,13,12,10,10,10,10,10,10,11,10,12,12,10,10,12,11,11,11,10,12,12,11,12,13,10,13,11,11,11,12,11,11,11,12,12,11,10,11,11,11,12,10,10,10,10,10,10,11,10.989898989899,0.0968424919801588
0.1,10,2.00002000040001,490,12,13,11,11,11,11,12,10,10,12,13,10,11,12,13,11,10,11,12,10,11,12,13,10,10,12,12,11,11,12,11,15,12,12,13,11,11,11,10,11,12,11,11,10,10,11,11,11,11,11,12,11,10,11,11,12,11,12,11,11,10,10,13,11,11,13,12,14,13,10,11,13,12,10,11,11,14,14,13,11,11,11,10,12,11,10,10,11,13,11,12,11,11,11,12,10,11,11,12,12,11.3737373737374,0.108003621363141
0.1,10,2.00002000040001,640,12,12,12,12,10,10,12,13,11,13,12,11,13,12,11,12,11,12,11,11,11,12,12,10,12,11,12,11,12,11,13,12,12,14,12,11,12,10,10,12,13,13,11,10,15,13,10,12,12,12,12,11,11,10,12,13,11,14,10,13,10,11,12,14,11,10,11,13,14,11,10,10,11,11,14,11,13,11,10,12,12,15,12,11,10,12,12,12,12,11,11,11,14,12,11,10,11,14,11,11,11.6767676767677,0.120833601243627
0.1,10,2.00002000040001,810,12,11,12,10,13,14,12,10,13,10,10,12,11,12,10,10,11,11,11,10,12,11,13,13,12,12,12,11,11,11,13,12,12,11,11,12,11,10,13,12,10,13,10,11,12,11,11,13,12,11,11,11,12,11,10,12,12,11,10,12,13,10,13,11,11,12,13,12,11,12,10,13,13,11,13,15,13,10,10,12,14,13,12,11,11,11,11,12,12,13,10,12,12,11,11,10,12,12,11,12,11.5656565656566,0.110434400367374
0.1,10,2.00002000040001,1000,12,12,12,14,11,13,13,12,11,11,15,12,10,12,10,11,11,14,10,10,10,12,14,12,10,12,11,12,12,10,12,12,13,10,12,12,13,12,14,11,11,14,11,12,15,12,12,15,13,14,11,11,12,11,11,14,15,12,10,15,10,11,13,13,12,11,13,10,12,12,11,12,13,12,12,14,10,14,15,12,14,11,12,12,14,11,13,14,12,12,11,12,15,10,14,11,13,13,12,13,12.1414141414141,0.142864430557332
