"m0_true","K_true","theta_true","area","sim_1","sim_2","sim_3","sim_4","sim_5","sim_6","sim_7","sim_8","sim_9","sim_10","sim_11","sim_12","sim_13","sim_14","sim_15","sim_16","sim_17","sim_18","sim_19","sim_20","sim_21","sim_22","sim_23","sim_24","sim_25","sim_26","sim_27","sim_28","sim_29","sim_30","sim_31","sim_32","sim_33","sim_34","sim_35","sim_36","sim_37","sim_38","sim_39","sim_40","sim_41","sim_42","sim_43","sim_44","sim_45","sim_46","sim_47","sim_48","sim_49","sim_50","sim_51","sim_52","sim_53","sim_54","sim_55","sim_56","sim_57","sim_58","sim_59","sim_60","sim_61","sim_62","sim_63","sim_64","sim_65","sim_66","sim_67","sim_68","sim_69","sim_70","sim_71","sim_72","sim_73","sim_74","sim_75","sim_76","sim_77","sim_78","sim_79","sim_80","sim_81","sim_82","sim_83","sim_84","sim_85","sim_86","sim_87","sim_88","sim_89","sim_90","sim_91","sim_92","sim_93","sim_94","sim_95","sim_96","sim_97","sim_98","sim_99","sim_100","species","st_error"
0.4,25,12.5005750287514,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0
0.4,25,12.5005750287514,100,27,28,27,27,26,26,27,28,30,29,27,26,26,27,27,27,28,26,29,27,28,28,28,29,27,28,29,27,27,30,28,25,28,25,26,27,27,28,30,29,26,28,27,25,27,28,27,30,29,26,28,27,26,26,27,26,31,29,27,25,25,29,27,28,28,26,26,29,26,28,26,26,27,28,28,28,26,27,27,27,28,27,27,25,26,30,27,27,27,26,25,27,29,29,27,26,28,28,26,28,27.2929292929293,0.131787987484178
0.4,25,12.5005750287514,225,31,30,30,29,29,27,30,28,33,33,27,28,29,29,27,29,28,29,29,29,29,30,30,26,29,31,29,31,31,30,29,32,29,28,32,27,26,27,27,27,28,29,29,27,28,30,30,30,28,29,28,28,31,27,28,27,27,29,31,29,31,31,29,31,33,32,33,28,31,29,28,29,26,30,31,30,33,26,26,28,33,32,33,28,31,28,28,32,30,36,31,30,27,28,32,27,28,29,28,27,29.2828282828283,0.200000208225208
0.4,25,12.5005750287514,400,31,34,35,34,31,31,36,29,29,29,33,32,30,37,33,31,31,29,36,32,35,27,33,29,37,32,31,30,35,39,35,31,29,33,32,34,32,30,31,34,33,31,31,34,30,31,33,33,30,29,32,30,30,30,33,33,37,30,34,30,37,33,29,34,31,30,32,36,32,32,33,33,32,33,33,30,32,30,38,33,29,34,32,29,33,32,34,43,30,29,33,31,34,33,34,32,33,32,27,36,32.3030303030303,0.264140221819858
0.4,25,12.5005750287514,625,33,33,38,33,40,38,36,35,37,35,35,37,36,35,39,31,37,34,38,32,33,33,35,32,34,35,34,31,32,35,36,35,31,36,33,32,39,37,39,30,34,35,38,34,31,34,35,38,36,37,36,34,36,34,35,31,32,32,34,35,37,35,33,36,39,31,33,36,35,34,34,37,32,34,38,35,30,35,33,32,35,34,35,32,37,35,35,37,28,33,35,34,35,33,36,32,34,34,33,34,34.5656565656566,0.230690759195941
0.4,25,12.5005750287514,900,36,39,40,39,39,35,35,39,38,39,42,37,34,34,32,35,34,36,34,36,33,40,40,32,38,31,38,33,39,46,37,33,36,30,38,31,36,35,38,35,29,36,35,35,34,45,35,38,37,37,35,35,34,33,39,41,39,35,36,37,37,34,34,37,41,40,36,42,36,35,34,34,36,38,36,39,38,35,35,35,42,39,36,32,35,36,36,35,35,41,32,37,38,38,37,40,34,35,32,36,36.3535353535354,0.30195990432585
0.4,25,12.5005750287514,1225,36,34,44,37,38,36,37,37,36,37,40,37,34,36,37,39,40,37,38,40,38,38,41,35,42,40,39,39,41,47,41,39,34,34,35,33,41,36,40,36,39,37,38,34,37,41,36,38,37,43,40,43,34,36,35,35,45,35,41,39,42,40,34,43,42,35,38,39,37,38,37,38,36,42,43,37,38,34,40,38,36,32,35,31,38,33,35,39,37,39,33,37,42,38,40,41,45,35,38,37,37.959595959596,0.308579709658265
0.4,25,12.5005750287514,1600,43,38,49,40,42,39,41,39,38,38,40,40,36,43,37,39,40,35,43,45,45,37,37,40,41,39,37,38,41,41,38,38,42,37,39,34,41,38,41,38,36,38,35,35,37,43,36,43,36,41,40,48,36,34,40,40,41,39,39,41,40,37,38,47,42,42,37,41,36,40,43,40,39,44,46,40,37,34,41,39,43,44,33,40,41,39,40,37,45,43,42,38,41,37,43,35,43,36,41,39,39.6464646464646,0.314991052712021
0.4,25,12.5005750287514,2025,41,37,43,41,44,41,45,41,46,43,46,37,40,41,38,38,40,40,42,38,41,41,38,35,41,38,40,36,41,46,39,40,41,39,47,38,38,40,43,40,40,39,46,39,41,48,42,39,39,45,44,47,42,37,43,46,42,44,40,40,40,46,42,45,44,41,37,46,44,35,38,38,37,44,45,45,40,42,42,39,43,42,39,36,44,38,41,49,41,43,44,41,45,44,47,41,43,43,35,41,41.3737373737374,0.31638608752158
0.4,25,12.5005750287514,2500,44,40,53,43,43,46,42,47,41,45,49,41,41,46,38,41,46,42,42,41,41,40,41,41,42,38,42,38,44,50,45,44,46,39,44,36,44,45,42,44,36,45,49,38,43,40,46,40,40,42,49,46,39,42,45,44,46,48,41,43,43,38,40,41,48,40,37,44,41,41,39,46,35,40,49,48,38,42,42,46,47,44,43,36,39,40,45,53,44,45,46,45,46,43,49,41,42,42,40,47,42.9292929292929,0.366965225402651
