"m0_true","K_true","theta_true","area","sim_1","sim_2","sim_3","sim_4","sim_5","sim_6","sim_7","sim_8","sim_9","sim_10","sim_11","sim_12","sim_13","sim_14","sim_15","sim_16","sim_17","sim_18","sim_19","sim_20","sim_21","sim_22","sim_23","sim_24","sim_25","sim_26","sim_27","sim_28","sim_29","sim_30","sim_31","sim_32","sim_33","sim_34","sim_35","sim_36","sim_37","sim_38","sim_39","sim_40","sim_41","sim_42","sim_43","sim_44","sim_45","sim_46","sim_47","sim_48","sim_49","sim_50","sim_51","sim_52","sim_53","sim_54","sim_55","sim_56","sim_57","sim_58","sim_59","sim_60","sim_61","sim_62","sim_63","sim_64","sim_65","sim_66","sim_67","sim_68","sim_69","sim_70","sim_71","sim_72","sim_73","sim_74","sim_75","sim_76","sim_77","sim_78","sim_79","sim_80","sim_81","sim_82","sim_83","sim_84","sim_85","sim_86","sim_87","sim_88","sim_89","sim_90","sim_91","sim_92","sim_93","sim_94","sim_95","sim_96","sim_97","sim_98","sim_99","sim_100","species","st_error"
0.4,25,12.5005750287514,3025,40,41,43,41,47,45,50,46,48,43,49,43,41,46,43,40,47,45,45,41,45,50,42,40,48,39,38,46,46,48,42,42,51,37,42,38,44,39,46,44,39,38,44,41,44,45,45,44,38,46,39,46,38,37,42,42,47,48,44,48,39,41,38,49,50,43,42,52,39,43,42,41,39,42,49,54,49,44,39,41,42,48,43,41,44,39,48,50,45,47,44,46,47,45,52,36,47,44,40,47,43.8080808080808,0.394686614598078
0.4,25,12.5005750287514,3600,46,46,55,49,45,48,46,42,48,46,50,48,41,47,41,43,48,46,51,39,41,50,40,44,49,49,44,53,54,56,47,44,50,41,43,40,45,44,45,42,43,49,50,42,41,45,50,47,44,47,44,52,42,42,47,48,46,48,41,49,41,48,42,47,52,42,41,48,38,42,45,50,39,46,49,47,45,45,46,38,48,54,44,42,43,41,48,45,38,49,45,47,56,43,51,47,48,40,37,48,45.6767676767677,0.420517954427065
0.4,25,12.5005750287514,4225,51,43,59,48,48,52,47,43,48,44,48,43,41,50,38,40,47,48,43,47,43,52,43,43,48,43,46,46,52,51,47,45,44,41,47,41,49,45,46,46,42,51,47,41,46,48,45,45,40,53,49,48,39,44,47,52,49,48,46,43,53,44,45,47,53,43,46,47,42,46,42,46,40,46,47,52,45,41,43,46,47,51,45,39,48,47,51,49,44,53,48,45,56,50,50,45,49,46,45,45,46.3131313131313,0.387563432581917
0.4,25,12.5005750287514,4900,48,41,49,50,44,51,54,45,50,44,61,47,48,46,42,45,53,47,53,45,48,53,43,43,46,44,45,49,53,57,43,44,47,46,46,45,48,43,44,44,44,51,53,44,44,50,45,46,39,53,58,52,41,46,46,48,50,49,51,52,54,47,45,45,56,52,46,48,49,49,44,48,42,50,51,53,48,42,57,46,48,55,44,45,50,41,49,56,42,55,45,47,50,49,55,46,50,43,43,52,47.9292929292929,0.445378135083176
0.4,25,12.5005750287514,5625,51,45,59,48,54,45,55,53,51,43,57,44,48,53,48,47,47,49,49,43,50,55,46,42,46,50,48,47,54,57,56,48,50,44,50,40,55,45,49,50,41,49,49,46,46,48,52,48,44,57,53,54,42,46,42,47,47,55,44,46,46,46,45,52,58,50,48,57,49,45,52,55,43,47,53,53,45,46,49,52,50,52,50,38,47,46,51,51,45,51,46,46,56,45,55,48,54,43,42,50,48.8181818181818,0.451380446674877
0.4,25,12.5005750287514,6400,46,46,59,44,51,51,49,46,50,47,52,44,45,54,46,46,51,52,52,44,46,60,47,41,48,43,56,48,52,60,51,46,51,45,43,45,50,47,52,49,44,54,54,42,52,46,48,50,44,51,53,51,46,45,54,54,50,53,60,52,57,48,47,53,59,49,43,54,49,44,46,53,45,51,53,55,49,45,49,50,53,55,46,45,47,45,50,57,52,59,53,44,55,47,56,49,55,49,39,45,49.6161616161616,0.468048812551814
0.4,25,12.5005750287514,7225,53,46,65,50,54,56,58,52,50,47,50,53,45,48,46,50,45,51,53,47,57,53,49,45,52,51,55,47,53,59,55,47,54,42,46,45,58,48,52,47,43,56,52,45,46,58,51,51,44,50,50,56,44,44,50,52,57,49,47,52,54,48,48,49,54,44,47,53,47,46,47,58,45,53,56,51,51,47,51,54,48,59,49,43,53,45,53,55,43,61,52,46,50,52,56,52,55,46,44,53,50.4646464646465,0.467080197401478
0.4,25,12.5005750287514,8100,45,49,58,51,54,58,57,50,47,49,52,46,44,50,45,48,51,60,49,46,48,60,47,45,55,50,51,49,54,62,48,49,50,49,55,44,53,46,49,52,43,58,51,46,51,51,49,54,40,60,48,51,43,46,51,56,58,53,49,55,51,58,46,53,57,48,49,56,48,49,45,53,44,54,59,57,56,47,59,51,55,59,47,47,52,50,55,63,53,55,53,51,55,55,54,47,55,54,49,50,51.4343434343434,0.475358931137305
0.4,25,12.5005750287514,9025,49,47,62,53,51,59,57,48,53,47,55,46,48,50,50,45,55,50,50,44,52,59,50,52,51,52,54,50,61,58,53,52,56,47,52,47,52,49,51,51,46,59,56,44,48,52,55,53,49,55,53,56,47,48,57,52,53,58,55,50,59,52,54,57,62,53,50,61,50,50,46,53,41,56,60,53,48,45,53,59,50,60,53,43,51,42,54,62,46,60,53,53,56,50,60,46,57,51,48,64,52.3838383838384,0.498959352159694
0.4,25,12.5005750287514,10000,48,52,59,55,58,54,55,54,53,48,56,51,54,54,45,53,49,50,50,48,54,57,48,47,54,47,58,51,63,62,52,52,57,46,54,47,59,50,53,49,48,55,51,51,50,50,51,53,45,60,60,58,44,42,54,58,55,53,53,50,54,54,50,58,60,52,53,56,49,47,49,55,50,53,56,56,45,50,61,59,51,51,57,47,58,49,54,57,50,60,52,50,59,53,52,53,54,52,51,55,52.8383838383838,0.431855400489547
