"m0_true","K_true","theta_true","area","sim_1","sim_2","sim_3","sim_4","sim_5","sim_6","sim_7","sim_8","sim_9","sim_10","sim_11","sim_12","sim_13","sim_14","sim_15","sim_16","sim_17","sim_18","sim_19","sim_20","sim_21","sim_22","sim_23","sim_24","sim_25","sim_26","sim_27","sim_28","sim_29","sim_30","sim_31","sim_32","sim_33","sim_34","sim_35","sim_36","sim_37","sim_38","sim_39","sim_40","sim_41","sim_42","sim_43","sim_44","sim_45","sim_46","sim_47","sim_48","sim_49","sim_50","sim_51","sim_52","sim_53","sim_54","sim_55","sim_56","sim_57","sim_58","sim_59","sim_60","sim_61","sim_62","sim_63","sim_64","sim_65","sim_66","sim_67","sim_68","sim_69","sim_70","sim_71","sim_72","sim_73","sim_74","sim_75","sim_76","sim_77","sim_78","sim_79","sim_80","sim_81","sim_82","sim_83","sim_84","sim_85","sim_86","sim_87","sim_88","sim_89","sim_90","sim_91","sim_92","sim_93","sim_94","sim_95","sim_96","sim_97","sim_98","sim_99","sim_100","species","st_error"
0.3,20,8.00028001120045,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0
0.3,20,8.00028001120045,80,23,22,22,24,21,20,23,21,24,21,20,22,22,21,21,21,20,20,21,20,21,22,20,21,22,21,20,22,22,20,21,20,20,25,21,22,22,22,21,20,22,21,22,22,22,21,23,20,23,23,21,20,21,20,21,21,21,20,21,20,21,22,20,20,20,21,21,20,20,22,20,21,21,23,22,20,20,20,22,21,21,22,24,20,21,20,22,22,21,21,22,21,21,22,21,21,20,21,21,20,21.1818181818182,0.107791338510725
0.3,20,8.00028001120045,180,22,23,25,22,25,21,21,22,22,23,27,25,21,22,24,23,23,22,22,24,22,27,21,23,22,21,22,22,26,23,22,23,21,22,23,21,23,23,23,22,22,22,21,23,23,21,23,23,22,20,22,23,22,24,24,24,20,23,23,24,23,25,20,24,24,22,21,26,23,23,23,23,23,25,21,27,24,24,25,23,20,26,23,23,21,21,23,24,22,21,21,22,23,23,24,22,23,24,23,24,22.8282828282828,0.153325269369576
0.3,20,8.00028001120045,320,24,22,23,26,25,22,24,26,24,26,25,22,23,27,22,26,24,23,25,24,22,23,23,22,22,24,24,22,26,21,23,26,20,24,24,26,22,24,23,23,24,23,23,21,24,23,23,24,22,26,25,26,22,23,25,22,24,22,25,25,24,25,25,25,26,24,24,27,23,24,24,24,23,27,25,24,25,23,29,23,23,26,25,28,24,23,20,25,27,28,24,25,25,25,22,25,26,23,25,28,24.1010101010101,0.176134862812416
0.3,20,8.00028001120045,500,26,23,24,27,26,25,22,24,23,24,27,25,24,25,21,27,23,23,25,27,28,24,24,25,29,23,27,26,27,25,25,26,26,28,26,28,24,26,22,24,27,22,22,24,24,26,27,28,25,24,32,26,24,26,25,24,25,26,24,25,30,30,23,26,28,23,25,25,24,27,30,26,20,25,24,30,26,23,31,23,23,27,23,25,26,25,31,25,28,25,28,23,25,26,25,21,24,24,26,25,25.3333333333333,0.227921152919276
0.3,20,8.00028001120045,720,26,27,28,31,29,22,27,29,27,27,31,22,23,27,25,27,23,23,26,25,28,30,25,25,24,29,30,28,28,26,27,28,25,28,26,30,28,27,26,27,27,23,26,24,30,22,25,27,24,27,33,26,25,30,26,29,25,25,27,24,30,26,29,30,27,25,26,28,28,26,24,31,25,27,28,31,28,29,30,27,27,27,33,23,25,26,30,26,28,33,29,24,23,24,29,24,26,22,27,33,26.8989898989899,0.261015787433279
0.3,20,8.00028001120045,980,31,26,28,31,29,25,28,29,29,29,33,31,26,28,25,31,25,26,26,26,28,29,26,25,28,26,28,28,33,24,30,30,28,26,30,27,23,26,27,30,29,23,28,24,25,28,28,25,22,28,31,28,25,27,29,24,27,25,28,27,34,30,25,24,31,26,25,29,23,25,26,29,25,33,31,34,30,28,25,24,29,29,30,30,25,23,26,29,27,33,27,26,30,27,28,26,28,28,27,30,27.5656565656566,0.262066701671242
0.3,20,8.00028001120045,1280,30,26,34,27,30,27,29,29,27,33,34,25,28,26,25,32,27,23,31,28,32,31,27,26,34,30,28,31,32,31,27,25,31,33,27,32,28,29,32,31,30,28,31,24,26,26,27,27,29,27,29,34,27,33,29,29,33,26,32,33,29,35,25,30,35,28,27,32,35,30,32,31,30,29,32,32,26,26,27,29,27,37,31,27,28,27,29,32,34,33,30,31,24,28,33,28,28,25,29,31,29.3939393939394,0.296970959067403
0.3,20,8.00028001120045,1620,29,28,30,31,29,32,29,31,30,34,32,30,28,29,29,28,23,25,33,29,32,35,26,33,31,27,29,28,35,35,28,28,28,34,30,32,29,30,27,36,25,27,29,27,32,28,29,30,25,29,30,31,27,29,26,29,32,30,35,32,31,33,32,26,36,26,29,37,26,29,32,33,25,29,35,30,32,26,33,36,27,37,33,28,25,31,32,31,33,35,27,27,29,31,30,28,32,30,29,28,30.040404040404,0.306232649744892
0.3,20,8.00028001120045,2000,35,30,34,31,33,28,33,28,29,28,35,29,28,30,26,34,28,31,37,32,36,34,28,31,34,28,30,26,30,35,33,34,27,35,29,29,31,31,29,37,25,26,29,29,28,26,28,34,26,31,36,35,29,32,31,35,32,31,32,31,37,36,29,36,28,28,34,38,28,31,32,32,24,34,38,32,33,27,37,30,32,39,35,28,29,28,34,34,33,34,32,32,30,32,35,29,30,35,32,34,31.3939393939394,0.333277107755918
