"","ID","t","LogN","Model"
"1",82,NA,NA,"Gompertz"
"2",82,NA,NA,"Baranyi"
"3",82,NA,NA,"Buchanan"
"1100",82,0,-2.59425503850283,"Quadratic"
"290",82,0.5,-2.56418929901186,"Quadratic"
"310",82,1,-2.53431862193013,"Quadratic"
"4",82,1.5,-2.50464300725764,"Quadratic"
"5",82,2,-2.47516245499439,"Quadratic"
"6",82,2.5,-2.44587696514038,"Quadratic"
"7",82,3,-2.41678653769562,"Quadratic"
"8",82,3.5,-2.38789117266009,"Quadratic"
"9",82,4,-2.35919087003381,"Quadratic"
"10",82,4.5,-2.33068562981677,"Quadratic"
"11",82,5,-2.30237545200897,"Quadratic"
"12",82,5.5,-2.27426033661042,"Quadratic"
"13",82,6,-2.2463402836211,"Quadratic"
"14",82,6.5,-2.21861529304103,"Quadratic"
"15",82,7,-2.19108536487019,"Quadratic"
"16",82,7.5,-2.1637504991086,"Quadratic"
"17",82,8,-2.13661069575626,"Quadratic"
"18",82,8.5,-2.10966595481315,"Quadratic"
"19",82,9,-2.08291627627928,"Quadratic"
"20",82,9.5,-2.05636166015466,"Quadratic"
"21",82,10,-2.03000210643928,"Quadratic"
"22",82,10.5,-2.00383761513314,"Quadratic"
"23",82,11,-1.97786818623624,"Quadratic"
"24",82,11.5,-1.95209381974858,"Quadratic"
"25",82,12,-1.92651451567017,"Quadratic"
"26",82,12.5,-1.90113027400099,"Quadratic"
"27",82,13,-1.87594109474106,"Quadratic"
"28",82,13.5,-1.85094697789037,"Quadratic"
"29",82,14,-1.82614792344892,"Quadratic"
"30",82,14.5,-1.80154393141671,"Quadratic"
"31",82,15,-1.77713500179375,"Quadratic"
"32",82,15.5,-1.75292113458002,"Quadratic"
"33",82,16,-1.72890232977554,"Quadratic"
"34",82,16.5,-1.7050785873803,"Quadratic"
"35",82,17,-1.6814499073943,"Quadratic"
"36",82,17.5,-1.65801628981755,"Quadratic"
"37",82,18,-1.63477773465003,"Quadratic"
"38",82,18.5,-1.61173424189176,"Quadratic"
"39",82,19,-1.58888581154273,"Quadratic"
"40",82,19.5,-1.56623244360293,"Quadratic"
"41",82,20,-1.54377413807239,"Quadratic"
"42",82,20.5,-1.52151089495108,"Quadratic"
"43",82,21,-1.49944271423901,"Quadratic"
"44",82,21.5,-1.47756959593619,"Quadratic"
"45",82,22,-1.45589154004261,"Quadratic"
"46",82,22.5,-1.43440854655827,"Quadratic"
"47",82,23,-1.41312061548317,"Quadratic"
"48",82,23.5,-1.39202774681731,"Quadratic"
"49",82,24,-1.3711299405607,"Quadratic"
"50",82,24.5,-1.35042719671332,"Quadratic"
"51",82,25,-1.32991951527519,"Quadratic"
"52",82,25.5,-1.3096068962463,"Quadratic"
"53",82,26,-1.28948933962665,"Quadratic"
"54",82,26.5,-1.26956684541624,"Quadratic"
"55",82,27,-1.24983941361508,"Quadratic"
"56",82,27.5,-1.23030704422315,"Quadratic"
"57",82,28,-1.21096973724047,"Quadratic"
"58",82,28.5,-1.19182749266703,"Quadratic"
"59",82,29,-1.17288031050283,"Quadratic"
"60",82,29.5,-1.15412819074787,"Quadratic"
"61",82,30,-1.13557113340216,"Quadratic"
"62",82,30.5,-1.11720913846568,"Quadratic"
"63",82,31,-1.09904220593845,"Quadratic"
"64",82,31.5,-1.08107033582046,"Quadratic"
"65",82,32,-1.06329352811171,"Quadratic"
"66",82,32.5,-1.04571178281221,"Quadratic"
"67",82,33,-1.02832509992194,"Quadratic"
"68",82,33.5,-1.01113347944092,"Quadratic"
"69",82,34,-0.994136921369134,"Quadratic"
"70",82,34.5,-0.977335425706593,"Quadratic"
"71",82,35,-0.960728992453294,"Quadratic"
"72",82,35.5,-0.944317621609237,"Quadratic"
"73",82,36,-0.928101313174421,"Quadratic"
"74",82,36.5,-0.912080067148847,"Quadratic"
"75",82,37,-0.896253883532515,"Quadratic"
"76",82,37.5,-0.880622762325424,"Quadratic"
"77",82,38,-0.865186703527575,"Quadratic"
"78",82,38.5,-0.849945707138968,"Quadratic"
"79",82,39,-0.834899773159602,"Quadratic"
"80",82,39.5,-0.820048901589478,"Quadratic"
"81",82,40,-0.805393092428596,"Quadratic"
"82",82,40.5,-0.790932345676955,"Quadratic"
"83",82,41,-0.776666661334555,"Quadratic"
"84",82,41.5,-0.762596039401398,"Quadratic"
"85",82,42,-0.748720479877483,"Quadratic"
"86",82,42.5,-0.735039982762808,"Quadratic"
