"","ID","t","LogN","Model"
"1",195,0,6.52365405039269,"Gompertz"
"2",195,0.5,6.54958695427284,"Gompertz"
"3",195,1,6.5755048579766,"Gompertz"
"4",195,NA,NA,"Baranyi"
"5",195,NA,NA,"Buchanan"
"11",195,0,4.42226118310619,"Quadratic"
"21",195,0.5,5.68953562322545,"Quadratic"
"31",195,1,7.23360983169238,"Quadratic"
"12",195,0,4.48045358124918,"Polynomial"
"22",195,0.5,5.61007761037673,"Polynomial"
"32",195,1,7.28648981176084,"Polynomial"
"13",195,0,4.28756107820419,"Linear"
"23",195,0.5,5.79642082132086,"Linear"
"33",195,1,7.30528056443754,"Linear"
