"","ID","t","LogN","Model"
"1",167,0,4.10819445747952,"Gompertz"
"2",167,0.5,4.21139821773206,"Gompertz"
"3",167,1,4.31511354464583,"Gompertz"
"4",167,1.5,4.41921244296965,"Gompertz"
"5",167,2,4.52356976490242,"Gompertz"
"6",167,2.5,4.62806357357652,"Gompertz"
"7",167,3,4.73257546590557,"Gompertz"
"8",167,3.5,4.83699085561596,"Gompertz"
"9",167,4,4.94119921757012,"Gompertz"
"10",167,4.5,5.04509429473439,"Gompertz"
"11",167,5,5.14857426934801,"Gompertz"
"12",167,5.5,5.2515419000142,"Gompertz"
"13",167,6,5.353904626563,"Gompertz"
"14",167,NA,NA,"Baranyi"
"15",167,NA,NA,"Buchanan"
"16",167,0,2.86238225844146,"Quadratic"
"21",167,0.5,3.12776062445634,"Quadratic"
"31",167,1,3.39703932012335,"Quadratic"
"41",167,1.5,3.67021834544249,"Quadratic"
"51",167,2,3.94729770041375,"Quadratic"
"61",167,2.5,4.22827738503715,"Quadratic"
"71",167,3,4.51315739931268,"Quadratic"
"81",167,3.5,4.80193774324033,"Quadratic"
"91",167,4,5.09461841682012,"Quadratic"
"101",167,4.5,5.39119942005204,"Quadratic"
"111",167,5,5.69168075293608,"Quadratic"
"121",167,5.5,5.99606241547226,"Quadratic"
"131",167,6,6.30434440766056,"Quadratic"
"17",167,0,3.33284321693355,"Polynomial"
"22",167,0.5,3.34824469895469,"Polynomial"
"32",167,1,3.45174164773105,"Polynomial"
"42",167,1.5,3.62933682745596,"Polynomial"
"52",167,2,3.86703300232278,"Polynomial"
"62",167,2.5,4.15083293652486,"Polynomial"
"72",167,3,4.46673939425554,"Polynomial"
"82",167,3.5,4.80075513970817,"Polynomial"
"92",167,4,5.1388829370761,"Polynomial"
"102",167,4.5,5.46712555055268,"Polynomial"
"112",167,5,5.77148574433125,"Polynomial"
"122",167,5.5,6.03796628260516,"Polynomial"
"132",167,6,6.25256992956776,"Polynomial"
"18",167,0,2.78954526557529,"Linear"
"23",167,0.5,3.08029119039062,"Linear"
"33",167,1,3.37103711520595,"Linear"
"43",167,1.5,3.66178304002128,"Linear"
"53",167,2,3.95252896483661,"Linear"
"63",167,2.5,4.24327488965194,"Linear"
"73",167,3,4.53402081446727,"Linear"
"83",167,3.5,4.8247667392826,"Linear"
"93",167,4,5.11551266409792,"Linear"
"103",167,4.5,5.40625858891325,"Linear"
"113",167,5,5.69700451372858,"Linear"
"123",167,5.5,5.98775043854391,"Linear"
"133",167,6,6.27849636335924,"Linear"
