"Mean Difference","Solman_Sim Mean","Chisholm_Model Mean","t-value","p-value","df","conf. low","conf. high","method","alternative"
-0.1,5.55,5.66,-5.67,"$<$ 0.001",279937.07,-0.14,-0.07,"Welch Two Sample t-test","two.sided"
