"migration_rate","area","niches","mean_sp"
0.057,12,2,2.96
0.057,12,1,1.98
0.057,13,13,13
0.057,13,1,2.14
0.057,14,14,14
0.057,14,7,7.38
0.057,14,2,3.08
0.057,14,1,2.33
0.057,15,15,15
0.057,15,5,5.91
0.057,15,3,4
0.057,15,1,2.25
0.057,16,16,16
0.057,16,8,8.55
0.057,16,4,5.06
0.057,16,2,3.26
0.057,16,1,2.27
0.057,17,17,17
0.057,17,1,2.43
0.057,18,18,18
0.057,18,9,9.75
0.057,18,6,6.86
0.057,18,3,4.38
0.057,18,2,3.49
0.057,18,1,2.59
0.057,19,19,19
0.057,19,1,2.5
0.057,20,20,20
0.057,20,10,10.7
0.057,20,5,6.37
0.057,20,4,5.38
0.057,20,2,3.56
0.057,20,1,2.61
0.06,1,1,1
0.06,2,2,2
0.06,2,1,1.05
0.06,3,3,3
0.06,3,1,1.17
0.06,4,4,4
0.06,4,2,2.16
0.06,4,1,1.32
0.06,5,5,5
0.06,5,1,1.3
0.06,6,6,6
0.06,6,3,3.24
0.06,6,2,2.46
0.06,6,1,1.44
0.06,7,7,7
0.06,7,1,1.57
0.06,8,8,8
0.06,8,4,4.42
0.06,8,2,2.46
0.06,8,1,1.8
0.06,9,9,9
0.06,9,3,3.5
0.06,9,1,1.75
0.06,10,10,10
0.06,10,5,5.47
0.06,10,2,2.81
0.06,10,1,1.86
0.06,11,11,11
0.06,11,1,1.88
0.06,12,12,12
0.06,12,6,6.44
0.06,12,4,4.79
0.06,12,3,3.86
0.06,12,2,2.93
0.06,12,1,2.02
0.06,13,13,13
0.06,13,1,2.17
0.06,14,14,14
0.06,14,7,7.49
0.06,14,2,3.45
0.06,14,1,2.1
0.06,15,15,15
0.06,15,5,5.81
0.06,15,3,3.84
0.06,15,1,2.11
0.06,16,16,16
0.06,16,8,8.77
0.06,16,4,5.28
0.06,16,2,3.29
0.06,16,1,2.4
0.06,17,17,17
0.06,17,1,2.48
0.06,18,18,18
0.06,18,9,9.6
0.06,18,6,7.02
0.06,18,3,4.17
0.06,18,2,3.64
0.06,18,1,2.46
0.06,19,19,19
0.06,19,1,2.79
0.06,20,20,20
0.06,20,10,10.84
0.06,20,5,6.33
0.06,20,4,5.51
0.06,20,2,3.69
0.06,20,1,2.73
