"Mean Difference","Solman_Sim Mean","Chisholm_Model Mean","t-value","p-value","df","conf. low","conf. high","method","alternative"
-0.16,6.16,6.32,-10.54,"$<$ 0.001",387903.75,-0.19,-0.13,"Welch Two Sample t-test","two.sided"
