"Mean Difference","Solman_Sim Mean","Chisholm_Model Mean","t-value","p-value","df","conf. low","conf. high","method","alternative"
-0.12,5.65,5.77,-6.93,"$<$ 0.001",307921.33,-0.15,-0.09,"Welch Two Sample t-test","two.sided"
