"","R-Squared","AIC Score","BIC Score","ID","Model"
"1",1,-255.663128141617,-258.731656336018,200,"Gompertz"
"2",NA,NA,NA,200,"Baranyi"
"3",NA,NA,NA,200,"Buchanan"
"4",0.999301736228449,-1.16363715464425,-3.61845971016468,200,"Quadratic"
"5",1,-Inf,-Inf,200,"Polynomial"
"6",0.963369403295821,12.6765317177502,10.8354148011099,200,"Linear"
