"","R-Squared","AIC Score","BIC Score","ID","Model"
"1",1,-233.325323861384,-236.393852055785,207,"Gompertz"
"2",NA,NA,NA,207,"Baranyi"
"3",NA,NA,NA,207,"Buchanan"
"4",0.971880521899184,14.430027363129,11.9752048076086,207,"Quadratic"
"5",1,-Inf,-Inf,207,"Polynomial"
"6",0.971562209562307,12.4750529743184,10.633936057678,207,"Linear"
