"","R-Squared","AIC Score","BIC Score","ID","Model"
"1",NA,NA,NA,201,"Logistic"
"2",NA,NA,NA,201,"Gompertz"
"3",NA,NA,NA,201,"Baranyi"
"4",NA,NA,NA,201,"Buchanan"
"5",1,-Inf,-Inf,201,"Quadratic"
"6",NA,NA,NA,201,"Polynomial"
"7",0.973653375088211,7.96683756464656,5.26267443065089,201,"Linear"
