"","X1","R-Squared","AIC Score","BIC Score","ID","Model"
"1258",5,0.99399542465728,27.4318898980881,30.2640907024969,260,"Quadratic"
"1259",6,0.994173622851442,28.9799947397846,32.5202457452957,260,"Polynomial"
"1260",7,0.851603768049262,73.5423529505031,75.6665035538097,260,"Linear"
"1261",1,0.997726256629481,12.8755416157304,15.1353390455765,261,"Logistic"
"1262",2,0.997255294421954,17.3227432099727,20.1474899972804,261,"Gompertz"
"1263",3,NA,NA,NA,261,"Baranyi"
"1264",4,NA,NA,NA,261,"Buchanan"
"1265",5,0.994139919810445,25.1831063986624,27.4429038285086,261,"Quadratic"
"1266",6,0.996434522689992,20.7238567834636,23.5486035707713,261,"Polynomial"
"1267",7,0.883361905735728,62.0649707419979,63.7598188143825,261,"Linear"
"1268",1,0.966696369034723,20.4869344739789,21.2758327833238,262,"Logistic"
"1269",2,0.989705378414691,11.9205308566674,12.9066537433485,262,"Gompertz"
"1270",3,0.985152377642632,15.2164942889644,16.2026171756455,262,"Baranyi"
"1271",4,NA,NA,NA,262,"Buchanan"
"1272",5,0.953675419361075,23.4569910885269,24.2458893978718,262,"Quadratic"
"1273",6,0.981235879853125,17.3234555041152,18.3095783907963,262,"Polynomial"
"1274",7,0.949786631158848,22.1824683380106,22.7741420700193,262,"Linear"
"1275",1,0.997978676980391,8.81754302106487,12.5952989377306,263,"Logistic"
"1276",2,0.997188850367272,17.0845270450989,21.8067219409311,263,"Gompertz"
"1277",3,NA,NA,NA,263,"Baranyi"
"1278",4,NA,NA,NA,263,"Buchanan"
"1279",5,0.99401831098001,29.431606618877,33.2093625355427,263,"Quadratic"
"1280",6,0.994580293194265,29.5570427968394,34.2792376926716,263,"Polynomial"
"1281",7,0.855851247260342,87.8923197929031,90.7256367304024,263,"Linear"
"1282",1,0.992727775649192,24.7943423585702,26.7339689577222,264,"Logistic"
"1283",2,0.991987984498739,27.9569040966109,30.3814373455509,264,"Gompertz"
"1284",3,NA,NA,NA,264,"Baranyi"
"1285",4,0.992597774437976,27.0069643453427,29.4314975942827,264,"Buchanan"
"1286",5,0.989026912969137,29.7309435620247,31.6705701611767,264,"Quadratic"
"1287",6,0.989095352960581,31.6558642531909,34.0803975021309,264,"Polynomial"
"1288",7,0.897295571560798,54.5678586997587,56.0225786491227,264,"Linear"
"1289",1,0.999065120713088,-1.63830723145423,0.621490198391916,265,"Logistic"
"1290",2,0.998780241626008,3.81957119203081,6.6443179793385,265,"Gompertz"
"1291",3,NA,NA,NA,265,"Baranyi"
"1292",4,NA,NA,NA,265,"Buchanan"
"1293",5,0.992846004103023,24.8168088617153,27.0766062915614,265,"Quadratic"
"1294",6,0.996807613151018,16.3270802386569,19.1518270259646,265,"Polynomial"
"1295",7,0.800946295403116,66.0535555753104,67.748403647695,265,"Linear"
"1296",1,0.99085249082679,24.7206841236498,26.6603107228018,266,"Logistic"
"1297",2,0.991331050389939,26.0758762495243,28.5004094984643,266,"Gompertz"
"1298",3,NA,NA,NA,266,"Baranyi"
"1299",4,NA,NA,NA,266,"Buchanan"
"1300",5,0.986537301031224,29.3579785372573,31.2976051364093,266,"Quadratic"
"1301",6,0.98830228349992,29.6716284968593,32.0961617457993,266,"Polynomial"
"1302",7,0.87519181158617,54.0802414678734,55.5349614172374,266,"Linear"
"1303",1,0.998724176365368,4.97749635478863,6.18783672676481,267,"Logistic"
"1304",2,0.393040080765683,68.6262043544579,70.1391298194281,267,"Gompertz"
"1305",3,NA,NA,NA,267,"Baranyi"
"1306",4,NA,NA,NA,267,"Buchanan"
"1307",5,0.996517343886603,15.0195293111649,16.2298696831411,267,"Quadratic"
"1308",6,0.998073679621271,11.0976932112014,12.6106186761716,267,"Polynomial"
"1309",7,0.847573739779556,50.8083861704834,51.7161414494655,267,"Linear"
"1310",1,0.926357634400635,-1.76191156025804,-1.97827096403679,268,"Logistic"
"1311",2,NA,NA,NA,268,"Gompertz"
"1312",3,0.928486250626893,0.0327731929020558,-0.237676061821379,268,"Baranyi"
"1313",4,NA,NA,NA,268,"Buchanan"
"1314",5,0.920094579376654,-1.19054906659756,-1.4069084703763,268,"Quadratic"
"1315",6,0.926372162814942,0.236707319888017,-0.0337419348354171,268,"Polynomial"
"1316",7,0.842657310319344,1.55252822614947,1.39025867331541,268,"Linear"
"1317",1,0.979269969216758,-9.02371284725736,-9.24007225103611,269,"Logistic"
"1318",2,0.977400842817588,-6.4194084377262,-6.68985769244964,269,"Gompertz"
"1319",3,0.979894389618077,-7.23780442993827,-7.5082536846617,269,"Baranyi"
"1320",4,NA,NA,NA,269,"Buchanan"
"1321",5,0.959086727176725,-4.26461502193824,-4.48097442571699,269,"Quadratic"
"1322",6,0.968451782777568,-4.08417716031976,-4.35462641504319,269,"Polynomial"
"1323",7,0.894032149662586,0.397153518717748,0.234883965883688,269,"Linear"
"1324",1,0.913185715201248,9.23881910102514,13.6029889144584,27,"Logistic"
"1325",2,0.913520386036301,11.1538447588551,16.6090570256467,27,"Gompertz"
"1326",3,NA,NA,NA,27,"Baranyi"
"1327",4,NA,NA,NA,27,"Buchanan"
"1328",5,0.820899234179804,25.1707220210075,29.5348918344408,27,"Quadratic"
"1329",6,0.945000102022022,1.19714241741043,6.65235468420201,27,"Polynomial"
"1330",7,0.248300288832975,54.7272654779033,58.0003928379782,27,"Linear"
"1331",1,0.990787090608726,-9.43995325961382,-10.2729153827016,270,"Logistic"
"1332",2,0.988883690286839,-6.31310719031531,-7.35430984417504,270,"Gompertz"
"1333",3,0.992722064979481,-8.85450440515322,-9.89570705901295,270,"Baranyi"
"1334",4,NA,NA,NA,270,"Buchanan"
"1335",5,0.977747406523674,-4.14883605549947,-4.98179817858725,270,"Quadratic"
"1336",6,0.997765721685699,-15.9400777865625,-16.9812804404222,270,"Polynomial"
"1337",7,0.939571613333391,-0.154833596061193,-0.779555188377028,270,"Linear"
"1338",1,0.868605281477576,-0.347508534527837,-1.18047065761562,271,"Logistic"
"1339",2,0.868497577867345,1.65740762162305,0.616204967763325,271,"Gompertz"
"1340",3,0.868677955624009,1.64917195981971,0.607969305959989,271,"Baranyi"
"1341",4,NA,NA,NA,271,"Buchanan"
"1342",5,0.987646434856322,-14.5330758205246,-15.3660379436124,271,"Quadratic"
"1343",6,0.989560996732673,-13.5434493701137,-14.5846520239735,271,"Polynomial"
"1344",7,0.427602516854825,6.48225790128526,5.85753630896943,271,"Linear"
"1345",1,0.865219741780373,-4.52750616182626,-4.74386556560501,272,"Logistic"
"1346",2,NA,NA,NA,272,"Gompertz"
"1347",3,0.933666817926565,-7.49019451918406,-7.76064377390749,272,"Baranyi"
"1348",4,NA,NA,NA,272,"Buchanan"
"1349",5,0.854319219426645,-3.98310175466883,-4.19946115844758,272,"Quadratic"
"1350",6,0.859285508779595,-2.22589564150373,-2.49634489622716,272,"Polynomial"
"1351",7,0.804885363304941,-3.93791544524042,-4.10018499807448,272,"Linear"
"1352",1,0.832879276258071,0.60005349372774,0.383694089948992,273,"Logistic"
"1353",2,NA,NA,NA,273,"Gompertz"
"1354",3,0.850258718407675,1.83140146719999,1.56095221247655,273,"Baranyi"
"1355",4,NA,NA,NA,273,"Buchanan"
"1356",5,0.823642180291857,0.976643342101914,0.760283938323167,273,"Quadratic"
"1357",6,0.844305075501247,2.10432772084116,1.83387846611773,273,"Polynomial"
"1358",7,0.771986089544583,0.774884823389312,0.612615270555252,273,"Linear"
"1359",1,0.982301425658747,-12.6446145276774,-12.8609739314561,274,"Logistic"
"1360",2,NA,NA,NA,274,"Gompertz"
"1361",3,0.982450786689306,-10.7039392990446,-10.974388553768,274,"Baranyi"
"1362",4,NA,NA,NA,274,"Buchanan"
"1363",5,0.978347296788174,-11.233091017925,-11.4494504217038,274,"Quadratic"
"1364",6,0.981743560454912,-10.4273780751486,-10.697827329872,274,"Polynomial"
"1365",7,0.94190938789382,-6.3249746781142,-6.48724423094826,274,"Linear"
"1366",1,0.967983740976414,-9.73343420544681,-9.94979360922556,275,"Logistic"
"1367",2,0.973538747802788,-9.06737091112706,-9.3378201658505,275,"Gompertz"
"1368",3,0.970415368456283,-8.2863561299529,-8.55680538467633,275,"Baranyi"
"1369",4,NA,NA,NA,275,"Buchanan"
"1370",5,0.953877984824435,-7.17810856281858,-7.39446796659733,275,"Quadratic"
"1371",6,0.962905095157137,-6.70278391232945,-6.97323316705289,275,"Polynomial"
"1372",7,0.837171922665471,-0.348276955915278,-0.510546508749338,275,"Linear"
"1373",1,0.976161896710284,17.9353998125304,17.7190404087516,276,"Logistic"
"1374",2,0.983850940623987,17.2094354942798,16.9389862395564,276,"Gompertz"
"1375",3,NA,NA,NA,276,"Baranyi"
"1376",4,NA,NA,NA,276,"Buchanan"
"1377",5,0.954179729797571,22.5094888776161,22.2931294738374,276,"Quadratic"
"1378",6,0.984926046971229,16.7271808848871,16.4567316301636,276,"Polynomial"
"1379",7,0.800735425568574,30.798837089433,30.6365675365989,276,"Linear"
"1380",1,NA,NA,NA,277,"Logistic"
"1381",2,NA,NA,NA,277,"Gompertz"
